Season,name,position,team,total_points,bps,clean_sheets,bonus,influence,ict_index,minutes,goals_scored,threat,assists,creativity,value,selected
2020-21,Adam Webster,DEF,Brighton,1,19,0,0,27.6,4.9,90,0,9.0,0,12.7,4.4,126359
2020-21,Nélson Cabral Semedo,DEF,Wolves,3,21,0,0,29.6,4.5,90,0,2.0,1,13.5,5.4,176367
2020-21,Ben White,DEF,Arsenal,1,12,0,0,10.2,2.5,90,0,0.0,0,14.3,4.4,96878
2020-21,Rayan Ait Nouri,DEF,Wolves,1,3,0,0,5.6,0.9,90,0,0.0,0,3.3,5.0,12881
2020-21,Lewis Dunk,DEF,Brighton,7,29,0,0,57.4,7.6,90,1,17.0,0,1.7,4.8,198641
2020-21,Ethan Ampadu,DEF,Chelsea,1,15,0,0,14.4,2.7,90,0,0.0,0,12.3,4.3,34916
2020-21,Enda Stevens,DEF,Sheffield Utd,1,12,0,0,14.0,1.7,90,0,0.0,0,2.9,5.1,84823
2020-21,Chris Basham,DEF,Sheffield Utd,1,8,0,0,10.8,4.9,90,0,24.0,0,14.4,4.6,54145
2020-21,Jayden Bogle,DEF,Sheffield Utd,0,12,0,0,17.8,5.5,90,0,19.0,0,18.2,4.3,6171
2020-21,John Egan,DEF,Sheffield Utd,1,13,0,0,22.4,2.3,90,0,0.0,0,0.8,4.7,171463
2020-21,Tyrick Mitchell,DEF,Crystal Palace,6,20,1,0,22.2,2.8,90,0,0.0,0,6.1,3.9,1148523
2020-21,James Tomkins,DEF,Crystal Palace,8,24,1,2,17.6,2.0,90,0,2.0,0,0.3,4.5,3194
2020-21,Joel Ward,DEF,Crystal Palace,7,23,1,1,23.2,2.5,90,0,0.0,0,2.2,4.3,55940
2020-21,Pascal Struijk,DEF,Leeds,1,17,0,0,18.4,1.9,90,0,0.0,0,0.5,3.9,251921
2020-21,Luke Ayling,DEF,Leeds,1,17,0,0,20.0,2.1,90,0,0.0,0,0.9,4.5,272375
2020-21,Matt Doherty,DEF,Spurs,3,11,1,0,3.0,1.9,90,0,4.0,0,11.5,5.7,378522
2020-21,Stuart Dallas,DEF,Leeds,1,11,0,0,14.0,2.6,90,0,9.0,0,3.2,4.8,1201195
2020-21,Toby Alderweireld,DEF,Spurs,13,31,1,1,44.0,9.5,90,1,51.0,0,0.3,5.4,129312
2020-21,Ben Davies,DEF,Spurs,6,28,1,0,18.4,5.0,90,0,10.0,0,21.9,4.6,61049
2020-21,Eric Dier,DEF,Spurs,6,27,1,0,21.2,4.0,90,0,18.0,0,0.3,5.1,450786
2020-21,Ezgjan Alioski,DEF,Leeds,1,7,0,0,0.0,1.9,63,0,5.0,0,15.5,4.5,231544
2020-21,Harry Maguire,DEF,Man Utd,1,15,0,0,16.6,3.4,90,0,17.0,0,0.5,5.4,296370
2020-21,Matt Targett,DEF,Aston Villa,1,15,0,0,18.2,2.5,90,0,0.0,0,6.8,4.6,359399
2020-21,Luke Shaw,DEF,Man Utd,1,15,0,0,15.4,7.4,90,0,8.0,0,50.9,4.8,71722
2020-21,Matthew Cash,DEF,Aston Villa,1,17,0,0,24.2,8.2,90,0,13.0,0,44.8,5.0,74513
2020-21,Ezri Konsa Ngoyo,DEF,Aston Villa,1,15,0,0,18.2,2.3,90,0,4.0,0,0.3,4.7,510644
2020-21,Aaron Wan-Bissaka,DEF,Man Utd,6,31,0,1,43.8,7.2,90,0,2.0,1,26.2,5.3,557599
2020-21,Eric Bailly,DEF,Man Utd,1,13,0,0,18.4,1.9,90,0,0.0,0,0.6,4.9,23891
2020-21,Axel Tuanzebe,DEF,Aston Villa,1,3,0,0,0.4,0.0,1,0,0.0,0,0.0,4.2,8381
2020-21,Tyrone Mings,DEF,Aston Villa,1,12,0,0,17.8,2.4,90,0,6.0,0,0.2,5.4,764517
2020-21,Yerry Mina,DEF,Everton,2,15,0,0,18.0,3.6,90,0,6.0,0,11.8,5.6,283194
2020-21,Aaron Cresswell,DEF,West Ham,11,33,1,2,6.4,2.6,90,0,12.0,1,7.1,5.3,997919
2020-21,Ben Godfrey,DEF,Everton,1,10,0,0,8.0,1.4,90,0,0.0,0,5.7,5.0,23570
2020-21,Vladimir Coufal,DEF,West Ham,6,24,1,0,20.2,2.2,90,0,0.0,0,1.3,4.7,391682
2020-21,Seamus Coleman,DEF,Everton,2,15,0,0,13.4,5.4,90,0,23.0,0,17.4,4.8,50049
2020-21,Angelo Ogbonna,DEF,West Ham,7,27,1,1,22.6,2.7,90,0,4.0,0,0.3,5.0,195006
2020-21,Craig Dawson,DEF,West Ham,6,23,1,0,11.4,1.2,90,0,0.0,0,0.1,4.5,2069
2020-21,Mason Holgate,DEF,Everton,2,18,0,0,32.8,5.6,90,0,2.0,0,21.2,4.8,108462
2020-21,DeAndre Yedlin,DEF,Newcastle,6,23,1,0,16.8,3.2,90,0,4.0,0,11.3,4.3,16845
2020-21,Jamal Lewis,DEF,Newcastle,1,3,0,0,0.0,0.0,4,0,0.0,0,0.0,4.3,190118
2020-21,Andrew Robertson,DEF,Liverpool,9,33,1,3,19.2,6.7,90,0,2.0,0,45.4,7.3,1759949
2020-21,Federico Fernández,DEF,Newcastle,9,33,1,3,26.0,2.9,90,0,2.0,0,0.8,4.7,49106
2020-21,Trent Alexander-Arnold,DEF,Liverpool,6,23,1,0,16.2,5.2,90,0,14.0,0,22.2,7.2,1132188
2020-21,Ciaran Clark,DEF,Newcastle,5,17,1,0,20.8,4.3,90,0,21.0,0,0.8,4.5,9915
2020-21,Fabian Schär,DEF,Newcastle,6,26,1,0,30.8,3.1,90,0,0.0,0,0.0,4.9,4470
2020-21,Nathaniel Phillips,DEF,Liverpool,5,18,1,0,13.0,1.9,90,0,4.0,0,1.9,4.0,50810
2020-21,Rayan Ait Nouri,DEF,Wolves,2,13,0,0,15.6,4.1,90,0,23.0,0,2.3,5.0,12306
2020-21,Aaron Wan-Bissaka,DEF,Man Utd,6,24,1,0,10.4,1.6,90,0,0.0,0,6.0,5.4,542510
2020-21,Conor Coady,DEF,Wolves,2,12,0,0,11.2,1.4,90,0,2.0,0,0.3,4.9,458251
2020-21,Eric Bailly,DEF,Man Utd,9,30,1,3,12.2,3.3,90,0,20.0,0,0.9,4.9,14740
2020-21,Ki-Jana Hoever,DEF,Wolves,2,10,0,0,17.4,4.2,90,0,6.0,0,18.9,4.4,2976
2020-21,Luke Shaw,DEF,Man Utd,1,8,0,0,10.4,3.8,45,0,0.0,0,27.2,4.8,64791
2020-21,Alex Nicolao Telles,DEF,Man Utd,1,9,0,0,1.6,0.9,45,0,0.0,0,7.1,5.5,96043
2020-21,Max Kilman,DEF,Wolves,2,13,0,0,12.4,1.3,90,0,0.0,0,0.4,4.2,777985
2020-21,Harry Maguire,DEF,Man Utd,7,28,1,1,25.4,2.8,90,0,2.0,0,1.0,5.4,263878
2020-21,Romain Saïss,DEF,Wolves,2,12,0,0,22.8,4.4,90,0,21.0,0,0.2,5.0,542456
2020-21,George Baldock,DEF,Sheffield Utd,2,9,0,0,1.8,2.8,90,0,10.0,0,16.1,5.0,91653
2020-21,Bernardo Fernandes da Silva Junior,DEF,Brighton,2,14,0,0,8.4,10.4,90,0,67.0,0,28.7,3.9,594143
2020-21,Ben Mee,DEF,Burnley,15,39,1,3,49.4,9.1,90,1,41.0,0,0.4,4.9,32929
2020-21,Lee Peltier,DEF,West Brom,0,12,0,0,17.0,2.8,90,0,0.0,0,10.8,4.0,4824
2020-21,Dara O'Shea,DEF,West Brom,0,11,0,0,17.4,2.2,90,0,4.0,0,0.2,4.3,14392
2020-21,Luke Ayling,DEF,Leeds,6,28,1,0,23.6,3.4,90,0,9.0,0,1.8,4.5,279121
2020-21,Jan Bednarek,DEF,Southampton,7,26,1,1,15.4,2.7,90,0,0.0,0,11.3,4.8,844879
2020-21,Kieran Tierney,DEF,Arsenal,6,23,1,0,15.0,4.4,90,0,2.0,0,27.2,5.3,329181
2020-21,John Egan,DEF,Sheffield Utd,2,10,0,0,7.2,0.9,90,0,1.0,0,1.2,4.7,175150
2020-21,Angelo Ogbonna,DEF,West Ham,6,21,1,0,13.8,1.4,90,0,0.0,0,0.4,5.0,191819
2020-21,Darnell Furlong,DEF,West Brom,0,8,0,0,12.6,1.9,90,0,6.0,0,0.8,4.5,25832
2020-21,Erik Pieters,DEF,Burnley,8,27,1,2,10.4,1.1,90,0,0.0,0,0.9,4.3,22352
2020-21,Rob Holding,DEF,Arsenal,9,31,1,3,19.6,2.3,90,0,3.0,0,0.3,4.4,116761
2020-21,Pablo Marí,DEF,Arsenal,7,29,1,1,26.4,4.1,90,0,4.0,0,10.8,4.4,3105
2020-21,Oluwasemilogo Adesewo Ibidapo Ajayi,DEF,West Brom,0,9,0,0,16.6,1.9,90,0,2.0,0,0.2,4.8,18273
2020-21,Jack Robinson,DEF,Sheffield Utd,1,7,0,0,8.0,1.0,56,0,0.0,0,1.8,4.3,10206
2020-21,Aaron Cresswell,DEF,West Ham,6,22,1,0,8.6,2.0,90,0,2.0,0,9.3,5.3,967983
2020-21,Adam Webster,DEF,Brighton,2,15,0,0,15.6,2.0,90,0,2.0,0,2.5,4.4,128464
2020-21,Joël Veltman,DEF,Brighton,2,17,0,0,21.2,6.0,90,0,4.0,0,34.9,4.3,35712
2020-21,Ryan Bertrand,DEF,Leicester,5,15,1,0,0.0,0.5,90,0,3.0,0,3.8,5.0,89351
2020-21,Ethan Ampadu,DEF,Chelsea,2,14,0,0,10.2,3.3,66,0,0.0,0,22.9,4.3,34919
2020-21,Craig Dawson,DEF,West Ham,6,18,1,0,11.0,1.5,90,0,4.0,0,0.1,4.5,1768
2020-21,Kyle Walker-Peters,DEF,Southampton,5,22,1,0,7.6,3.6,90,0,23.0,0,5.4,4.8,1157550
2020-21,Lewis Dunk,DEF,Brighton,1,13,0,0,16.0,3.4,90,0,6.0,0,11.5,4.8,199888
2020-21,Pascal Struijk,DEF,Leeds,6,26,1,0,22.0,2.3,90,0,0.0,0,1.0,3.9,203829
2020-21,James Tarkowski,DEF,Burnley,8,27,1,2,28.6,3.1,90,0,2.0,0,0.1,5.3,186017
2020-21,Enda Stevens,DEF,Sheffield Utd,1,16,0,0,13.4,3.1,90,0,2.0,0,15.5,5.1,86510
2020-21,Ezgjan Alioski,DEF,Leeds,12,31,1,1,41.4,6.5,90,1,17.0,0,6.8,4.4,162304
2020-21,Ryan Fredericks,DEF,West Ham,6,23,1,0,24.2,9.1,90,0,55.0,0,11.9,4.2,16957
2020-21,Dan Burn,DEF,Brighton,2,8,0,0,11.6,2.0,90,0,6.0,0,2.6,4.3,25986
2020-21,Jack Stephens,DEF,Southampton,9,30,1,3,36.0,4.8,90,0,0.0,0,11.8,4.6,15388
2020-21,Branislav Ivanovic,DEF,West Brom,1,4,0,0,14.6,1.5,45,0,0.0,0,0.3,4.5,9283
2020-21,Stuart Dallas,DEF,Leeds,12,38,1,3,31.2,7.3,90,0,12.0,1,29.3,4.7,1008716
2020-21,Ainsley Maitland-Niles,DEF,Arsenal,1,0,0,0,0.0,0.0,1,0,0.0,0,0.0,4.6,63665
2020-21,Chris Basham,DEF,Sheffield Utd,2,16,0,0,11.6,1.7,90,0,0.0,0,5.4,4.7,55326
2020-21,Matthew Lowton,DEF,Burnley,5,23,1,0,16.8,3.3,90,0,0.0,0,15.7,4.4,54138
2020-21,Héctor Bellerín,DEF,Arsenal,6,26,1,0,19.0,3.2,90,0,0.0,0,13.4,5.1,411670
2020-21,Charlie Taylor,DEF,Burnley,1,3,0,0,0.0,0.0,8,0,0.0,0,0.3,4.5,603053
2020-21,Antonio Rüdiger,DEF,Chelsea,2,14,0,0,24.2,4.6,90,0,21.0,0,0.8,4.5,51120
2020-21,Andreas Christensen,DEF,Chelsea,2,12,0,0,11.0,1.1,90,0,0.0,0,0.4,4.7,16243
2020-21,César Azpilicueta,DEF,Chelsea,1,8,0,0,17.4,4.3,90,0,0.0,0,25.9,5.6,198707
2020-21,Kortney Hause,DEF,Aston Villa,2,14,0,0,16.4,2.1,90,0,4.0,0,0.2,4.4,31828
2020-21,Matthew Cash,DEF,Aston Villa,7,25,0,2,40.0,6.3,90,0,8.0,1,15.1,5.0,58384
2020-21,Ezri Konsa Ngoyo,DEF,Aston Villa,2,9,0,0,19.6,2.0,90,0,0.0,0,0.3,4.7,533891
2020-21,Benjamin Chilwell,DEF,Chelsea,5,17,0,0,18.6,5.1,90,0,14.0,1,18.2,6.1,1870392
2020-21,Matt Targett,DEF,Aston Villa,2,11,0,0,10.4,1.2,90,0,0.0,0,1.5,4.6,332997
2020-21,Jonny Evans,DEF,Leicester,8,32,0,3,37.6,6.9,90,0,0.0,1,31.8,5.5,30882
2020-21,James Tomkins,DEF,Crystal Palace,2,12,0,0,12.0,1.2,90,0,0.0,0,0.1,4.5,1925
2020-21,Tyrick Mitchell,DEF,Crystal Palace,2,11,0,0,20.2,2.1,90,0,0.0,0,0.4,3.9,1131427
2020-21,Daniel Amartey,DEF,Leicester,2,17,0,0,13.2,2.0,90,0,6.0,0,0.6,3.9,73634
2020-21,James Justin,DEF,Leicester,2,19,0,0,31.4,7.4,90,0,2.0,0,40.3,5.0,2026134
2020-21,Luke Thomas,DEF,Leicester,2,12,0,0,12.6,3.1,90,0,2.0,0,16.4,4.2,13976
2020-21,Nathaniel Clyne,DEF,Crystal Palace,2,15,0,0,17.8,1.9,90,0,0.0,0,0.7,4.5,21662
2020-21,Ben Davies,DEF,Spurs,6,22,0,1,35.0,5.8,90,0,2.0,1,20.9,4.6,54475
2020-21,Sergio Reguilón,DEF,Spurs,6,15,1,0,4.0,3.2,62,0,25.0,0,2.7,5.7,487024
2020-21,Conor Coady,DEF,Wolves,1,8,0,0,12.0,2.4,90,0,2.0,0,10.3,4.9,470332
2020-21,Nélson Cabral Semedo,DEF,Wolves,1,10,0,0,17.6,4.1,90,0,4.0,0,19.6,5.4,189288
2020-21,Fernando Marçal,DEF,Wolves,1,7,0,0,10.0,1.3,74,0,0.0,0,2.6,4.8,10526
2020-21,Davinson Sánchez,DEF,Spurs,2,14,0,0,19.0,2.3,90,0,2.0,0,1.6,5.3,54300
2020-21,Rayan Ait Nouri,DEF,Wolves,1,6,0,0,3.4,0.4,15,0,0.0,0,0.9,5.0,12918
2020-21,Matt Doherty,DEF,Spurs,2,12,0,0,18.4,2.1,90,0,0.0,0,2.2,5.7,387456
2020-21,Eric Dier,DEF,Spurs,2,16,0,0,21.0,2.2,90,0,1.0,0,0.3,5.0,391134
2020-21,Romain Saïss,DEF,Wolves,10,25,0,2,56.2,11.5,90,1,58.0,0,0.8,5.1,531685
2020-21,Rhys Williams,DEF,Liverpool,1,3,0,0,4.2,0.9,30,0,4.0,0,0.7,4.0,24299
2020-21,Kieran Gibbs,DEF,West Brom,2,13,0,0,20.6,2.1,90,0,0.0,0,0.1,4.3,15202
2020-21,Darnell Furlong,DEF,West Brom,2,13,0,0,26.0,4.1,90,0,0.0,0,14.8,4.5,22195
2020-21,Trent Alexander-Arnold,DEF,Liverpool,2,17,0,0,18.0,10.7,90,0,16.0,0,73.0,7.2,1121933
2020-21,Joel Matip,DEF,Liverpool,7,31,0,3,33.8,5.0,59,0,0.0,1,16.0,5.5,207432
2020-21,Branislav Ivanovic,DEF,West Brom,1,3,0,0,0.0,0.0,1,0,0.0,0,0.0,4.5,9556
2020-21,Dara O'Shea,DEF,West Brom,1,9,0,0,18.6,1.9,90,0,0.0,0,0.2,4.3,13198
2020-21,Oluwasemilogo Adesewo Ibidapo Ajayi,DEF,West Brom,9,23,0,1,46.6,7.2,90,1,25.0,0,0.3,4.8,13979
2020-21,Andrew Robertson,DEF,Liverpool,2,11,0,0,11.6,5.0,90,0,6.0,0,32.4,7.3,1712964
2020-21,Dan Burn,DEF,Brighton,1,14,0,0,18.2,3.2,90,0,10.0,0,3.5,4.3,26183
2020-21,Vladimir Coufal,DEF,West Ham,1,9,0,0,17.2,5.8,90,0,20.0,0,20.7,4.7,361077
2020-21,Ben White,DEF,Arsenal,1,14,0,0,12.8,2.5,90,0,0.0,0,12.5,4.4,103352
2020-21,Adam Webster,DEF,Brighton,1,16,0,0,25.8,5.5,90,0,27.0,0,2.3,4.4,132475
2020-21,Lewis Dunk,DEF,Brighton,9,25,0,2,54.8,8.8,90,1,33.0,0,0.5,4.8,198284
2020-21,Ben Johnson,DEF,West Ham,7,22,0,0,39.2,5.8,90,1,17.0,0,2.0,3.9,206828
2020-21,Fabián Balbuena,DEF,West Ham,1,15,0,0,23.4,2.4,90,0,0.0,0,0.6,4.4,164612
2020-21,Aaron Cresswell,DEF,West Ham,4,21,0,0,13.0,4.4,90,0,8.0,1,22.9,5.3,951670
2020-21,Angelo Ogbonna,DEF,West Ham,1,11,0,0,12.2,1.2,90,0,0.0,0,0.1,5.0,195124
2020-21,Matthew Lowton,DEF,Burnley,2,7,0,0,11.8,3.1,90,0,17.0,0,2.2,4.4,36837
2020-21,Charlie Taylor,DEF,Burnley,2,15,0,0,16.4,3.6,90,0,0.0,0,19.2,4.5,461279
2020-21,Stuart Dallas,DEF,Leeds,6,23,1,0,11.8,1.6,90,0,3.0,0,0.9,4.7,860685
2020-21,Luke Ayling,DEF,Leeds,6,26,1,0,25.2,3.8,90,0,0.0,0,13.2,4.5,280490
2020-21,Erik Pieters,DEF,Burnley,2,6,0,0,0.6,2.3,73,0,20.0,0,2.7,4.3,21594
2020-21,James Tarkowski,DEF,Burnley,1,6,0,0,15.6,4.8,90,0,21.0,0,10.9,5.3,172199
2020-21,Ezgjan Alioski,DEF,Leeds,6,26,1,0,15.0,2.9,90,0,2.0,0,11.5,4.4,139211
2020-21,Ben Mee,DEF,Burnley,2,11,0,0,15.0,4.0,90,0,14.0,0,10.6,4.9,24383
2020-21,Pascal Struijk,DEF,Leeds,7,27,1,1,23.6,2.4,90,0,0.0,0,0.1,3.9,173864
2020-21,Nathan Aké,DEF,Man City,7,32,1,1,29.6,3.8,90,0,2.0,0,6.7,5.4,250057
2020-21,Fabian Schär,DEF,Newcastle,0,10,0,0,16.2,1.9,90,0,2.0,0,0.6,4.9,4487
2020-21,Seamus Coleman,DEF,Everton,1,3,0,0,3.0,0.4,24,0,0.0,0,0.7,4.8,49992
2020-21,Jack Robinson,DEF,Sheffield Utd,1,12,0,0,25.0,4.4,90,0,18.0,0,1.3,4.3,10096
2020-21,Jamal Lewis,DEF,Newcastle,1,4,0,0,1.8,0.3,24,0,0.0,0,0.8,4.3,202733
2020-21,Yerry Mina,DEF,Everton,7,29,1,1,23.2,2.6,90,0,2.0,0,0.7,5.5,211355
2020-21,George Baldock,DEF,Sheffield Utd,1,4,0,0,4.6,1.4,90,0,6.0,0,3.5,5.0,93769
2020-21,John Egan,DEF,Sheffield Utd,2,14,0,0,5.8,3.1,90,0,25.0,0,0.6,4.7,179131
2020-21,Michael Keane,DEF,Everton,8,30,1,2,15.2,2.6,65,0,0.0,0,10.4,5.1,432166
2020-21,Ben Godfrey,DEF,Everton,5,22,1,0,12.2,3.2,90,0,17.0,0,2.3,5.0,18416
2020-21,Federico Fernández,DEF,Newcastle,1,18,0,0,22.6,2.3,90,0,0.0,0,0.8,4.8,50256
2020-21,Ethan Ampadu,DEF,Chelsea,2,13,0,0,12.8,2.4,90,0,8.0,0,2.9,4.3,33052
2020-21,Chris Basham,DEF,Sheffield Utd,2,10,0,0,9.2,1.5,90,0,4.0,0,2.1,4.7,55771
2020-21,João Pedro Cavaco Cancelo,DEF,Man City,7,33,1,2,17.6,6.2,90,0,16.0,0,28.1,5.6,463790
2020-21,Rúben Santos Gato Alves Dias,DEF,Man City,6,26,1,0,17.2,2.4,90,0,4.0,0,2.3,5.7,489796
2020-21,Ciaran Clark,DEF,Newcastle,1,6,0,0,11.2,3.0,90,0,18.0,0,0.7,4.5,9957
2020-21,Enda Stevens,DEF,Sheffield Utd,2,11,0,0,12.0,3.6,90,0,12.0,0,12.4,5.1,87805
2020-21,DeAndre Yedlin,DEF,Newcastle,1,7,0,0,11.6,3.3,90,0,10.0,0,11.8,4.3,16553
2020-21,John Stones,DEF,Man City,6,22,1,0,12.4,2.3,90,0,6.0,0,4.8,4.9,255236
2020-21,Fernando Luiz Rosa,DEF,Man City,1,10,0,0,6.0,1.0,33,0,0.0,0,3.5,5.4,52256
2020-21,Mason Holgate,DEF,Everton,7,29,1,1,19.4,2.4,90,0,3.0,0,1.9,4.8,48646
2020-21,Reece James,DEF,Chelsea,1,10,0,0,9.6,4.0,90,0,1.0,0,29.3,5.2,988256
2020-21,Héctor Bellerín,DEF,Arsenal,2,13,0,0,12.0,5.4,90,0,20.0,0,21.7,5.1,378127
2020-21,Rob Holding,DEF,Arsenal,2,11,0,0,31.0,5.0,90,0,19.0,0,0.0,4.4,92791
2020-21,Pablo Marí,DEF,Arsenal,1,5,0,0,14.0,1.4,90,0,0.0,0,0.1,4.4,1047
2020-21,Kieran Tierney,DEF,Arsenal,4,17,0,0,7.8,2.4,90,0,4.0,1,12.2,5.3,303802
2020-21,Thiago Thiago,DEF,Chelsea,0,6,0,0,17.8,2.8,90,0,10.0,0,0.4,5.6,370693
2020-21,Kurt Zouma,DEF,West Ham,1,13,0,0,9.8,3.6,90,0,26.0,0,0.6,5.9,2108037
2020-21,Shkodran Mustafi,DEF,Arsenal,1,3,0,0,0.0,0.0,1,0,0.0,0,0.0,5.0,3485
2020-21,Benjamin Chilwell,DEF,Chelsea,1,11,0,0,16.4,2.3,90,0,4.0,0,2.8,6.1,1861324
2020-21,Ola Aina,DEF,Fulham,6,24,1,0,20.2,3.9,90,0,18.0,0,1.1,4.5,28583
2020-21,Kyle Walker-Peters,DEF,Southampton,8,25,1,2,32.8,3.6,90,0,2.0,0,1.3,4.7,1080041
2020-21,Patrick van Aanholt,DEF,Crystal Palace,1,13,0,0,10.8,2.6,90,0,2.0,0,13.5,5.4,49356
2020-21,Ryan Bertrand,DEF,Leicester,6,18,1,0,20.4,2.1,90,0,0.0,0,0.8,5.0,83858
2020-21,Joel Ward,DEF,Crystal Palace,0,11,0,0,12.2,1.8,90,0,3.0,0,3.2,4.3,57808
2020-21,Matt Targett,DEF,Aston Villa,6,21,1,0,23.6,2.5,90,0,0.0,0,1.5,4.6,311207
2020-21,Joachim Andersen,DEF,Crystal Palace,6,24,1,0,20.0,2.3,90,0,2.0,0,0.8,4.5,1979
2020-21,Tosin Adarabioyo,DEF,Fulham,6,20,1,0,9.4,1.0,90,0,0.0,0,0.6,4.5,11187
2020-21,Scott Dann,DEF,Crystal Palace,1,13,0,0,11.0,1.6,90,0,4.0,0,0.6,4.4,55165
2020-21,Kortney Hause,DEF,Aston Villa,15,36,1,3,51.6,8.9,90,1,37.0,0,0.2,4.4,6192
2020-21,Ahmed El Mohamady,DEF,Aston Villa,1,3,0,0,0.2,0.1,4,0,0.0,0,0.5,4.3,29038
2020-21,Ezri Konsa Ngoyo,DEF,Aston Villa,1,4,0,0,3.8,0.4,45,0,0.0,0,0.2,4.8,556613
2020-21,Matthew Cash,DEF,Aston Villa,6,22,1,0,21.4,4.2,90,0,0.0,0,20.5,5.0,51523
2020-21,Jack Stephens,DEF,Southampton,6,22,1,0,20.2,2.5,90,0,4.0,0,0.4,4.6,13907
2020-21,Antonee Robinson,DEF,Fulham,6,23,1,0,19.4,6.8,90,0,18.0,0,31.0,4.4,13592
2020-21,Tyrone Mings,DEF,Aston Villa,-2,-7,0,0,0.0,0.0,44,0,0.0,0,0.2,5.4,1087827
2020-21,Jan Bednarek,DEF,Southampton,9,27,1,3,33.4,3.4,90,0,0.0,0,0.5,4.7,545357
2020-21,Jonny Evans,DEF,Leicester,1,15,0,0,11.0,1.8,90,0,6.0,0,0.8,5.5,27118
2020-21,Wesley Fofana,DEF,Leicester,1,11,0,0,7.8,0.9,90,0,0.0,0,0.7,5.0,56771
2020-21,Harry Maguire,DEF,Man Utd,1,10,0,0,8.8,1.3,90,0,4.0,0,0.4,5.4,257206
2020-21,Eric Bailly,DEF,Man Utd,1,16,0,0,14.2,1.5,90,0,0.0,0,0.5,4.9,13179
2020-21,Axel Tuanzebe,DEF,Aston Villa,-1,-4,0,0,0.0,0.0,24,0,0.0,0,1.1,4.2,7704
2020-21,Timothy Castagne,DEF,Leicester,1,13,0,0,13.6,1.6,90,0,0.0,0,2.8,5.7,387235
2020-21,Victor Lindelöf,DEF,Man Utd,2,7,0,0,8.0,0.9,65,0,0.0,0,1.3,4.8,145399
2020-21,James Justin,DEF,Leicester,1,16,0,0,19.4,4.7,90,0,0.0,0,27.3,4.9,1883088
2020-21,Luke Shaw,DEF,Man Utd,3,24,0,2,12.8,5.7,90,0,2.0,0,42.2,4.8,57334
2020-21,Angelo Ogbonna,DEF,West Ham,1,13,0,0,8.2,1.7,90,0,8.0,0,0.5,5.0,165415
2020-21,Benjamin Chilwell,DEF,Chelsea,1,3,0,0,0.0,0.0,9,0,0.0,0,0.1,6.2,2762601
2020-21,Thiago Thiago,DEF,Chelsea,14,46,1,2,56.8,7.9,90,1,21.0,0,0.9,5.5,272200
2020-21,César Azpilicueta,DEF,Chelsea,7,32,1,1,28.6,3.4,90,0,2.0,0,3.5,5.7,201171
2020-21,Vladimir Coufal,DEF,West Ham,1,23,0,0,25.6,5.8,90,0,2.0,0,30.5,4.6,231140
2020-21,Emerson Palmieri dos Santos,DEF,Chelsea,6,19,1,0,11.2,2.0,80,0,2.0,0,7.0,4.7,10118
2020-21,Ryan Fredericks,DEF,West Ham,1,3,0,0,0.0,0.0,1,0,0.0,0,0.0,4.2,16463
2020-21,Kurt Zouma,DEF,West Ham,6,29,1,0,17.0,1.8,90,0,0.0,0,0.6,5.8,1902184
2020-21,Aaron Cresswell,DEF,West Ham,1,14,0,0,10.0,3.9,90,0,8.0,0,20.6,5.2,891542
2020-21,Fabián Balbuena,DEF,West Ham,1,11,0,0,17.2,2.0,90,0,2.0,0,0.5,4.5,149063
2020-21,Charlie Taylor,DEF,Burnley,5,17,0,0,28.0,4.5,90,0,2.0,1,15.4,4.4,348093
2020-21,Matthew Lowton,DEF,Burnley,2,8,0,0,8.2,1.0,90,0,1.0,0,1.1,4.4,20245
2020-21,Ben Mee,DEF,Burnley,2,10,0,0,13.2,1.8,90,0,4.0,0,0.5,4.9,21798
2020-21,Romain Saïss,DEF,Wolves,1,7,0,0,3.2,2.1,90,0,16.0,0,1.5,5.1,578637
2020-21,Rayan Ait Nouri,DEF,Wolves,0,12,0,0,12.2,4.5,59,0,18.0,0,15.0,5.0,15139
2020-21,Max Kilman,DEF,Wolves,1,8,0,0,5.8,0.6,90,0,0.0,0,0.5,4.2,852633
2020-21,Nélson Cabral Semedo,DEF,Wolves,1,6,0,0,10.8,2.4,90,0,10.0,0,3.3,5.5,214240
2020-21,Erik Pieters,DEF,Burnley,1,2,0,0,0.0,0.0,21,0,0.0,0,0.5,4.3,21948
2020-21,James Tarkowski,DEF,Burnley,2,12,0,0,24.4,3.1,90,0,6.0,0,0.3,5.3,172544
2020-21,Conor Coady,DEF,Wolves,1,13,0,0,19.6,2.0,90,0,0.0,0,0.5,4.9,499272
2020-21,Matthew Cash,DEF,Aston Villa,6,24,1,0,13.4,4.1,90,0,8.0,0,19.1,5.0,45367
2020-21,Branislav Ivanovic,DEF,West Brom,0,4,0,0,3.2,0.3,12,0,0.0,0,0.1,4.5,10179
2020-21,Darnell Furlong,DEF,West Brom,1,8,0,0,10.4,1.1,90,0,0.0,0,0.9,4.5,22930
2020-21,Dara O'Shea,DEF,West Brom,1,13,0,0,19.8,2.0,90,0,0.0,0,0.1,4.3,13032
2020-21,Oluwasemilogo Adesewo Ibidapo Ajayi,DEF,West Brom,1,6,0,0,15.6,1.6,90,0,0.0,0,0.6,4.8,14367
