Season,name,position,team,total_points,bps,clean_sheets,bonus,influence,ict_index,minutes,goals_scored,threat,assists,creativity,value,selected
2018-19,Joel Matip,DEF,Liverpool,7,31,1,1,26.4,4.3,90,0,6.0,0,10.6,4.9,46460
2018-19,Virgil van Dijk,DEF,Liverpool,8,32,1,2,29.8,4.1,90,0,10.0,0,0.7,6.5,1832531
2018-19,Trent Alexander-Arnold,DEF,Liverpool,9,35,1,3,32.4,7.6,90,0,13.0,0,30.6,5.4,1089926
2018-19,Calum Chambers,DEF,Arsenal,6,23,0,0,55.0,8.0,90,1,21.0,0,3.5,4.2,57190
2018-19,César Azpilicueta,DEF,Chelsea,6,25,0,1,41.8,6.7,90,0,0.0,1,25.5,6.3,514606
2018-19,Emerson Palmieri dos Santos,DEF,Chelsea,2,13,0,0,8.8,2.0,90,0,4.0,0,6.9,5.2,8874
2018-19,Denis Odoi,DEF,Fulham,1,7,0,0,11.0,1.3,90,0,1.0,0,1.1,4.4,7563
2018-19,Tim Ream,DEF,Fulham,1,16,0,0,20.2,2.1,90,0,0.0,0,0.4,4.2,9651
2018-19,Ryan Sessegnon,DEF,Spurs,2,6,0,0,6.4,2.8,90,0,6.0,0,15.6,6.0,119533
2018-19,Joe Bryan,DEF,Fulham,1,12,0,0,17.0,3.7,90,0,18.0,0,2.1,4.8,4686
2018-19,Antonio Rüdiger,DEF,Chelsea,2,16,0,0,16.6,1.9,90,0,2.0,0,0.5,5.9,214829
2018-19,Andreas Christensen,DEF,Chelsea,2,14,0,0,14.0,1.5,90,0,0.0,0,0.6,5.0,23755
2018-19,Wes Morgan,DEF,Leicester,1,16,0,0,26.0,3.1,90,0,4.0,0,0.9,4.5,52788
2018-19,Craig Cathcart,DEF,Watford,2,16,0,0,9.6,1.0,90,0,0.0,0,0.3,4.6,147252
2018-19,Jonny Evans,DEF,Leicester,1,17,0,0,14.6,1.9,90,0,2.0,0,2.6,4.8,25405
2018-19,Ricardo Domingos Barbosa Pereira,DEF,Leicester,0,5,0,0,13.0,3.8,90,0,6.0,0,19.4,5.4,886791
2018-19,Benjamin Chilwell,DEF,Chelsea,1,7,0,0,12.0,5.6,90,0,8.0,0,35.8,5.0,150914
2018-19,Harry Maguire,DEF,Man Utd,1,12,0,0,15.6,6.3,90,0,34.0,0,13.5,5.4,562463
2018-19,Javier Manquillo,DEF,Newcastle,1,14,0,0,12.0,1.7,90,0,2.0,0,3.1,4.3,17373
2018-19,Fabian Schär,DEF,Newcastle,0,7,0,0,2.6,3.0,64,0,26.0,0,1.4,4.7,170626
2018-19,Aaron Cresswell,DEF,West Ham,1,4,0,0,6.2,2.1,33,0,0.0,0,14.9,5.0,33686
2018-19,Jamaal Lascelles,DEF,Newcastle,1,12,0,0,11.2,1.2,90,0,0.0,0,0.6,4.7,247225
2018-19,Florian Lejeune,DEF,Newcastle,1,7,0,0,12.0,1.3,90,0,0.0,0,0.6,4.4,10018
2018-19,Issa Diop,DEF,West Ham,5,23,1,0,30.6,3.1,90,0,0.0,0,0.7,4.3,81188
2018-19,Arthur Masuaku,DEF,West Ham,0,7,0,0,18.4,4.8,56,0,4.0,0,25.6,4.3,107900
2018-19,Ryan Fredericks,DEF,West Ham,8,29,1,2,21.6,4.2,90,0,2.0,0,18.3,4.5,10082
2018-19,Paul Dummett,DEF,Newcastle,1,4,0,0,8.2,0.9,25,0,0.0,0,0.8,4.4,8007
2018-19,Angelo Ogbonna,DEF,West Ham,7,26,1,1,25.0,2.5,90,0,0.0,0,0.0,4.2,34494
2018-19,Ashley Young,DEF,Aston Villa,1,13,0,0,14.6,4.0,90,0,0.0,0,25.4,5.7,124976
2018-19,Aaron Wan-Bissaka,DEF,Man Utd,5,25,0,0,45.2,6.2,90,0,4.0,1,12.4,4.5,1589587
2018-19,Conor Coady,DEF,Wolves,6,23,1,0,11.6,1.2,90,0,0.0,0,0.1,4.5,42532
2018-19,Chris Smalling,DEF,Man Utd,1,10,0,0,22.6,3.1,90,0,8.0,0,0.8,5.6,79525
2018-19,Charlie Taylor,DEF,Burnley,1,12,0,0,13.4,3.5,90,0,2.0,0,19.5,4.4,23829
2018-19,Bernardo Fernandes da Silva Junior,DEF,Brighton,6,25,1,0,19.4,4.0,90,0,4.0,0,17.0,4.2,6664
2018-19,Ben Mee,DEF,Burnley,0,12,0,0,25.8,4.6,90,0,15.0,0,5.2,4.6,105378
2018-19,Matt Doherty,DEF,Spurs,1,14,0,0,19.6,3.6,43,0,4.0,0,12.1,5.5,1636246
2018-19,Nathan Aké,DEF,Man City,2,13,0,0,33.4,3.6,90,0,2.0,0,0.2,5.0,308424
2018-19,Nathaniel Clyne,DEF,Crystal Palace,2,9,0,0,9.4,1.0,82,0,0.0,0,0.5,4.4,47160
2018-19,Martín Montoya,DEF,Brighton,6,23,1,0,21.2,3.1,90,0,8.0,0,1.8,4.3,13544
2018-19,Ryan Bennett,DEF,Wolves,5,20,1,0,18.8,1.9,90,0,0.0,0,0.3,4.2,727108
2018-19,Romain Saïss,DEF,Wolves,7,39,1,1,35.0,5.8,90,0,2.0,0,21.3,4.2,27953
2018-19,Rúben Gonçalo Silva Nascimento Vinagre,DEF,Wolves,6,27,1,0,19.6,7.3,90,0,36.0,0,17.0,4.3,5022
2018-19,Scott Dann,DEF,Crystal Palace,2,11,0,0,29.4,3.2,90,0,2.0,0,0.1,4.4,957
2018-19,Nicolás Otamendi,DEF,Man City,8,26,1,3,19.4,4.5,90,0,10.0,0,15.4,6.0,171900
2018-19,Phil Bardsley,DEF,Burnley,-1,9,0,0,8.6,3.8,90,0,2.0,0,27.5,4.2,11613
2018-19,Patrick van Aanholt,DEF,Crystal Palace,2,8,0,0,14.0,3.1,90,0,11.0,0,5.8,5.4,303920
2018-19,Shane Duffy,DEF,Brighton,9,35,1,3,33.0,6.0,90,0,26.0,0,0.6,4.7,382248
2018-19,Oleksandr Zinchenko,DEF,Man City,3,14,1,0,10.8,2.4,90,0,2.0,0,11.5,4.7,9016
2018-19,John Stones,DEF,Man City,1,10,0,0,11.8,3.4,47,0,17.0,0,4.8,5.2,310467
2018-19,Willy Boly,DEF,Wolves,6,30,1,0,29.0,5.8,90,0,18.0,0,10.7,4.6,270149
2018-19,Jan Bednarek,DEF,Southampton,1,10,0,0,16.2,2.6,90,0,0.0,0,10.2,4.0,439040
2018-19,Yan Valery,DEF,Southampton,7,19,0,0,41.4,5.2,90,1,9.0,0,1.8,4.0,33119
2018-19,Jannik Vestergaard,DEF,Leicester,1,11,0,0,20.2,2.9,90,0,8.0,0,0.3,4.6,15941
2018-19,James Tomkins,DEF,Crystal Palace,1,12,0,0,24.6,2.7,90,0,2.0,0,0.4,4.3,211039
2018-19,James Tarkowski,DEF,Burnley,1,6,0,0,8.2,1.7,90,0,8.0,0,0.4,4.7,275926
2018-19,Luke Shaw,DEF,Man Utd,1,14,0,0,20.4,3.9,90,0,4.0,0,14.3,5.1,623461
2018-19,José Diogo Dalot Teixeira,DEF,Man Utd,4,16,0,0,18.2,4.7,38,0,4.0,1,25.0,5.3,5899
2018-19,Terence Kongolo,DEF,Fulham,2,18,0,0,23.4,3.4,90,0,0.0,0,10.6,4.3,14507
2018-19,Lewis Dunk,DEF,Brighton,7,27,1,1,12.6,3.0,90,0,6.0,0,10.9,4.4,141968
2018-19,Lee Peltier,DEF,West Brom,0,7,0,0,9.0,1.1,90,0,0.0,0,1.8,3.9,244645
2018-19,Kyle Walker,DEF,Man City,5,21,1,0,7.4,4.1,90,0,11.0,0,22.6,6.4,693800
2018-19,Ryan Bertrand,DEF,Leicester,0,5,0,0,7.0,1.5,90,0,2.0,0,6.3,4.8,118195
2018-19,Victor Lindelöf,DEF,Man Utd,1,14,0,0,11.2,1.2,90,0,0.0,0,1.2,5.1,417369
2018-19,Shkodran Mustafi,DEF,Arsenal,2,3,0,0,9.2,1.0,90,0,0.0,0,1.1,5.4,63099
2018-19,Toby Alderweireld,DEF,Spurs,2,11,0,0,9.8,2.2,90,0,10.0,0,1.8,6.0,237377
2018-19,Sokratis Papastathopoulos,DEF,Arsenal,2,10,0,0,11.4,1.1,90,0,0.0,0,0.0,5.1,66995
2018-19,Davinson Sánchez,DEF,Spurs,2,7,0,0,6.6,0.8,90,0,0.0,0,1.0,5.8,102822
2018-19,Danny Rose,DEF,Watford,1,3,0,0,19.6,3.8,90,0,2.0,0,16.0,5.8,61459
2018-19,Joel Ward,DEF,Crystal Palace,7,22,0,0,51.0,10.0,90,1,37.0,0,11.9,4.3,10506
2018-19,Joel Matip,DEF,Liverpool,6,27,1,0,29.2,3.0,90,0,0.0,0,0.6,4.9,44565
2018-19,Issa Diop,DEF,West Ham,2,10,0,0,16.2,1.6,90,0,0.0,0,0.0,4.3,66704
2018-19,James Tomkins,DEF,Crystal Palace,1,17,0,0,21.8,2.7,90,0,4.0,0,0.8,4.3,202060
2018-19,Martin Kelly,DEF,Crystal Palace,0,9,0,0,12.6,1.5,90,0,2.0,0,0.4,3.9,299756
2018-19,Marcos Alonso,DEF,Chelsea,9,34,1,3,24.8,4.1,90,0,12.0,0,3.9,6.4,1714710
2018-19,Luke Shaw,DEF,Man Utd,4,23,0,0,34.4,6.7,90,0,6.0,1,26.8,5.0,560191
2018-19,José Diogo Dalot Teixeira,DEF,Man Utd,2,9,0,0,10.4,5.9,76,0,22.0,0,26.3,5.3,5792
2018-19,César Azpilicueta,DEF,Chelsea,12,34,1,3,37.6,5.5,90,0,4.0,1,13.3,6.3,498277
2018-19,Ashley Young,DEF,Aston Villa,8,22,0,0,53.6,8.8,90,1,25.0,0,9.5,5.7,114248
2018-19,Antonio Rüdiger,DEF,Chelsea,6,22,1,0,12.8,1.3,90,0,0.0,0,0.2,5.9,213100
2018-19,Angelo Ogbonna,DEF,West Ham,2,11,0,0,20.6,2.1,90,0,0.0,0,0.1,4.2,31591
2018-19,Andrew Robertson,DEF,Liverpool,13,45,1,1,43.0,7.8,90,0,8.0,2,27.3,6.8,2383956
2018-19,Adam Masina,DEF,Watford,-1,19,0,0,26.6,4.2,90,0,4.0,0,11.8,4.3,4084
2018-19,Ben Davies,DEF,Spurs,1,16,0,0,15.6,3.5,90,0,6.0,0,12.9,5.6,102238
2018-19,Ben Johnson,DEF,West Ham,2,6,0,0,7.8,0.8,62,0,0.0,0,0.4,4.0,0
2018-19,Eric Bailly,DEF,Man Utd,1,3,0,0,2.6,0.3,13,0,0.0,0,0.3,5.0,83688
2018-19,Davinson Sánchez,DEF,Spurs,1,12,0,0,19.6,2.0,90,0,0.0,0,0.3,5.8,105639
2018-19,David Luiz Moreira Marinho,DEF,Arsenal,5,28,1,0,26.8,3.0,90,0,0.0,0,3.5,5.9,737535
2018-19,Danny Rose,DEF,Watford,1,2,0,0,2.0,0.3,5,0,0.0,0,0.5,5.8,63392
2018-19,Craig Cathcart,DEF,Watford,-1,8,0,0,28.2,4.6,90,0,18.0,0,0.0,4.6,153830
2018-19,Chris Smalling,DEF,Man Utd,2,14,0,0,21.8,2.5,90,0,2.0,0,0.9,5.6,78066
2018-19,Virgil van Dijk,DEF,Liverpool,20,54,1,2,93.4,14.6,90,2,52.0,0,0.9,6.5,1762402
2018-19,Nicolás Otamendi,DEF,Man City,7,28,1,1,14.8,2.1,90,0,4.0,0,2.1,6.0,162317
2018-19,Patrick van Aanholt,DEF,Crystal Palace,1,6,0,0,7.6,4.1,82,0,18.0,0,15.4,5.4,303766
2018-19,Oleksandr Zinchenko,DEF,Man City,3,15,1,0,20.8,4.6,90,0,0.0,0,25.1,4.7,6922
2018-19,Victor Lindelöf,DEF,Man Utd,7,31,0,2,34.2,5.0,90,0,4.0,1,11.3,5.0,370977
2018-19,Ryan Fredericks,DEF,West Ham,1,8,0,0,27.6,3.1,90,0,2.0,0,1.1,4.5,9898
2018-19,Trent Alexander-Arnold,DEF,Liverpool,18,72,1,3,71.0,14.9,90,0,6.0,3,71.8,5.2,880531
2018-19,Toby Alderweireld,DEF,Spurs,1,17,0,0,24.2,3.0,90,0,5.0,0,0.9,6.0,248153
2018-19,Joe Bryan,DEF,Fulham,1,13,0,0,19.2,2.1,90,0,0.0,0,1.4,4.8,4717
2018-19,Jan Bednarek,DEF,Southampton,6,28,1,0,34.0,4.5,90,0,0.0,0,10.7,4.0,433656
2018-19,Jannik Vestergaard,DEF,Leicester,6,30,1,0,18.4,1.9,90,0,0.0,0,0.9,4.6,16288
2018-19,Sokratis Papastathopoulos,DEF,Arsenal,1,6,0,0,10.0,1.4,90,0,2.0,0,1.5,5.1,67340
2018-19,Denis Odoi,DEF,Fulham,1,15,0,0,17.0,3.7,90,0,0.0,0,20.1,4.4,7730
2018-19,Ryan Sessegnon,DEF,Spurs,1,1,0,0,4.4,1.5,21,0,10.0,0,0.5,6.0,120579
2018-19,Ryan Bertrand,DEF,Leicester,6,21,1,0,4.4,2.9,90,0,5.0,0,19.8,4.8,118511
2018-19,Sead Kolasinac,DEF,Arsenal,4,20,0,0,23.2,6.1,56,0,10.0,1,27.6,5.1,466550
2018-19,Nathan Aké,DEF,Man City,0,15,0,0,13.2,1.8,90,0,2.0,0,3.2,5.0,317394
2018-19,Nathaniel Clyne,DEF,Crystal Palace,0,13,0,0,20.8,4.3,90,0,2.0,0,20.6,4.4,48324
2018-19,Yan Valery,DEF,Southampton,6,26,1,0,19.0,3.7,90,0,2.0,0,16.2,4.0,32036
2018-19,Tim Ream,DEF,Fulham,1,16,0,0,15.0,1.6,90,0,0.0,0,0.7,4.2,9916
2018-19,Calum Chambers,DEF,Arsenal,1,14,0,0,14.6,5.2,90,0,15.0,0,22.3,4.2,58171
2018-19,Charlie Taylor,DEF,Burnley,1,16,0,0,17.4,2.2,90,0,2.0,0,2.1,4.4,23651
2018-19,Fabian Schär,DEF,Newcastle,15,38,1,3,56.0,7.8,90,1,8.0,0,14.2,4.7,111629
2018-19,Ben Mee,DEF,Burnley,0,11,0,0,14.4,2.7,90,0,12.0,0,0.9,4.6,106218
2018-19,James Tarkowski,DEF,Burnley,1,5,0,0,13.2,4.3,90,0,29.0,0,0.5,4.7,277259
2018-19,Jamaal Lascelles,DEF,Newcastle,6,27,1,0,29.4,3.8,90,0,8.0,0,0.4,4.6,242422
2018-19,Javier Manquillo,DEF,Newcastle,11,35,1,2,27.0,4.1,90,0,0.0,1,13.8,4.3,15108
2018-19,Phil Bardsley,DEF,Burnley,1,9,0,0,11.0,1.2,90,0,0.0,0,0.6,4.2,11101
2018-19,Florian Lejeune,DEF,Newcastle,6,25,1,0,19.4,2.6,90,0,6.0,0,0.5,4.4,7592
2018-19,Paul Dummett,DEF,Newcastle,1,4,0,0,3.4,0.4,10,0,0.0,0,0.1,4.4,8090
2018-19,Lucas Digne,DEF,Everton,5,24,1,0,21.0,3.2,90,0,4.0,0,6.8,5.3,494574
2018-19,Lewis Dunk,DEF,Brighton,1,14,0,0,21.0,2.8,90,0,6.0,0,0.6,4.5,138707
2018-19,Benjamin Chilwell,DEF,Chelsea,2,16,0,0,18.2,5.6,90,0,4.0,0,33.8,5.0,147991
2018-19,Willy Boly,DEF,Wolves,2,16,0,0,30.0,3.5,90,0,4.0,0,1.0,4.6,263623
2018-19,Michael Keane,DEF,Everton,6,24,1,0,14.2,1.7,90,0,2.0,0,0.7,4.9,237698
2018-19,Matt Doherty,DEF,Spurs,1,-5,0,0,6.0,1.6,90,0,7.0,0,2.5,5.4,1642512
2018-19,Martín Montoya,DEF,Brighton,0,13,0,0,21.2,3.6,90,0,8.0,0,7.0,4.3,12931
2018-19,Shane Duffy,DEF,Brighton,1,9,0,0,10.6,2.5,90,0,14.0,0,0.7,4.6,355776
2018-19,Seamus Coleman,DEF,Everton,11,37,1,2,32.8,9.0,90,0,21.0,1,36.0,5.2,65902
2018-19,Ryan Bennett,DEF,Wolves,1,5,0,0,6.4,0.7,90,0,0.0,0,0.9,4.2,733895
2018-19,Harry Maguire,DEF,Man Utd,2,19,0,0,23.2,4.4,90,0,6.0,0,14.6,5.4,566337
2018-19,Ricardo Domingos Barbosa Pereira,DEF,Leicester,2,15,0,0,22.8,2.9,90,0,3.0,0,3.1,5.4,920535
2018-19,Phil Jagielka,DEF,Sheffield Utd,6,25,1,0,14.2,2.8,90,0,4.0,0,10.2,4.3,26195
2018-19,Jonny Evans,DEF,Leicester,2,18,0,0,20.6,3.3,90,0,2.0,0,10.8,4.8,24799
2018-19,Jonathan Castro Otto,DEF,Wolves,2,11,0,0,19.0,3.7,90,0,2.0,0,15.5,4.3,200396
2018-19,Conor Coady,DEF,Wolves,2,13,0,0,11.2,1.1,90,0,0.0,0,0.2,4.5,42385
2018-19,Terence Kongolo,DEF,Fulham,9,32,1,3,15.0,1.9,90,0,4.0,0,0.4,4.3,14117
2018-19,Jannik Vestergaard,DEF,Leicester,1,17,0,0,18.8,3.8,90,0,18.0,0,1.5,4.6,15933
2018-19,Joel Matip,DEF,Liverpool,6,20,1,0,11.6,2.5,90,0,13.0,0,0.8,4.9,30144
2018-19,Jan Bednarek,DEF,Southampton,1,15,0,0,26.2,4.6,90,0,6.0,0,13.7,4.0,416340
2018-19,Luke Shaw,DEF,Man Utd,6,21,1,0,14.6,1.5,90,0,0.0,0,0.2,5.0,493908
2018-19,Matt Targett,DEF,Aston Villa,1,13,0,0,22.0,5.8,90,0,24.0,0,12.0,4.2,13947
2018-19,Jack Stephens,DEF,Southampton,0,5,0,0,4.4,0.4,45,0,0.0,0,0.0,4.2,22596
2018-19,Andrew Robertson,DEF,Liverpool,8,29,1,2,10.4,2.9,90,0,6.0,0,12.3,6.8,2323290
2018-19,Ashley Young,DEF,Aston Villa,5,24,1,0,20.6,6.0,90,0,0.0,0,38.9,5.7,109513
2018-19,Chris Smalling,DEF,Man Utd,6,21,1,0,7.2,2.5,90,0,18.0,0,0.1,5.6,75604
2018-19,Virgil van Dijk,DEF,Liverpool,7,28,1,1,25.4,3.7,90,0,10.0,0,1.3,6.5,1708913
2018-19,Sead Kolasinac,DEF,Arsenal,8,33,1,2,28.4,9.0,90,0,36.0,0,25.6,5.1,477942
2018-19,Shkodran Mustafi,DEF,Arsenal,6,23,1,0,26.0,3.0,90,0,2.0,0,1.7,5.4,69262
2018-19,Sokratis Papastathopoulos,DEF,Arsenal,6,28,1,0,20.6,2.5,90,0,4.0,0,0.4,5.1,67009
2018-19,Yan Valery,DEF,Southampton,1,14,0,0,14.0,2.3,90,0,2.0,0,7.0,4.0,29348
2018-19,Victor Lindelöf,DEF,Man Utd,6,27,1,0,21.6,2.2,90,0,0.0,0,0.2,5.0,303471
2018-19,Christian Fuchs,DEF,Leicester,0,19,0,0,24.0,9.1,90,0,14.0,0,53.3,4.1,25356
2018-19,James Tomkins,DEF,Crystal Palace,2,12,0,0,23.0,2.9,90,0,6.0,0,0.1,4.3,180458
2018-19,Scott Dann,DEF,Crystal Palace,1,3,0,0,0.0,0.0,13,0,0.0,0,0.0,4.4,877
2018-19,Jonny Evans,DEF,Leicester,7,29,0,1,50.8,8.9,90,1,23.0,0,15.0,4.8,19993
2018-19,Harry Maguire,DEF,Man Utd,0,14,0,0,10.4,4.6,90,0,32.0,0,3.8,5.4,576819
2018-19,Joel Ward,DEF,Crystal Palace,2,12,0,0,17.2,1.8,90,0,0.0,0,0.4,4.3,10311
2018-19,Mamadou Sakho,DEF,Crystal Palace,2,18,0,0,29.4,3.0,76,0,0.0,0,0.3,4.9,126603
2018-19,Patrick van Aanholt,DEF,Crystal Palace,2,7,0,0,12.0,1.3,90,0,0.0,0,1.4,5.4,312257
2018-19,Ricardo Domingos Barbosa Pereira,DEF,Leicester,0,14,0,0,20.0,4.0,90,0,4.0,0,16.0,5.4,937549
2018-19,Nathan Aké,DEF,Man City,2,15,0,0,32.2,3.2,90,0,0.0,0,0.0,5.0,323076
2018-19,Romain Saïss,DEF,Wolves,1,2,0,0,0.0,0.0,2,0,0.0,0,0.3,4.2,30723
2018-19,Matt Doherty,DEF,Spurs,5,18,0,0,5.0,2.1,90,0,13.0,1,3.2,5.4,1552419
2018-19,Mathias Jorgensen,DEF,Brentford,1,17,0,0,20.6,2.1,90,0,0.0,0,0.4,4.4,183270
2018-19,Willy Boly,DEF,Wolves,2,6,0,0,18.2,2.8,90,0,9.0,0,0.8,4.6,250035
2018-19,Nathaniel Clyne,DEF,Crystal Palace,2,7,0,0,17.8,2.3,90,0,4.0,0,1.6,4.4,47376
2018-19,Jamaal Lascelles,DEF,Newcastle,6,26,1,0,8.4,1.1,90,0,2.0,0,0.5,4.6,251063
2018-19,DeAndre Yedlin,DEF,Newcastle,5,24,1,0,12.4,4.6,90,0,6.0,0,27.7,4.5,79368
2018-19,Florian Lejeune,DEF,Newcastle,6,21,1,0,14.8,4.9,90,0,13.0,0,21.3,4.4,4689
2018-19,Fabian Schär,DEF,Newcastle,6,25,1,0,15.6,5.7,90,0,29.0,0,12.4,4.6,121579
2018-19,Ryan Bennett,DEF,Wolves,1,9,0,0,15.8,1.7,90,0,0.0,0,1.3,4.2,722548
2018-19,Jonathan Castro Otto,DEF,Wolves,2,9,0,0,17.6,4.3,90,0,10.0,0,15.8,4.3,183026
2018-19,Conor Coady,DEF,Wolves,2,16,0,0,13.4,1.4,90,0,0.0,0,0.2,4.5,40936
2018-19,Ben Mee,DEF,Burnley,2,12,0,0,18.2,2.3,90,0,4.0,0,0.4,4.6,104235
2018-19,Phil Bardsley,DEF,Burnley,1,8,0,0,28.8,2.9,90,0,0.0,0,0.6,4.2,9526
2018-19,Charlie Taylor,DEF,Burnley,2,9,0,0,14.2,1.5,90,0,0.0,0,0.9,4.4,21704
2018-19,Danny Rose,DEF,Watford,5,24,0,1,29.2,10.6,90,0,50.0,1,27.2,5.8,63022
2018-19,Toby Alderweireld,DEF,Spurs,1,16,0,0,33.6,3.7,90,0,0.0,0,3.8,6.0,265188
2018-19,Juan Foyth,DEF,Spurs,1,6,0,0,13.8,2.2,75,0,6.0,0,2.0,5.0,11411
2018-19,Serge Aurier,DEF,Spurs,1,18,0,0,24.8,7.5,90,0,31.0,0,19.3,5.8,33471
2018-19,James Tarkowski,DEF,Burnley,2,13,0,0,33.2,5.0,90,0,17.0,0,0.2,4.7,266902
2018-19,Adam Masina,DEF,Watford,2,9,0,0,21.4,2.3,90,0,0.0,0,1.4,4.3,4133
2018-19,Aaron Cresswell,DEF,West Ham,2,13,0,0,16.0,3.4,90,0,8.0,0,9.8,5.0,37735
2018-19,Angelo Ogbonna,DEF,West Ham,6,27,0,1,28.2,6.7,90,0,28.0,1,10.6,4.2,29826
2018-19,Calum Chambers,DEF,Arsenal,1,17,0,0,28.0,3.2,90,0,2.0,0,1.5,4.2,57602
2018-19,Ryan Sessegnon,DEF,Spurs,4,15,0,0,7.4,1.0,45,0,2.0,1,1.0,6.0,120572
2018-19,Ryan Fredericks,DEF,West Ham,1,4,0,0,5.4,0.7,45,0,0.0,0,1.8,4.5,9971
2018-19,Joe Bryan,DEF,Fulham,0,5,0,0,13.4,1.7,90,0,2.0,0,1.4,4.8,4756
2018-19,Issa Diop,DEF,West Ham,8,26,0,0,42.2,8.5,90,1,43.0,0,0.2,4.3,58432
2018-19,Craig Cathcart,DEF,Watford,2,15,0,0,12.0,1.3,90,0,0.0,0,0.7,4.6,177703
2018-19,Denis Odoi,DEF,Fulham,1,17,0,0,13.8,2.3,90,0,0.0,0,9.4,4.4,7768
2018-19,Tim Ream,DEF,Fulham,1,10,0,0,3.8,0.4,90,0,0.0,0,0.1,4.2,9991
2018-19,DeAndre Yedlin,DEF,Newcastle,2,7,0,0,10.4,1.6,90,0,4.0,0,1.7,4.5,56843
2018-19,Matt Doherty,DEF,Spurs,2,7,0,0,5.0,5.7,80,0,29.0,0,23.3,5.3,1567313
2018-19,Conor Coady,DEF,Wolves,2,14,0,0,18.6,1.9,90,0,0.0,0,0.2,4.5,40210
2018-19,Ryan Bennett,DEF,Wolves,2,15,0,0,16.2,3.5,90,0,17.0,0,1.8,4.1,720136
2018-19,Jonathan Castro Otto,DEF,Wolves,2,10,0,0,15.4,3.9,90,0,15.0,0,8.8,4.3,171082
2018-19,Jamaal Lascelles,DEF,Newcastle,1,16,0,0,30.6,3.4,90,0,0.0,0,3.8,4.6,176811
2018-19,Florian Lejeune,DEF,Newcastle,2,14,0,0,20.2,2.1,90,0,0.0,0,0.8,4.4,1724
2018-19,Willy Boly,DEF,Wolves,11,28,0,3,67.4,12.0,90,1,51.0,0,1.9,4.6,213031
2018-19,Javier Manquillo,DEF,Newcastle,1,2,0,0,0.0,0.0,1,0,0.0,0,0.0,4.3,16012
2018-19,Fabian Schär,DEF,Newcastle,4,15,0,0,33.2,4.5,90,0,1.0,1,10.8,4.6,42475
2018-19,Oleksandr Zinchenko,DEF,Man City,10,37,1,1,57.6,8.3,90,0,0.0,2,25.7,4.7,2305
2018-19,John Stones,DEF,Man City,6,28,1,0,21.6,3.4,90,0,2.0,0,10.4,5.2,345611
2018-19,Fernando Luiz Rosa,DEF,Man City,3,13,1,0,22.6,3.3,74,0,7.0,0,3.2,5.3,241606
2018-19,César Azpilicueta,DEF,Chelsea,-1,6,0,0,9.8,1.3,90,0,0.0,0,3.0,6.3,524564
2018-19,Marcos Alonso,DEF,Chelsea,-1,11,0,0,11.4,2.9,72,0,0.0,0,17.5,6.5,1932209
2018-19,David Luiz Moreira Marinho,DEF,Arsenal,-1,13,0,0,14.8,3.2,90,0,0.0,0,16.8,5.9,839631
2018-19,Emerson Palmieri dos Santos,DEF,Chelsea,1,4,0,0,4.2,1.2,17,0,7.0,0,0.3,5.2,8061
2018-19,Kyle Walker,DEF,Man City,6,26,1,0,15.8,2.0,90,0,2.0,0,2.3,6.4,656089
2018-19,Aymeric Laporte,DEF,Man City,6,27,1,0,21.4,2.2,90,0,0.0,0,0.6,5.9,792436
2018-19,Antonio Rüdiger,DEF,Chelsea,-1,19,0,0,22.4,2.3,90,0,0.0,0,0.8,6.0,234062
2018-19,Jonny Evans,DEF,Leicester,1,15,0,0,14.8,3.3,90,0,8.0,0,10.3,4.8,17432
2018-19,Toby Alderweireld,DEF,Spurs,1,4,0,0,3.2,0.3,19,0,0.0,0,0.2,6.0,250922
2018-19,Kyle Walker-Peters,DEF,Southampton,1,5,0,0,2.0,0.2,2,0,0.0,0,0.3,4.2,51987
2018-19,Danny Rose,DEF,Watford,1,1,0,0,13.4,5.2,87,0,23.0,0,15.1,5.8,64784
2018-19,Ricardo Domingos Barbosa Pereira,DEF,Leicester,4,33,0,0,42.8,10.3,90,0,8.0,1,52.3,5.3,710108
2018-19,Harry Maguire,DEF,Man Utd,1,11,0,0,29.0,5.1,90,0,21.0,0,1.0,5.4,537105
2018-19,Davinson Sánchez,DEF,Spurs,8,27,0,0,41.4,7.6,90,1,33.0,0,1.4,5.8,88899
2018-19,Benjamin Chilwell,DEF,Chelsea,1,13,0,0,25.6,8.9,90,0,44.0,0,19.1,5.0,136110
2018-19,James Tarkowski,DEF,Burnley,2,13,0,0,32.8,4.5,90,0,2.0,0,10.2,4.7,270334
2018-19,Lewis Dunk,DEF,Brighton,1,15,0,0,27.0,4.1,90,0,2.0,0,11.8,4.5,158309
2018-19,Shane Duffy,DEF,Brighton,7,22,0,0,42.8,10.9,90,1,65.0,0,0.7,4.6,314935
2018-19,Charlie Taylor,DEF,Burnley,2,6,0,0,17.6,1.8,90,0,0.0,0,0.8,4.4,22414
2018-19,Martín Montoya,DEF,Brighton,1,16,0,0,15.2,4.6,90,0,4.0,0,26.8,4.3,12196
2018-19,Phil Bardsley,DEF,Burnley,2,11,0,0,20.4,3.8,90,0,17.0,0,0.2,4.2,9317
2018-19,Ben Mee,DEF,Burnley,2,10,0,0,16.4,2.4,90,0,7.0,0,0.1,4.6,105791
