Season,name,position,team,total_points,bps,influence,goals_scored,ict_index,bonus,threat,minutes,creativity,assists,value,clean_sheets,selected
,Ashley Westwood,MID,,2,14,12.4,0,5.2,0,2.0,90,37.3,0,54,0,25598
,Frederico Rodrigues de Paula Santos,MID,,2,10,9.8,0,3.3,0,19.0,90,4.2,0,53,1,15577
,Anthony Martial,FWD,,8,21,35.4,1,10.9,0,66.0,88,7.5,0,78,1,724795
,Dwight McNeil,MID,,1,4,7.4,0,2.5,0,6.0,90,11.6,0,60,0,47910
,Andreas Pereira,MID,,6,22,25.0,0,8.3,0,10.0,72,47.7,1,49,1,33489
,Jay Rodriguez,FWD,,1,7,14.4,0,3.3,0,18.0,31,0.3,0,57,0,15532
,Marcus Rashford,MID,,9,34,41.2,1,12.0,3,69.0,90,9.3,0,91,1,2071439
,Johann Berg Gudmundsson,MID,,1,4,4.2,0,2.2,0,3.0,22,14.8,0,59,0,31713
,Declan Rice,MID,,1,10,16.4,0,6.3,0,19.0,90,27.1,0,47,0,100452
,Albian Ajeti,FWD,,1,0,0.0,0,1.9,0,20.0,20,0.0,0,57,0,2522
,Kenny McLean,MID,,1,5,3.6,0,0.5,0,0.0,20,1.7,0,49,0,12286
,Manuel Lanzini,MID,,2,10,4.6,0,5.6,0,18.0,69,32.9,0,62,0,51791
,Marc Albrighton,MID,,2,10,13.4,0,4.4,0,17.0,90,13.6,0,52,0,11992
,Marco Stiepermann,MID,,2,3,8.4,0,3.2,0,19.0,69,4.1,0,51,0,5107
,Giovani Lo Celso,MID,,2,13,10.0,0,4.0,0,17.0,73,13.3,0,73,0,18402
,Nampalys Mendy,MID,,2,18,10.0,0,2.5,0,0.0,69,15.3,0,43,0,76900
,Lucas Rodrigues Moura da Silva,MID,,3,7,4.4,0,2.9,0,10.0,45,14.3,1,71,0,454098
,Harry Kane,FWD,,8,28,45.0,1,11.3,2,44.0,90,24.4,0,110,0,1520967
,Hamza Choudhury,MID,,1,11,6.6,0,2.8,0,18.0,90,3.2,0,43,0,59452
,Todd Cantwell,MID,,1,3,1.2,0,0.2,0,0.0,4,0.5,0,48,0,1633039
,Demarai Gray,MID,,5,25,43.0,1,10.3,0,38.0,82,22.0,0,51,0,18080
,Pablo Fornals,MID,,10,33,48.2,1,8.4,3,17.0,90,18.5,0,60,0,21638
,Onel Hernández,MID,,2,2,6.2,0,2.1,0,13.0,90,1.8,0,53,0,5361
,Tanguy Ndombele,MID,,2,17,18.8,0,4.8,0,4.0,90,24.8,0,58,0,180498
,Sébastien Haller,FWD,,1,2,0.0,0,6.7,0,55.0,54,12.7,0,70,0,165948
,Erik Lamela,MID,,1,2,3.8,0,1.3,0,7.0,16,2.2,0,57,0,83188
,Harvey Barnes,MID,,1,2,3.0,0,4.0,0,26.0,7,11.3,0,59,0,48836
,Ayoze Pérez,MID,,10,32,36.4,0,6.8,2,4.0,63,27.4,2,60,0,306427
,Robert Snodgrass,MID,,1,5,8.8,0,2.9,0,5.0,28,14.8,0,52,0,22987
,Michail Antonio,FWD,,1,3,2.4,0,2.2,0,16.0,35,3.8,0,69,0,55746
,Felipe Anderson Pereira Gomes,MID,,6,30,37.6,0,7.9,1,2.0,90,38.9,1,66,0,205384
,James Maddison,MID,,1,10,13.4,0,4.5,0,7.0,26,24.8,0,77,0,1924061
,Teemu Pukki,FWD,,2,4,1.2,0,0.6,0,4.0,90,1.0,0,66,0,1184709
,Bamidele Alli,MID,,2,6,7.4,0,8.5,0,49.0,90,28.6,0,89,0,1124433
,Wilfred Ndidi,MID,,1,4,10.6,0,1.1,0,0.0,20,0.5,0,50,0,189567
,Kelechi Iheanacho,FWD,,6,29,35.4,1,10.7,0,59.0,90,12.6,0,57,0,25257
,Danny Ings,FWD,,9,29,35.4,1,14.8,3,110.0,90,2.5,0,66,0,1171576
,Douglas Luiz Soares de Paulo,MID,,2,12,19.2,0,4.9,0,12.0,90,17.7,0,44,0,258001
,Jack Grealish,MID,,1,5,7.2,0,6.5,0,22.0,90,35.8,0,64,0,1273572
,Richarlison de Andrade,FWD,,6,26,46.0,0,12.6,1,44.0,90,35.5,1,80,0,753994
,Wilfried Zaha,MID,,2,2,14.0,0,3.8,0,12.0,90,12.1,0,69,0,927372
,Pierre-Emile Højbjerg,MID,,2,22,20.0,0,5.2,0,9.0,90,22.9,0,48,0,30165
,Stuart Armstrong,MID,,1,2,0.2,0,0.3,0,2.0,22,1.1,0,52,0,6223
,Jairo Riedewald,MID,,2,12,11.0,0,1.5,0,2.0,90,2.3,0,45,0,960
,Che Adams,FWD,,2,10,7.2,0,2.9,0,4.0,62,17.7,0,53,0,23803
,Cheikhou Kouyaté,MID,,1,3,0.2,0,0.1,0,0.0,6,0.3,0,49,0,18870
,Will Hughes,MID,,1,7,2.8,0,1.8,0,9.0,45,6.1,0,54,0,27270
,James Ward-Prowse,MID,,1,14,24.4,0,9.5,0,15.0,90,55.8,0,59,0,166277
,Dwight Gayle,FWD,,1,2,0.0,0,0.4,0,2.0,16,1.6,0,50,0,3541
,Moussa Djenepo,MID,,1,6,11.6,0,5.2,0,25.0,27,15.1,0,52,0,6198
,Andy Carroll,FWD,,5,15,31.6,0,15.3,0,87.0,90,33.9,1,54,0,8795
,Nathaniel Chalobah,MID,,1,2,0.0,0,1.9,0,21.0,14,0.1,0,44,0,16457
,Isaac Hayden,MID,,1,9,14.2,0,3.1,0,3.0,90,13.9,0,44,0,263880
,Sofiane Boufal,MID,,2,4,7.8,0,2.0,0,8.0,67,3.8,0,55,0,7138
,Nathan Redmond,MID,,2,10,7.0,0,2.8,0,8.0,90,12.7,0,62,0,47981
,James McCarthy,MID,,2,15,13.0,0,1.7,0,0.0,90,3.7,0,44,0,42007
,Sean Longstaff,MID,,1,3,0.0,0,0.0,0,0.0,5,0.0,0,50,0,20355
,Luka Milivojevic,MID,,5,25,29.6,0,6.6,1,1.0,90,35.3,1,67,0,169264
,Troy Deeney,FWD,,12,57,84.4,2,23.8,3,117.0,90,36.8,0,62,1,45972
,Fabian Delph,MID,,1,3,2.2,0,0.3,0,0.0,29,0.3,0,53,0,13549
,Anwar El Ghazi,MID,,1,1,1.4,0,3.5,0,28.0,45,5.1,0,55,0,92769
,Henri Lansbury,MID,,2,7,3.2,0,1.4,0,8.0,72,2.8,0,44,0,35071
,José Ignacio Peleteiro Romallo,MID,,1,4,0.6,0,1.4,0,12.0,45,1.3,0,58,0,10484
,Miguel Almirón,MID,,2,1,1.8,0,3.6,0,32.0,90,1.8,0,58,0,34990
,Gylfi Sigurdsson,MID,,7,28,17.8,0,6.8,2,16.0,90,33.9,1,73,0,190496
,Theo Walcott,MID,,2,9,2.6,0,2.6,0,12.0,69,11.0,0,62,0,27534
,Wesley Moraes,FWD,,2,2,4.6,0,3.4,0,25.0,90,4.0,0,57,0,111797
,Dominic Calvert-Lewin,FWD,,12,60,80.0,2,24.2,3,107.0,90,55.0,0,57,0,144155
,Christian Atsu,MID,,1,2,2.0,0,0.4,0,2.0,16,0.0,0,54,0,9469
,Joelinton Cássio Apolinário de Lira,FWD,,1,9,12.8,0,7.4,0,36.0,73,25.0,0,56,0,66005
,James McArthur,MID,,1,6,18.2,0,2.2,0,2.0,90,1.4,0,52,0,53381
,Max Meyer,MID,,2,6,2.4,0,0.4,0,0.0,83,1.6,0,52,0,6006
,Jordan Ayew,FWD,,2,5,4.8,0,0.8,0,1.0,90,2.6,0,50,0,525283
,Tom Davies,MID,,1,6,6.4,0,2.3,0,4.0,90,12.9,0,53,0,11816
,Abdoulaye Doucouré,MID,,6,23,12.4,0,3.7,0,20.0,90,4.9,1,56,1,61763
,Jonjo Shelvey,MID,,2,12,6.2,0,4.3,0,7.0,90,29.5,0,51,0,139126
,Conor Hourihane,MID,,2,20,30.6,0,8.5,0,7.0,90,47.5,0,57,0,15093
,Moise Kean,FWD,,2,0,4.0,0,11.1,0,93.0,60,13.7,0,64,0,104452
,Harry Wilson,MID,,2,5,2.0,0,3.1,0,28.0,61,1.4,0,59,0,166416
,Steven Alzate,MID,,1,5,6.4,0,3.4,0,4.0,6,23.5,0,45,0,6898
,Ryan Fraser,MID,,1,4,3.4,0,1.4,0,0.0,28,10.8,0,69,0,213134
,Neal Maupay,FWD,,5,6,19.4,0,6.1,0,25.0,90,16.2,1,58,1,161425
,Dale Stephens,MID,,1,6,5.2,0,0.6,0,0.0,6,0.7,0,44,0,160644
,Dan Gosling,MID,,2,9,12.2,0,1.7,0,0.0,90,4.8,0,49,0,6982
,Davy Pröpper,MID,,3,17,12.6,0,2.5,0,0.0,90,12.7,0,49,1,26416
,Leandro Trossard,MID,,7,28,31.6,0,10.1,1,24.0,90,45.6,1,58,1,24599
,Alireza Jahanbakhsh,MID,,8,24,37.6,1,8.7,0,44.0,83,5.2,0,58,1,4707
,Aaron Mooy,MID,,11,34,51.4,1,15.8,3,38.0,83,68.3,0,48,1,17142
,Yves Bissouma,MID,,3,24,30.8,0,6.9,0,19.0,88,19.3,0,50,1,1061
,Glenn Murray,FWD,,1,2,3.0,0,2.0,0,17.0,1,0.3,0,55,0,54740
,Callum Wilson,FWD,,1,4,1.0,0,1.9,0,18.0,28,0.0,0,74,0,350199
,Joshua King,FWD,,2,3,3.2,0,3.7,0,21.0,72,12.8,0,61,0,290114
,Rodrigo Hernandez,MID,,2,15,11.0,0,1.4,0,0.0,90,2.6,0,54,0,81961
,Kevin De Bruyne,MID,,5,21,29.2,0,5.1,0,8.0,66,13.8,1,104,0,3462785
,Leander Dendoncker,MID,,2,11,22.0,0,3.1,0,7.0,90,2.0,0,44,0,722948
,Pedro Lomba Neto,MID,,1,3,1.0,0,0.8,0,6.0,11,1.3,0,50,0,2920
,Riyad Mahrez,MID,,1,5,7.4,0,1.3,0,4.0,45,1.7,0,83,0,326710
,Raheem Sterling,MID,,10,26,67.2,2,12.9,0,60.0,90,1.8,0,118,0,1770703
,Ilkay Gündogan,MID,,1,3,0.4,0,0.3,0,0.0,23,2.2,0,52,0,89177
,Diogo Jota,MID,,2,2,4.4,0,5.3,0,34.0,78,14.5,0,61,0,238937
,João Filipe Iria Santos Moutinho,MID,,2,24,22.4,0,10.6,0,7.0,90,76.2,0,54,0,414502
,Sergio Agüero,FWD,,1,3,0.0,0,0.0,0,0.0,13,1.3,0,117,0,724182
,Adama Traoré,MID,,13,53,70.4,1,17.4,3,57.0,90,46.1,1,53,0,484896
,Bernardo Mota Veiga de Carvalho e Silva,MID,,2,13,6.8,0,2.2,0,12.0,90,3.4,0,79,0,689838
,Raúl Jiménez,FWD,,11,41,56.2,1,20.3,2,109.0,90,38.2,1,75,0,1220075
,Rúben Diogo da Silva Neves,MID,,5,27,39.0,0,10.0,0,15.0,90,46.3,1,53,0,360366
,James Milner,MID,,6,21,36.0,1,5.4,0,17.0,20,1.0,0,53,0,41848
,Jamie Vardy,FWD,,2,5,3.2,0,1.1,0,6.0,90,1.6,0,101,0,3707001
,Adam Lallana,MID,,1,2,0.2,0,0.1,0,0.0,8,0.8,0,58,0,8694
,Marc Albrighton,MID,,1,3,1.8,0,0.3,0,0.0,32,0.7,0,52,0,11975
,Youri Tielemans,MID,,2,11,8.4,0,2.0,0,8.0,90,3.8,0,65,0,492026
,Roberto Firmino,FWD,,12,57,73.0,2,15.9,2,63.0,90,23.3,0,92,1,559625
,Divock Origi,FWD,,1,2,2.0,0,0.5,0,2.0,20,1.3,0,52,0,200502
,Dennis Praet,MID,,2,4,0.0,0,0.9,0,5.0,71,4.9,0,53,0,4362
,Sadio Mané,MID,,6,13,22.2,0,10.3,0,44.0,90,36.3,1,122,1,2675872
,Georginio Wijnaldum,MID,,3,18,11.2,0,2.5,0,4.0,90,9.3,0,54,1,163398
,Mohamed Salah,MID,,3,5,0.0,0,4.0,0,25.0,69,15.9,0,122,1,1722996
,James Maddison,MID,,1,-1,0.8,0,0.5,0,2.0,75,1.7,0,78,0,1912889
,Hamza Choudhury,MID,,1,2,1.8,0,0.3,0,0.0,14,0.9,0,43,0,58271
,Wilfred Ndidi,MID,,2,18,25.8,0,2.9,0,0.0,90,3.3,0,50,0,188825
,Naby Keita,MID,,3,20,16.8,0,4.3,0,8.0,69,18.0,0,58,1,28145
,Jordan Henderson,MID,,3,16,11.6,0,4.0,0,20.0,81,8.5,0,54,1,77736
,Ayoze Pérez,MID,,1,3,0.2,0,0.1,0,0.0,18,0.4,0,61,0,319848
,Harvey Barnes,MID,,1,1,1.4,0,1.5,0,2.0,57,11.4,0,59,0,49259
,Dwight Gayle,FWD,,1,-1,0.0,0,0.7,0,6.0,58,0.8,0,50,0,3495
,Sean Longstaff,MID,,2,6,9.8,0,2.6,0,1.0,90,15.2,0,50,0,19802
,Marcus Rashford,MID,,6,28,32.2,1,7.7,0,36.0,62,8.4,0,91,0,2050805
,Scott McTominay,MID,,0,4,7.2,0,3.4,0,4.0,45,22.3,0,51,0,177237
,Andreas Pereira,MID,,4,17,20.2,0,5.8,0,11.0,90,27.1,1,49,0,32119
,Juan Mata,MID,,1,14,7.0,0,3.4,0,4.0,23,22.7,0,62,0,23665
,Christian Atsu,MID,,1,4,4.2,0,1.8,0,2.0,31,11.5,0,54,0,9562
,Jesse Lingard,MID,,1,4,3.6,0,2.4,0,2.0,27,18.6,0,63,0,57807
,Anthony Martial,FWD,,15,42,69.0,2,12.4,3,41.0,66,14.3,0,77,0,523073
,Mason Greenwood,MID,,8,41,43.6,1,10.6,2,35.0,90,26.9,0,43,0,778046
,Miguel Almirón,MID,,2,10,10.6,0,2.5,0,4.0,62,10.3,0,58,0,33324
,Frederico Rodrigues de Paula Santos,MID,,2,13,17.2,0,7.2,0,8.0,90,47.1,0,53,0,14851
,Joelinton Cássio Apolinário de Lira,FWD,,5,21,26.4,0,8.6,0,21.0,90,38.8,1,56,0,66092
,Paul Pogba,MID,,1,7,20.4,0,7.7,0,27.0,45,29.3,0,84,0,286505
,Matthew Longstaff,MID,,7,26,40.4,1,7.1,0,17.0,90,13.3,0,45,0,15216
,Jorge Luiz Frello Filho,MID,,1,14,24.4,0,4.7,0,0.0,90,22.4,0,50,0,237315
,Jordan Ayew,FWD,,12,54,72.6,1,16.6,3,55.0,90,38.8,1,50,0,468716
,Tom Davies,MID,,1,3,0.0,0,0.1,0,0.0,4,0.6,0,53,0,12026
,Jairo Riedewald,MID,,1,4,7.8,0,1.0,0,0.0,25,2.1,0,45,0,928
,Mahmoud Ahmed Ibrahim Hassan,MID,,3,11,10.8,0,6.9,0,30.0,83,27.9,0,52,1,103642
,Ashley Westwood,MID,,2,14,7.0,0,2.7,0,0.0,90,19.5,0,54,0,25395
,Tammy Abraham,FWD,,2,1,8.4,0,2.5,0,14.0,90,2.7,0,79,0,2659242
,Jay Rodriguez,FWD,,2,6,3.0,0,0.8,0,4.0,90,1.4,0,57,0,15688
,Johann Berg Gudmundsson,MID,,1,2,0.0,0,0.0,0,0.0,22,0.5,0,59,0,31699
,Max Meyer,MID,,2,5,12.4,0,3.3,0,5.0,74,15.1,0,52,0,5985
,Richarlison de Andrade,FWD,,3,3,4.6,0,5.4,0,35.0,85,14.1,0,80,1,765160
,N'Golo Kanté,MID,,1,13,18.4,0,4.8,0,6.0,90,23.1,0,50,0,345622
,Cheikhou Kouyaté,MID,,9,28,37.4,1,9.9,2,59.0,87,2.3,0,49,0,12780
,Stuart Armstrong,MID,,3,12,14.0,0,3.9,0,8.0,85,16.7,0,52,1,5867
,Dwight McNeil,MID,,2,10,10.4,0,5.4,0,0.0,90,43.3,0,60,0,50600
,Callum Wilson,FWD,,1,3,0.0,0,2.0,0,9.0,90,11.2,0,74,0,343146
,Joshua King,FWD,,2,6,4.6,0,5.0,0,41.0,65,4.6,0,61,0,286412
,Felipe Anderson Pereira Gomes,MID,,1,6,7.0,0,1.0,0,0.0,15,3.4,0,66,0,206820
,Reiss Nelson,MID,,5,21,7.6,0,6.4,0,38.0,81,18.7,1,53,0,7237
,Marco Stiepermann,MID,,1,3,0.2,0,1.9,0,18.0,15,0.3,0,51,0,5152
,Danny Ings,FWD,,1,3,3.2,0,0.3,0,0.0,21,0.2,0,65,0,1038350
,Alexandre Lacazette,FWD,,1,1,1.4,0,8.3,0,56.0,90,25.7,0,93,0,118625
,Pierre-Emerick Aubameyang,MID,,7,27,30.2,1,12.6,2,88.0,90,7.7,0,108,0,1324251
,Will Hughes,MID,,2,9,1.6,0,0.4,0,0.0,90,2.0,0,54,0,27050
,Dan Gosling,MID,,8,25,52.6,1,8.9,1,33.0,69,2.9,0,49,0,1870
,Callum Hudson-Odoi,MID,,2,7,5.0,0,5.3,0,29.0,66,18.7,0,54,0,38066
,Wilfried Zaha,MID,,2,10,19.8,0,7.9,0,34.0,90,24.8,0,69,0,967041
,Manuel Lanzini,MID,,1,8,10.2,0,5.3,0,2.0,32,40.8,0,62,0,51865
,James Ward-Prowse,MID,,3,13,21.8,0,3.7,0,0.0,90,15.4,0,59,1,149328
,Sébastien Haller,FWD,,2,1,0.0,0,0.8,0,8.0,74,3.0,0,70,0,168628
,John Fleck,MID,,2,5,6.8,0,6.1,0,36.0,90,17.8,0,49,0,159047
,Connor Wickham,FWD,,4,9,19.4,0,4.9,0,19.0,15,10.3,1,44,0,165013
,Kenny McLean,MID,,2,9,10.4,0,4.1,0,4.0,90,26.8,0,49,0,12352
,Albian Ajeti,FWD,,1,3,0.0,0,0.0,0,0.0,1,0.0,0,57,0,2536
,Onel Hernández,MID,,1,1,3.0,0,2.0,0,17.0,14,0.1,0,53,0,5494
,Sofiane Boufal,MID,,0,-1,1.0,0,0.1,0,0.0,10,0.2,0,55,0,7000
,Pierre-Emile Højbjerg,MID,,6,22,34.4,0,4.6,0,0.0,90,11.3,1,48,1,26392
,Jack Grealish,MID,,6,24,29.0,0,7.8,0,15.0,90,33.8,1,63,1,1082993
,Douglas Luiz Soares de Paulo,MID,,2,8,12.2,0,2.1,0,5.0,90,4.2,0,44,1,254650
,Che Adams,FWD,,2,5,7.6,0,0.9,0,0.0,79,1.0,0,53,1,23833
,John Lundstram,MID,,2,9,1.0,0,0.8,0,1.0,90,5.6,0,52,0,3632653
,James McArthur,MID,,2,10,9.4,0,3.1,0,12.0,90,9.6,0,52,0,53329
,Nathaniel Chalobah,MID,,6,19,23.2,0,3.8,2,0.0,88,14.6,1,44,0,14917
,Mark Noble,MID,,2,18,20.4,0,3.5,0,0.0,90,14.2,0,50,0,36377
,Dominic Calvert-Lewin,FWD,,7,26,31.2,1,8.5,1,51.0,90,2.6,0,57,1,110171
,Wesley Moraes,FWD,,1,3,6.4,0,4.1,0,12.0,90,22.5,0,57,1,120841
,Pablo Fornals,MID,,1,6,7.4,0,2.1,0,0.0,58,13.1,0,60,0,21517
,Robert Snodgrass,MID,,8,25,42.8,1,11.6,1,49.0,90,23.8,0,52,0,20184
,Theo Walcott,MID,,1,2,0.0,0,0.0,0,0.0,1,0.0,0,62,0,27257
,Mason Mount,MID,,1,7,9.2,0,4.6,0,14.0,45,22.6,0,65,0,1737188
,Ashley Barnes,FWD,,1,4,1.2,0,0.2,0,0.0,16,0.3,0,62,0,217428
,James McCarthy,MID,,1,3,0.0,0,0.0,0,0.0,2,0.3,0,44,0,42247
,Jack Cork,MID,,2,5,6.0,0,1.7,0,7.0,87,3.6,0,49,0,12908
,Nathan Redmond,MID,,8,22,39.6,1,7.9,0,38.0,90,1.0,0,62,1,41176
,Henri Lansbury,MID,,1,3,1.0,0,0.1,0,0.0,1,0.0,0,44,0,35600
,Christian Pulisic,MID,,1,1,5.8,0,2.6,0,19.0,23,1.3,0,72,0,654401
,Ryan Fraser,MID,,2,5,4.2,0,5.9,0,38.0,90,16.8,0,69,0,212929
,Marvelous Nakamba,MID,,1,5,7.4,0,2.9,0,0.0,55,21.3,0,44,0,71762
,Mesut Özil,MID,,2,11,12.6,0,8.9,0,26.0,74,50.8,0,72,0,60856
,Joseph Willock,MID,,1,3,5.2,0,1.3,0,7.0,15,0.3,0,48,0,13706
,Bukayo Saka,MID,,2,16,13.8,0,3.5,0,10.0,90,11.6,0,45,0,40147
,Teemu Pukki,FWD,,1,-2,0.0,0,4.4,0,44.0,90,2.6,0,66,0,1246221
,Andre Gray,FWD,,1,3,3.0,0,0.7,0,4.0,10,0.0,0,56,0,26943
,Fabian Delph,MID,,8,27,11.8,0,5.3,2,8.0,90,32.9,0,53,1,12599
,Oliver Norwood,MID,,10,32,54.4,1,11.6,3,18.0,90,43.3,0,49,0,21529
,Oriol Romeu Vidal,MID,,1,2,1.0,0,0.1,0,0.0,4,0.1,0,43,0,73511
,Gylfi Sigurdsson,MID,,3,19,15.8,0,9.4,0,9.0,90,69.3,0,73,1,190080
,José Ignacio Peleteiro Romallo,MID,,1,2,0.0,0,0.0,0,0.0,6,0.0,0,58,0,10479
,Declan Rice,MID,,2,14,26.8,0,5.2,0,19.0,90,6.3,0,47,0,99969
,Chris Wood,FWD,,2,1,0.0,0,1.2,0,15.0,73,0.8,0,62,1,72014
,Nicolas Pépé,MID,,1,4,4.0,0,0.7,0,2.0,8,1.3,0,91,0,164238
,Moise Kean,FWD,,1,0,1.0,0,1.3,0,2.0,13,10.3,0,64,0,104853
,Michael Obafemi,FWD,,8,27,36.0,1,7.7,2,39.0,68,1.8,0,49,1,12616
,Todd Cantwell,MID,,2,11,5.8,0,2.9,0,17.0,90,5.8,0,48,0,1596402
,Bernard Anício Caldeira Duarte,MID,,3,17,11.6,0,6.1,0,12.0,76,37.8,0,64,1,46436
,Oliver McBurnie,FWD,,2,5,5.8,0,6.3,0,56.0,62,1.2,0,57,0,12104
,Lucas Torreira,MID,,1,10,17.6,0,4.0,0,8.0,90,13.9,0,47,0,87169
,Conor Hourihane,MID,,8,29,37.8,1,6.6,2,17.0,34,11.2,0,57,0,12860
,Harry Wilson,MID,,1,4,8.6,0,4.8,0,28.0,24,11.0,0,59,0,155391
,Robbie Brady,MID,,3,9,2.6,0,0.8,0,5.0,67,0.2,0,55,1,3470
,Anwar El Ghazi,MID,,3,8,7.4,0,1.9,0,6.0,90,5.2,0,55,1,92363
,Michail Antonio,FWD,,5,19,25.6,0,8.4,0,40.0,90,18.7,1,69,0,54190
,Lys Mousset,FWD,,1,8,4.0,0,4.0,0,22.0,27,14.3,0,50,0,383798
,Granit Xhaka,MID,,2,15,25.8,0,7.1,0,4.0,90,41.3,0,51,0,44246
,Luka Milivojevic,MID,,2,16,9.6,0,3.5,0,7.0,90,18.3,0,67,0,171312
,Willian Borges Da Silva,MID,,2,7,7.8,0,4.3,0,2.0,83,32.9,0,71,0,333152
,Troy Deeney,FWD,,2,6,9.8,0,2.8,0,17.0,79,1.3,0,62,0,42132
,David McGoldrick,FWD,,2,7,8.2,0,3.6,0,2.0,90,25.6,0,54,0,18749
,Yves Bissouma,MID,,1,5,3.6,0,0.5,0,0.0,7,1.2,0,50,0,1011
,Harry Winks,MID,,1,13,11.2,0,1.8,0,0.0,67,6.9,0,52,0,19348
,Harry Kane,FWD,,8,33,47.2,1,13.0,2,65.0,90,17.8,0,110,0,1488141
,Dale Stephens,MID,,2,14,20.0,0,3.3,0,1.0,90,12.4,0,44,0,156857
,Moussa Sissoko,MID,,1,10,15.4,0,6.1,0,21.0,90,25.0,0,49,0,165237
,Leandro Trossard,MID,,1,4,2.6,0,1.3,0,0.0,14,10.8,0,58,0,23910
,Pascal Groß,MID,,4,18,25.8,0,8.7,0,15.0,90,46.3,1,64,0,39508
,Bamidele Alli,MID,,8,28,43.4,1,9.6,1,38.0,90,14.3,0,89,0,1172720
,Giovani Lo Celso,MID,,1,0,5.4,0,0.8,0,0.0,34,2.8,0,73,0,17280
,Aaron Connolly,FWD,,2,1,0.0,0,0.5,0,6.0,67,1.3,0,46,0,119037
,Lucas Rodrigues Moura da Silva,MID,,1,2,11.6,0,4.0,0,21.0,75,7.8,0,71,0,437887
,Neal Maupay,FWD,,1,3,0.2,0,0.1,0,0.0,22,0.4,0,58,0,131246
,Steven Alzate,MID,,2,14,20.0,0,3.1,0,8.0,90,2.8,0,45,0,5993
,Aaron Mooy,MID,,2,8,9.6,0,3.4,0,11.0,90,13.3,0,48,0,14458
,Bamidele Alli,MID,,1,8,5.8,0,0.9,0,0.0,90,3.1,0,88,0,999231
,Moussa Sissoko,MID,,1,10,10.6,0,2.6,0,2.0,90,13.8,0,49,0,161480
,Tammy Abraham,FWD,,2,0,0.0,0,3.5,0,34.0,79,2.2,0,79,1,2525376
,Mateo Kovacic,MID,,5,21,27.2,0,4.3,0,0.0,67,15.3,1,53,1,87440
,Willian Borges Da Silva,MID,,16,60,87.2,2,19.4,3,36.0,90,70.3,0,70,1,136587
,Tanguy Ndombele,MID,,1,5,5.2,0,1.7,0,0.0,16,11.8,0,58,0,181050
,Michy Batshuayi,FWD,,1,3,4.2,0,0.7,0,1.0,10,1.3,0,66,0,36790
,Harry Kane,FWD,,2,8,9.4,0,5.5,0,29.0,90,16.5,0,109,0,1438190
,Mason Mount,MID,,3,9,5.6,0,4.2,0,20.0,90,16.8,0,65,1,1729629
,N'Golo Kanté,MID,,3,14,10.6,0,3.8,0,9.0,90,18.1,0,50,1,338242
,Lucas Rodrigues Moura da Silva,MID,,2,2,6.0,0,0.9,0,2.0,73,1.1,0,71,0,363375
,Heung-Min Son,MID,,-1,-3,0.0,0,0.4,0,8.0,61,1.3,0,101,0,1759586
,Jorge Luiz Frello Filho,MID,,1,13,9.4,0,2.4,0,0.0,22,14.5,0,50,0,243561
,Juan Mata,MID,,1,3,2.0,0,2.3,0,1.0,18,19.7,0,62,0,23703
,Troy Deeney,FWD,,6,24,32.8,1,11.5,0,77.0,90,4.9,0,62,1,38337
,Marcus Rashford,MID,,2,5,15.2,0,8.6,0,32.0,90,39.0,0,91,0,2175733
,Frederico Rodrigues de Paula Santos,MID,,2,22,28.2,0,7.9,0,0.0,90,50.3,0,53,0,14774
,Will Hughes,MID,,3,7,19.4,0,3.7,0,1.0,90,17.0,0,54,1,26899
,Paul Pogba,MID,,1,6,11.2,0,5.4,0,24.0,26,18.3,0,84,0,215825
,Scott McTominay,MID,,2,9,10.2,0,4.5,0,33.0,71,2.2,0,51,0,182478
,Abdoulaye Doucouré,MID,,2,2,2.2,0,1.3,0,8.0,68,2.5,0,56,1,63367
,Nathaniel Chalobah,MID,,1,3,3.2,0,0.5,0,2.0,21,0.1,0,44,0,15026
,Jesse Lingard,MID,,2,3,3.4,0,2.9,0,21.0,63,4.1,0,63,0,58084
,Isaac Success Ajayi,FWD,,1,3,1.0,0,0.1,0,0.0,3,0.0,0,48,0,26308
,Mason Greenwood,MID,,1,3,0.2,0,1.0,0,8.0,32,1.6,0,43,0,763988
,Daniel James,MID,,1,5,4.4,0,1.6,0,0.0,57,11.3,0,62,0,883198
,Anthony Martial,FWD,,2,21,17.8,0,10.6,0,47.0,90,41.1,0,77,0,588860
,Ilkay Gündogan,MID,,8,32,37.6,1,7.2,2,20.0,78,14.8,0,52,0,89998
,Youri Tielemans,MID,,2,11,4.0,0,1.8,0,2.0,76,12.3,0,65,0,530042
,Harvey Barnes,MID,,5,12,15.8,0,3.3,0,4.0,63,13.2,1,59,0,55123
,Kevin De Bruyne,MID,,4,28,48.8,0,19.1,0,56.0,90,86.6,1,103,0,3240793
,Bernardo Mota Veiga de Carvalho e Silva,MID,,2,10,9.0,0,3.3,0,6.0,90,17.9,0,79,0,698731
,Marc Albrighton,MID,,1,3,3.4,0,0.8,0,0.0,26,4.3,0,52,0,11990
,Jamie Vardy,FWD,,9,37,42.2,1,8.9,3,31.0,90,15.5,0,101,0,3654273
,Raheem Sterling,MID,,5,16,7.4,0,11.3,0,69.0,88,36.3,1,118,0,1855784
,Dennis Praet,MID,,1,3,0.6,0,0.1,0,0.0,13,0.5,0,53,0,4373
