,total_points,bps,influence,goals_scored,ict_index,bonus,threat,minutes,creativity,assists,value,clean_sheets,selected
43522,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,21740
43523,0,0,0.0,0,0.0,0,0.0,0,0.0,0,42,0,199168
43524,6,25,13.8,0,1.7,0,0.0,90,3.1,0,54,1,391050
43525,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,218360
43526,2,8,15.4,0,3.0,0,2.0,90,12.3,0,49,1,13940
43527,0,14,16.8,0,1.7,0,0.0,90,0.0,0,47,0,1056534
43528,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,45537
43529,14,50,73.4,1,16.9,3,52.0,90,43.5,1,58,1,13417
43530,2,6,8.6,0,4.2,0,20.0,90,13.1,0,62,1,38368
43531,0,0,0.0,0,0.0,0,0.0,0,0.0,0,58,0,8637
43532,0,12,17.2,0,3.8,0,4.0,90,16.8,0,45,0,494140
43533,1,5,8.6,0,1.0,0,0.0,45,0.9,0,55,0,17396
43534,1,9,2.4,0,6.3,0,32.0,50,28.9,0,73,0,2223797
43535,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,496
43536,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,26707
43537,0,0,0.0,0,0.0,0,0.0,0,0.0,0,59,0,32627
43538,1,3,1.6,0,0.2,0,0.0,26,0.0,0,49,0,875
43539,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,205785
43540,0,0,0.0,0,0.0,0,0.0,0,0.0,0,42,0,57658
43541,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,1923
43542,0,0,0.0,0,0.0,0,0.0,0,0.0,0,39,0,194459
43543,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,11344
43544,2,7,7.8,0,2.9,0,19.0,77,2.6,0,57,1,66944
43545,0,0,0.0,0,0.0,0,0.0,0,0.0,0,39,0,27311
43546,1,3,1.2,0,0.1,0,0.0,12,0.0,0,44,0,15607
43547,3,7,18.6,0,2.0,0,0.0,82,1.0,0,49,1,12497
43548,1,2,0.0,0,0.0,0,0.0,10,0.0,0,44,0,33730
43549,2,1,0.0,0,3.5,0,34.0,64,1.7,0,62,0,78976
43550,5,25,18.2,0,5.1,0,0.0,90,32.9,0,51,1,52838
43551,2,2,0.0,0,0.6,0,6.0,63,0.6,0,75,0,448123
43552,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,12638
43553,0,0,0.0,0,0.0,0,0.0,0,0.0,0,51,0,278682
43554,9,34,57.0,1,9.7,2,8.0,90,32.4,0,53,0,72530
43555,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,22457
43556,2,-3,1.8,0,4.0,0,34.0,90,4.4,0,79,0,2513362
43557,2,10,22.4,0,2.5,0,2.0,90,0.3,0,53,0,161779
43558,2,7,7.2,0,3.1,0,4.0,90,19.5,0,56,0,83702
43559,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,160182
43560,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,14941
43561,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,62514
43562,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,12698
43563,1,14,35.0,0,9.3,0,25.0,90,33.1,0,58,0,370496
43564,1,4,1.4,0,0.2,0,0.0,4,0.5,0,64,0,46009
43565,1,6,3.6,0,2.7,0,22.0,19,1.6,0,56,0,50258
43566,0,0,0.0,0,0.0,0,0.0,0,0.0,0,66,0,77357
43567,0,0,0.0,0,0.0,0,0.0,0,0.0,0,64,0,106499
43568,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,89214
43569,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,455
43570,2,20,35.6,0,8.2,0,2.0,90,43.9,0,50,0,336410
43571,3,15,26.6,0,2.7,0,0.0,90,0.0,0,54,0,525504
43572,0,0,0.0,0,0.0,0,0.0,0,0.0,0,57,0,8315
43573,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1815
43574,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1333
43575,1,19,28.0,0,3.2,0,2.0,90,1.8,0,47,0,132668
43576,6,21,38.6,1,9.5,0,52.0,70,4.5,0,78,0,462555
43577,0,0,0.0,0,0.0,0,0.0,0,0.0,0,63,0,3775
43578,12,54,79.0,2,18.8,3,92.0,90,17.2,0,57,0,61964
43579,2,9,2.8,0,7.3,0,48.0,90,21.8,0,66,0,1996626
43580,2,15,25.6,0,2.6,0,0.0,90,0.0,0,44,0,16365
43581,2,19,33.2,0,3.3,0,0.0,90,0.0,0,55,0,417398
43582,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,6512
43583,1,3,2.2,0,1.9,0,6.0,8,10.8,0,66,0,45985
43584,1,13,15.6,0,3.5,0,19.0,90,0.7,0,49,0,42608
43585,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,587796
43586,2,12,12.8,0,4.6,0,12.0,70,21.6,0,71,0,155318
43587,1,7,25.8,0,4.6,0,0.0,81,19.9,0,58,0,986828
43588,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,189392
43589,1,19,9.6,0,3.5,0,4.0,81,21.2,0,50,0,30436
43590,2,3,1.6,0,5.5,0,40.0,85,13.8,0,62,0,29894
43591,0,0,0.0,0,0.0,0,0.0,0,0.0,0,56,0,94179
43592,2,-3,11.4,0,5.4,0,30.0,90,12.1,0,75,0,1041646
43593,2,16,14.4,0,3.0,0,0.0,90,15.8,0,74,0,200783
43594,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,2222
43595,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,22545
43596,4,10,2.2,0,2.7,0,24.0,19,0.6,1,53,0,11345
43597,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,1247
43598,2,18,12.2,0,2.1,0,2.0,71,6.5,0,53,0,46794
43599,2,17,21.0,0,4.4,0,0.0,90,22.8,0,52,0,47131
43600,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,58910
43601,1,2,2.0,0,2.1,0,19.0,13,0.0,0,45,0,110853
43602,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,29911
43603,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,18214
43604,1,3,0.2,0,0.0,0,0.0,2,0.0,0,49,0,77497
43605,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,48416
43606,0,0,0.0,0,0.0,0,0.0,0,0.0,0,52,0,24214
43607,0,14,30.6,0,3.1,0,0.0,90,0.2,0,50,0,120723
43608,0,0,0.0,0,0.0,0,0.0,0,0.0,0,47,0,18654
43609,2,10,7.8,0,1.8,0,7.0,90,3.2,0,49,0,27035
43610,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,9400
43611,2,13,13.4,0,3.4,0,2.0,87,18.4,0,45,0,5208
43612,0,8,18.4,0,2.6,0,7.0,90,0.3,0,58,0,386008
43613,0,9,10.4,0,1.8,0,6.0,90,2.0,0,54,0,23710
43614,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,2893
43615,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,7080
43616,2,10,7.2,0,5.3,0,24.0,90,21.3,0,109,0,1701355
43617,2,16,29.6,0,6.8,0,26.0,90,12.4,0,45,0,19777
43618,5,17,19.8,0,6.7,0,12.0,90,35.2,1,72,0,64873
43619,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,870
43620,0,0,0.0,0,0.0,0,0.0,0,0.0,0,46,0,628916
43621,9,30,42.0,1,13.8,3,83.0,90,13.4,0,58,0,64284
43622,3,20,32.4,0,3.2,0,0.0,90,0.0,0,48,0,1208528
43623,1,3,1.4,0,0.2,0,0.0,14,0.2,0,45,0,49344
43624,1,1,14.8,0,7.7,0,47.0,45,14.8,0,91,0,168242
43625,2,12,10.8,0,2.7,0,3.0,90,13.3,0,47,0,88468
43626,2,14,9.6,0,3.0,0,9.0,90,11.8,0,46,0,802732
43627,1,1,0.0,0,0.4,0,6.0,10,0.5,0,58,0,24082
43628,1,6,11.6,0,10.3,0,12.0,79,79.4,0,64,0,41649
43629,1,8,9.0,0,2.7,0,0.0,18,18.1,0,54,0,60124
43630,0,0,0.0,0,0.0,0,0.0,0,0.0,0,52,0,5939
43631,1,2,6.2,0,2.6,0,19.0,45,0.8,0,49,0,14521
43632,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,1547182
43633,2,4,6.2,0,3.4,0,27.0,75,0.3,0,47,0,179771
43634,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,278334
43635,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,52285
43636,0,0,0.0,0,0.0,0,0.0,0,0.0,0,58,0,4525
43637,2,17,23.6,0,4.6,0,0.0,90,22.8,0,45,0,172095
43638,8,26,51.4,1,13.0,0,68.0,90,10.3,0,44,0,11370
43639,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,886
43640,7,29,38.2,1,8.8,1,27.0,76,22.8,0,93,0,179286
43641,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,660
43642,8,30,43.4,0,12.1,3,39.0,90,38.1,1,48,0,10357
43643,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,6202
43644,3,25,51.2,0,5.1,0,0.0,90,0.0,0,50,0,425444
43645,0,0,0.0,0,0.0,0,0.0,0,0.0,0,47,0,200192
43646,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,110115
43647,0,0,0.0,0,0.0,0,0.0,0,0.0,0,52,0,25346
43648,1,21,17.6,0,4.4,0,10.0,90,16.2,0,50,0,3283764
43649,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,570
43650,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,254142
43651,0,0,0.0,0,0.0,0,0.0,0,0.0,0,52,0,6762
43652,12,35,31.6,0,4.7,3,0.0,90,15.2,1,43,1,8877
43653,1,1,3.8,0,0.9,0,4.0,18,0.8,0,54,0,18957
43654,1,3,2.0,0,0.7,0,4.0,18,0.6,0,57,0,75227
43655,10,34,47.4,0,4.7,2,0.0,90,0.0,0,50,1,70608
43656,1,11,16.0,0,4.2,0,23.0,90,2.9,0,45,0,30097
43657,2,12,10.6,0,5.0,0,20.0,90,19.1,0,48,0,107071
43658,1,2,1.2,0,1.4,0,12.0,27,1.0,0,51,0,487875
43659,3,6,9.2,0,2.3,0,12.0,90,1.4,0,44,1,288746
43660,2,-2,5.6,0,5.0,0,42.0,90,2.5,0,57,0,9151
43661,9,31,55.0,1,10.0,1,24.0,90,21.0,0,50,1,29331
43662,0,0,0.0,0,0.0,0,0.0,0,0.0,0,42,0,29094
43663,2,15,16.4,0,3.2,0,7.0,71,8.2,0,49,0,23230
43664,0,0,3.6,0,1.9,0,0.0,15,15.3,0,52,0,4956
43665,8,20,34.6,1,6.5,0,19.0,80,11.5,0,54,1,32267
43666,6,23,20.8,0,2.1,0,0.0,90,0.3,0,44,1,18930
43667,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,8791
43668,6,23,12.8,0,1.7,0,4.0,90,0.2,0,43,1,37432
43669,1,15,17.4,0,5.9,0,37.0,90,4.9,0,46,0,137157
43670,5,20,23.6,0,4.2,0,6.0,71,11.9,1,54,1,6331
43671,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,2333
43672,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,324
43673,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,3054
43674,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,20058
43675,1,15,10.2,0,1.0,0,0.0,90,0.0,0,47,0,513219
43676,1,4,3.4,0,5.0,0,14.0,62,32.8,0,57,0,23026
43677,1,6,7.2,0,0.8,0,0.0,2,0.5,0,44,0,5055
43678,1,9,18.6,0,7.5,0,25.0,90,31.3,0,51,0,170779
43679,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,11028
43680,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,108909
43681,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,21850
43682,6,26,28.6,0,2.9,0,0.0,90,0.5,0,44,1,17571
43683,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,7060
43684,0,0,0.0,0,0.0,0,0.0,0,0.0,0,47,0,2273
43685,1,19,22.2,0,6.1,0,0.0,90,38.6,0,46,0,250409
43686,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,9070
43687,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,2957
43688,3,7,9.2,0,2.0,0,9.0,87,1.8,0,58,1,29823
43689,1,2,1.0,0,0.5,0,4.0,9,0.3,0,54,0,10051
43690,1,19,16.2,0,4.1,0,6.0,74,18.5,0,45,0,35582
43691,6,21,38.4,1,9.8,0,59.0,90,0.5,0,53,0,163175
43692,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,461
43693,1,13,15.4,0,1.5,0,0.0,90,0.0,0,42,0,206719
43694,0,9,13.6,0,3.8,0,5.0,90,19.4,0,58,0,1055375
43695,0,15,16.0,0,1.7,0,0.0,90,1.2,0,44,0,17264
43696,1,-1,0.0,0,0.2,0,3.0,30,0.3,0,64,0,107025
43697,2,6,3.4,0,1.0,0,4.0,71,2.1,0,58,0,8864
43698,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,2248
43699,2,11,4.4,0,3.9,0,3.0,90,31.9,0,57,0,85799
43700,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,474
43701,0,0,0.0,0,0.0,0,0.0,0,0.0,0,57,0,8581
43702,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1898
43703,13,55,67.2,2,12.9,3,60.0,72,2.2,0,52,0,188444
43704,1,0,0.0,0,0.8,0,10.0,59,0.7,0,57,0,64647
43705,4,15,22.6,0,4.0,0,0.0,55,17.0,1,64,0,45834
43706,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,89891
43707,8,35,46.0,1,8.2,1,21.0,90,15.1,0,54,0,196798
43708,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1230
43709,2,11,14.8,0,3.1,0,0.0,90,16.2,0,74,0,205949
43710,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,1737
43711,0,0,0.0,0,0.0,0,0.0,0,0.0,0,62,0,45714
43712,2,7,6.4,0,1.7,0,8.0,90,2.6,0,53,0,43596
43713,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,111044
43714,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,22880
43715,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,22769
43716,1,9,13.6,0,4.0,0,0.0,90,26.3,0,71,0,1603499
43717,1,10,2.6,0,1.9,0,0.0,18,16.7,0,54,0,70069
43718,0,5,0.0,0,0.0,0,0.0,90,0.0,0,54,0,549879
43719,1,3,1.8,0,0.3,0,0.0,7,0.7,0,51,0,53249
43720,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,520844
43721,0,0,0.0,0,0.0,0,0.0,0,0.0,0,122,0,1585242
43722,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,13097
43723,7,29,39.8,1,8.2,0,25.0,90,16.8,0,63,0,16860
43724,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,94787
43725,3,24,33.6,0,4.6,0,0.0,82,12.0,1,72,0,2164018
43726,6,18,42.2,1,10.2,0,48.0,90,11.8,0,79,0,448540
43727,0,0,0.0,0,0.0,0,0.0,0,0.0,0,62,0,30263
43728,1,2,4.6,0,1.3,0,7.0,71,1.3,0,53,0,11968
43729,1,15,18.0,0,1.8,0,0.0,90,0.3,0,64,0,2820753
43730,0,0,0.0,0,0.0,0,0.0,0,0.0,0,58,0,13413
43731,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,39975
43732,4,13,18.4,0,3.1,0,2.0,17,10.3,1,94,0,743749
43733,0,14,27.0,0,3.9,0,2.0,90,10.4,0,53,0,167544
43734,15,40,66.0,1,12.5,2,31.0,90,28.1,2,122,0,2888125
43735,0,0,0.0,0,0.0,0,0.0,0,0.0,0,47,0,4340
43736,1,17,32.0,0,3.4,0,0.0,90,1.5,0,53,0,63837
43737,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,7927
43738,0,0,0.0,0,0.0,0,0.0,0,0.0,0,52,0,19249
43739,5,18,21.6,0,8.0,0,35.0,84,23.2,1,46,0,150363
43740,1,22,26.4,0,4.9,0,18.0,90,5.0,0,48,0,104840
43741,1,1,1.2,0,3.9,0,36.0,45,1.8,0,53,0,4255
43742,1,7,13.4,0,7.0,0,38.0,71,18.5,0,61,1,221481
43743,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,12657
43744,1,3,5.0,0,1.2,0,7.0,7,0.3,0,44,0,6696
43745,0,0,0.0,0,0.0,0,0.0,0,0.0,0,52,0,6127
43746,3,18,30.4,0,3.0,0,0.0,90,0.0,0,55,0,956495
43747,2,17,41.0,0,4.1,0,0.0,90,0.0,0,40,0,55973
43748,2,10,2.6,0,0.6,0,2.0,79,1.5,0,71,0,194911
43749,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,36900
43750,12,38,57.2,1,14.8,3,68.0,82,23.0,1,79,0,2184806
43751,0,0,0.0,0,0.0,0,0.0,0,0.0,0,58,0,8769
43752,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,12620
43753,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,110835
43754,9,32,41.6,1,13.4,3,71.0,76,21.8,0,62,0,625702
43755,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,6888
43756,2,6,17.4,0,3.8,0,14.0,90,6.3,0,62,0,805515
43757,1,2,4.8,0,1.3,0,7.0,20,1.6,0,58,0,204442
43758,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,23498
43759,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1200
43760,2,10,26.4,0,6.7,0,6.0,90,34.6,0,59,0,379107
43761,2,13,19.2,0,4.4,0,9.0,90,15.5,0,48,0,12812
43762,1,6,13.2,0,7.0,0,53.0,32,4.2,0,45,0,282663
43763,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,63596
43764,5,28,29.8,0,7.1,1,34.0,90,6.7,1,49,0,317079
43765,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,6698
43766,2,5,1.2,0,1.8,0,11.0,90,5.9,0,109,0,1308264
43767,1,2,2.2,0,0.4,0,0.0,21,1.4,0,44,0,50100
43768,0,0,0.0,0,0.0,0,0.0,0,0.0,0,56,0,95360
43769,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,158397
43770,0,0,0.0,0,0.0,0,0.0,0,0.0,0,63,0,3783
43771,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,5046
43772,7,26,26.2,0,2.6,0,0.0,90,0.0,0,52,1,842772
43773,1,2,0.6,0,0.3,0,2.0,5,0.7,0,73,0,17148
43774,1,3,0.4,0,0.0,0,0.0,1,0.0,0,49,0,23842
43775,8,22,36.6,1,8.0,0,37.0,90,6.4,0,48,0,33178
43776,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,59586
43777,2,13,19.2,0,4.2,0,1.0,90,21.5,0,53,0,11288
43778,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,26015
43779,1,13,26.0,0,3.9,0,0.0,90,13.4,0,42,0,21656
43780,1,15,17.8,0,2.6,0,4.0,90,3.7,0,45,0,58345
43781,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,4614
43782,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,639704
43783,2,22,28.0,0,7.1,0,4.0,90,38.7,0,67,0,231192
43784,3,13,6.0,0,1.0,0,0.0,90,3.5,0,53,1,389774
43785,1,13,20.8,0,2.6,0,2.0,90,3.3,0,43,0,19860
43786,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,14409
43787,0,2,11.6,0,4.3,0,29.0,90,2.3,0,44,0,8629
43788,1,14,46.6,0,4.7,0,0.0,90,0.1,0,43,0,4889
43789,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,1256
43790,0,0,0.0,0,0.0,0,0.0,0,0.0,0,57,0,93571
43791,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,14200
43792,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,2223
43793,2,17,13.6,0,1.9,0,4.0,90,1.8,0,51,0,164722
43794,1,15,20.2,0,2.6,0,6.0,90,0.1,0,44,0,93815
43795,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,12037
43796,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,9255
43797,1,4,1.2,0,0.2,0,0.0,57,0.9,0,57,0,11542
43798,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,99633
43799,0,0,0.0,0,0.0,0,0.0,0,0.0,0,77,0,545207
43800,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,157628
43801,1,12,10.6,0,1.1,0,0.0,90,0.6,0,45,0,30183
43802,2,2,3.6,0,1.0,0,4.0,90,2.1,0,59,0,145271
43803,0,0,0.0,0,0.0,0,0.0,0,0.0,0,42,0,48373
43804,2,6,13.8,0,3.2,0,17.0,90,1.5,0,50,1,220701
43805,1,3,0.4,0,2.0,0,18.0,28,1.3,0,57,0,176647
43806,1,3,0.0,0,0.0,0,0.0,3,0.0,0,57,0,29262
43807,1,2,0.0,0,0.0,0,0.0,10,0.4,0,50,0,44842
43808,2,20,19.0,0,2.0,0,0.0,90,0.5,0,49,0,42626
43809,2,20,21.0,0,11.6,0,53.0,90,42.2,0,71,0,201483
43810,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,192450
43811,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,14955
43812,2,11,8.0,0,3.5,0,22.0,82,5.2,0,55,0,30110
43813,2,12,14.0,0,1.4,0,0.0,90,0.0,0,43,0,40083
43814,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,45597
43815,0,0,0.0,0,0.0,0,0.0,0,0.0,0,39,0,297096
43816,1,2,0.0,0,0.0,0,0.0,10,0.0,0,58,0,2558
43817,6,28,40.6,0,8.2,2,6.0,90,34.9,1,42,0,63658
43818,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,1879
43819,3,8,1.2,0,1.8,0,2.0,68,14.7,0,67,1,744424
43820,0,5,17.2,0,3.3,0,0.0,90,15.8,0,43,0,4482
43821,5,24,16.4,0,2.9,0,11.0,90,1.1,0,50,1,1316826
43822,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,7335
43823,3,8,17.2,0,5.3,0,8.0,88,27.3,0,52,1,353223
43824,1,3,5.4,0,1.6,0,6.0,90,4.7,0,57,0,69332
43825,2,14,15.0,0,2.4,0,6.0,90,2.6,0,53,0,1067898
43826,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,11002
43827,0,7,10.4,0,1.5,0,1.0,90,3.6,0,47,0,103225
43828,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,6499
43829,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,39234
43830,7,27,18.4,0,1.8,1,0.0,90,0.0,0,50,1,104049
43831,2,15,26.8,0,3.9,0,0.0,90,12.4,0,54,0,23937
43832,8,28,38.6,1,8.7,2,36.0,90,12.3,0,66,0,1317884
43833,2,12,17.6,0,1.8,0,0.0,90,0.2,0,53,0,804979
43834,1,19,30.4,0,3.1,0,0.0,90,0.4,0,44,0,1383
43835,2,12,13.8,0,13.2,0,94.0,85,24.6,0,75,0,1115853
43836,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,11795
43837,6,31,29.2,0,3.2,0,0.0,90,2.6,0,43,1,24306
43838,2,16,23.6,0,2.4,0,0.0,90,0.0,0,45,0,147508
43839,1,1,0.0,0,0.3,0,2.0,13,1.6,0,54,0,25516
43840,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,3527
43841,1,15,19.8,0,3.7,0,0.0,90,17.3,0,54,0,389485
43842,2,9,6.8,0,2.6,0,4.0,82,15.1,0,46,0,1295483
43843,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,10037
43844,1,5,2.0,0,3.0,0,28.0,4,0.3,0,57,0,57617
43845,3,22,51.2,0,5.2,0,0.0,90,0.3,0,45,0,380055
43846,0,0,0.0,0,0.0,0,0.0,0,0.0,0,41,0,131032
43847,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,50848
43848,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1800
43849,2,10,8.2,0,1.9,0,10.0,86,1.2,0,62,0,38000
43850,1,12,22.0,0,3.9,0,17.0,90,0.3,0,45,0,355301
43851,2,15,12.4,0,1.3,0,0.0,90,0.4,0,53,0,76857
43852,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,98610
43853,1,16,23.8,0,2.9,0,4.0,90,1.1,0,44,0,15366
43854,2,15,25.6,0,2.6,0,0.0,90,0.0,0,48,0,145955
43855,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,10468
43856,0,0,0.0,0,0.0,0,0.0,0,0.0,0,59,0,1080539
43857,9,29,44.2,1,12.4,2,56.0,90,23.6,0,85,0,328786
43858,1,1,0.0,0,2.6,0,12.0,45,14.2,0,62,0,521167
43859,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,152
43860,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,8979
43861,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,6840
43862,0,0,0.0,0,0.0,0,0.0,0,0.0,0,47,0,13361
43863,0,0,0.0,0,0.0,0,0.0,0,0.0,0,84,0,222194
43864,2,15,26.2,0,2.6,0,0.0,90,0.0,0,45,0,275248
43865,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,15974
43866,2,7,13.6,0,5.3,0,21.0,90,17.9,0,60,0,19981
43867,5,26,36.0,1,5.3,0,17.0,6,0.3,0,56,0,40617
43868,2,13,19.0,0,1.9,0,0.0,90,0.0,0,55,0,423418
43869,0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,0,1455
43870,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,12120
43871,2,13,6.0,0,1.4,0,1.0,90,7.0,0,49,0,12834
43872,0,0,0.0,0,0.0,0,0.0,0,0.0,0,57,0,18066
43873,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,17441
43874,0,0,0.0,0,0.0,0,0.0,0,0.0,0,39,0,97049
43875,6,21,7.8,0,0.8,0,0.0,90,0.0,0,53,1,982463
43876,6,22,10.4,0,1.5,0,2.0,90,2.2,0,60,1,248328
43877,0,0,0.0,0,0.0,0,0.0,0,0.0,0,43,0,67323
43878,2,18,29.4,0,7.7,0,10.0,90,37.3,0,48,0,28720
43879,0,0,0.0,0,0.0,0,0.0,0,0.0,0,62,0,23788
43880,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,2631
43881,8,31,27.2,0,8.3,2,1.0,90,54.6,1,53,1,337947
43882,1,3,0.2,0,1.9,0,18.0,14,1.1,0,58,0,9620
43883,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,5879
43884,0,9,21.8,0,2.8,0,0.0,90,6.3,0,44,0,66084
43885,2,8,7.6,0,3.0,0,19.0,79,3.4,0,43,0,769032
43886,4,14,18.2,0,3.1,0,2.0,18,11.0,1,50,0,2711
43887,1,5,2.0,0,0.2,0,0.0,1,0.0,0,51,0,296954
