,total_points,bps,influence,goals_scored,ict_index,bonus,threat,minutes,creativity,assists,value,clean_sheets,selected
6742,1,14,21.6,0,2.3,0,0.0,90,1.7,0,50,0,13530
6743,2,17,22.8,0,3.8,0,2.0,90,13.2,0,50,0,196405
6744,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1332
6745,-3,-5,3.6,0,0.4,0,0.0,57,0.0,0,46,0,321062
6746,1,3,1.4,0,0.1,0,0.0,11,0.0,0,46,0,729401
6747,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,0
6748,12,51,66.0,2,10.0,3,34.0,6,0.3,0,65,0,12385
6749,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,32267
6750,0,0,0.0,0,0.0,0,0.0,0,0.0,0,59,0,9418
6751,6,21,5.8,0,0.6,0,0.0,90,0.0,0,45,1,441867
6752,1,3,0.0,0,1.7,0,8.0,52,11.0,0,60,0,12443
6753,0,0,0.0,0,0.0,0,0.0,0,0.0,0,69,0,93492
6754,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,109941
6755,2,15,9.2,0,1.0,0,0.0,90,0.7,0,45,0,15234
6756,12,35,36.0,0,4.7,3,0.0,90,10.5,1,55,1,99101
6757,7,30,27.2,0,5.0,1,22.0,90,0.7,0,55,1,873199
6758,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,2705
6759,1,2,0.0,0,0.0,0,0.0,3,0.0,0,59,0,51449
6760,1,7,30.2,0,8.1,0,50.0,90,0.4,0,50,0,42467
6761,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,1235
6762,2,11,18.2,0,2.1,0,0.0,90,2.8,0,45,0,9021
6763,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,1571
6764,2,12,11.8,0,2.7,0,2.0,90,13.0,0,49,0,103284
6765,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,4331
6766,0,-2,0.0,0,0.1,0,4.0,3,0.3,0,45,0,33642
6767,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,177788
6768,8,24,37.8,1,9.5,0,31.0,89,26.4,0,76,1,996847
6769,2,10,11.4,0,10.1,0,54.0,90,35.3,0,74,0,203246
6770,2,8,12.2,0,4.9,0,17.0,90,19.4,0,77,1,1490294
6771,8,31,17.0,0,2.0,2,0.0,90,3.1,0,55,1,654005
6772,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,21651
6773,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,13017
6774,3,13,8.4,0,3.9,0,26.0,69,4.6,0,59,1,27131
6775,2,13,6.8,0,1.3,0,6.0,86,0.0,0,45,0,467115
6776,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,24140
6777,0,0,0.0,0,0.0,0,0.0,0,0.0,0,94,0,14071
6778,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,34310
6779,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,10159
6780,1,3,0.2,0,0.3,0,0.0,37,2.4,0,85,0,290204
6781,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,61246
6782,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,40901
6783,2,10,6.2,0,2.7,0,4.0,90,16.8,0,50,0,33538
6784,2,9,14.0,0,2.6,0,9.0,90,3.0,0,50,1,59052
6785,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1790
6786,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,1515
6787,0,0,0.0,0,0.0,0,0.0,0,0.0,0,59,0,9584
6788,7,29,35.4,0,3.5,0,0.0,90,0.0,0,50,1,261452
6789,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,12896
6790,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,433
6791,0,0,0.0,0,0.0,0,0.0,1,0.0,0,45,0,5489
6792,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,16992
6793,1,9,11.2,0,3.3,0,8.0,90,13.6,0,55,0,100356
6794,1,4,1.6,0,0.6,0,2.0,18,2.6,0,78,0,77152
6795,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,66920
6796,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,2028
6797,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,16186
6798,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,33341
6799,0,0,0.0,0,0.0,0,0.0,0,0.0,0,65,0,2236
6800,2,18,23.2,0,9.4,0,23.0,86,47.7,0,60,0,94846
6801,2,4,6.4,0,5.5,0,23.0,90,25.8,0,121,1,4391403
6802,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,7168
6803,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,5504
6804,3,4,0.0,0,0.8,0,4.0,71,7.3,0,93,1,411281
6805,6,21,10.4,0,2.8,0,0.0,90,17.8,0,55,1,3844864
6806,2,13,13.6,0,1.4,0,0.0,90,0.0,0,50,0,31706
6807,1,4,1.2,0,0.1,0,0.0,20,0.1,0,55,0,1575
6808,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,51504
6809,6,25,17.8,0,8.6,0,39.0,90,29.0,0,45,1,205349
6810,7,27,26.8,0,3.7,1,9.0,90,1.1,0,46,1,404813
6811,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,9172
6812,6,23,11.4,0,2.4,0,11.0,90,1.6,0,45,1,163181
6813,0,-2,4.6,0,0.5,0,0.0,27,0.5,0,50,0,0
6814,0,0,0.0,0,0.0,0,0.0,0,0.0,0,59,0,11678
6815,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,1125
6816,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,396
6817,3,2,0.0,0,0.6,0,6.0,62,2.7,0,55,1,5482
6818,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,48
6819,4,12,4.2,0,4.1,0,35.0,25,1.5,1,45,0,5200
6820,2,9,9.2,0,1.8,0,2.0,90,6.5,0,45,1,72730
6821,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,2631
6822,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,3950
6823,2,12,11.8,0,1.2,0,0.0,90,0.3,0,45,0,8399
6824,0,0,0.0,0,0.0,0,0.0,0,0.0,0,58,0,19394
6825,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,70244
6826,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,626
6827,2,15,25.4,0,2.5,0,0.0,90,0.0,0,50,0,277617
6828,1,7,24.2,0,2.7,0,2.0,50,0.4,0,45,0,10978
6829,6,23,18.0,0,1.8,0,0.0,90,0.0,0,55,1,564232
6830,2,5,16.8,0,11.7,0,74.0,90,26.1,0,60,0,365191
6831,1,5,3.6,0,0.5,0,0.0,19,0.9,0,50,0,16009
6832,4,24,42.8,0,4.3,0,0.0,90,0.0,0,45,0,153208
6833,1,9,13.6,0,3.4,0,4.0,90,16.5,0,50,0,165554
6834,1,-5,2.2,0,2.0,0,6.0,78,11.6,0,55,1,144074
6835,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,14845
6836,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,430
6837,6,24,36.4,0,6.6,1,18.0,90,11.1,1,45,0,152267
6838,2,12,25.2,0,4.4,0,19.0,90,0.1,0,50,0,116507
6839,2,11,7.4,0,2.0,0,10.0,90,2.1,0,55,0,984820
6840,3,18,27.8,0,5.8,0,9.0,90,21.4,0,50,1,201443
6841,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,52669
6842,1,2,2.6,0,0.8,0,2.0,17,3.1,0,50,0,4902
6843,1,0,2.2,0,2.8,0,5.0,70,20.9,0,45,0,108947
6844,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,3750
6845,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,0
6846,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,79315
6847,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,61255
6848,9,29,41.8,1,13.7,3,61.0,90,34.3,0,69,0,152732
6849,2,13,26.6,0,3.0,0,2.0,90,1.2,0,45,0,39685
6850,2,13,10.4,0,2.9,0,0.0,90,18.4,0,54,0,35188
6851,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,2291
6852,1,9,17.2,0,4.5,0,18.0,90,10.2,0,50,0,55742
6853,1,13,23.4,0,2.4,0,0.0,90,0.3,0,45,0,27669
6854,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,69889
6855,1,15,11.4,0,2.7,0,0.0,90,15.1,0,45,0,17835
6856,2,5,8.2,0,3.3,0,21.0,90,3.3,0,65,1,266000
6857,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,41582
6858,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,1492
6859,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,373
6860,2,15,15.8,0,1.6,0,0.0,90,0.1,0,44,0,9437
6861,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,2254
6862,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,0
6863,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,1730
6864,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,17702
6865,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,2432
6866,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,28093
6867,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,17175
6868,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,61701
6869,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,1989321
6870,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,50598
6871,1,12,9.4,0,3.7,0,2.0,72,26.0,0,64,0,100794
6872,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,17019
6873,8,26,33.4,1,10.6,2,69.0,90,3.8,0,79,0,1067864
6874,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,14508
6875,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,7778
6876,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,88171
6877,2,10,18.0,0,1.9,0,0.0,64,1.0,0,45,0,6401
6878,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,9890
6879,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1875
6880,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,41023
6881,6,18,3.8,0,4.8,0,40.0,67,4.1,1,60,1,73146
6882,1,1,6.0,0,2.9,0,21.0,22,2.0,0,65,0,105812
6883,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,171611
6884,2,3,11.6,0,6.8,0,26.0,90,30.2,0,65,0,1350393
6885,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1594
6886,1,2,1.2,0,0.2,0,0.0,11,0.3,0,54,0,45253
6887,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,217895
6888,2,11,12.0,0,6.1,0,6.0,90,43.2,0,59,0,265407
6889,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,2461
6890,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,13207
6891,1,3,1.0,0,0.7,0,4.0,25,1.6,0,50,0,144082
6892,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,273
6893,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,241
6894,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,6178
6895,1,2,11.2,0,6.4,0,29.0,90,24.2,0,123,1,664425
6896,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,178666
6897,2,12,13.4,0,1.6,0,0.0,90,2.9,0,45,0,1017292
6898,9,31,13.8,0,4.1,3,10.0,90,17.4,0,51,1,585442
6899,2,4,5.8,0,1.9,0,12.0,90,1.4,0,55,0,2395
6900,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,634
6901,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,19312
6902,2,8,6.2,0,3.3,0,4.0,64,23.1,0,55,0,19147
6903,1,6,4.0,0,2.9,0,19.0,90,5.5,0,45,0,269451
6904,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,723
6905,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,6902
6906,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,8454
6907,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,10057
6908,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,0
6909,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,4975
6910,1,-2,0.4,0,2.5,0,23.0,90,2.0,0,51,0,530746
6911,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,18813
6912,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,20070
6913,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,34052
6914,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,12528
6915,1,3,12.4,0,1.3,0,0.0,39,0.4,0,44,0,4074
6916,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,6624
6917,3,24,23.0,0,6.0,1,11.0,90,25.8,0,59,0,18936
6918,2,10,11.8,0,1.2,0,0.0,90,0.0,0,55,0,267442
6919,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,7170
6920,1,3,0.0,0,0.0,0,0.0,2,0.0,0,59,0,7512
6921,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,11614
6922,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,10343
6923,2,14,12.8,0,2.3,0,6.0,90,3.9,0,45,0,25267
6924,10,29,40.8,1,10.9,2,34.0,87,34.1,0,101,1,2025828
6925,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,14258
6926,2,18,28.4,0,4.8,0,0.0,90,19.7,0,45,0,8448
6927,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,11319
6928,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,30741
6929,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1676
6930,1,4,10.4,0,2.9,0,17.0,45,1.2,0,50,0,76638
6931,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,80850
6932,2,8,16.2,0,3.8,0,18.0,90,3.6,0,50,0,98977
6933,1,9,30.8,0,3.1,0,0.0,45,0.0,0,54,0,173055
6934,0,0,0.0,0,0.0,0,0.0,0,0.0,0,74,0,24959
6935,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,5094
6936,2,11,14.0,0,1.5,0,0.0,86,0.6,0,60,0,362021
6937,1,1,4.2,0,7.4,0,63.0,47,6.3,0,76,0,1184840
6938,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,8282
6939,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,128476
6940,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,6881
6941,2,16,34.0,0,4.3,0,4.0,90,5.4,0,60,0,306416
6942,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,21461
6943,7,21,37.2,1,7.4,1,35.0,45,1.8,0,83,0,459983
6944,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,2684
6945,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,18102
6946,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,8065
6947,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,11280
6948,2,9,7.0,0,4.6,0,13.0,90,25.7,0,55,0,11935
6949,1,5,4.6,0,0.7,0,0.0,42,2.6,0,89,0,356190
6950,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,62207
6951,2,9,22.6,0,3.9,0,4.0,90,11.9,0,56,0,697605
6952,3,19,40.0,0,4.0,0,0.0,90,0.0,0,60,0,774783
6953,10,27,46.8,1,14.0,3,48.0,90,45.1,0,126,0,4031662
6954,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,8590
6955,2,14,19.8,0,2.0,0,0.0,90,0.0,0,60,0,536317
6956,2,20,20.2,0,3.8,0,15.0,90,2.9,0,65,0,1111675
6957,0,0,0.0,0,0.0,0,0.0,0,0.0,0,59,0,11126
6958,0,0,0.0,0,0.0,0,0.0,0,0.0,0,65,0,19226
6959,1,-2,8.6,0,2.4,0,0.0,47,15.0,1,56,0,833445
6960,1,4,6.2,0,1.9,0,0.0,16,12.3,0,54,0,58014
6961,1,10,9.8,0,2.1,0,0.0,45,11.3,0,49,0,269280
6962,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,20769
6963,0,0,0.0,0,0.0,0,0.0,0,0.0,0,79,0,76859
6964,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,48696
6965,2,12,17.8,0,8.8,0,13.0,85,56.7,0,70,0,83990
6966,5,9,8.6,0,11.0,0,82.0,90,18.9,1,119,0,247504
6967,0,0,0.0,0,0.0,0,0.0,0,0.0,0,65,0,1626
6968,0,0,0.0,0,0.0,0,0.0,0,0.0,0,58,0,516090
6969,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,4388
6970,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,19233
6971,2,6,6.6,0,7.1,0,37.0,90,27.5,0,115,0,1605827
6972,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,1825
6973,1,8,14.2,0,1.8,0,0.0,90,3.3,0,55,0,572284
6974,2,13,9.4,0,3.0,0,15.0,90,5.1,0,54,0,43825
6975,0,0,0.0,0,0.0,0,0.0,0,0.0,0,59,0,5929
6976,1,4,4.0,0,1.8,0,0.0,4,14.3,0,42,0,2205058
6977,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,9342
6978,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,20592
6979,0,0,0.0,0,0.0,0,0.0,0,0.0,0,88,0,185589
6980,2,5,5.8,0,3.2,0,8.0,90,18.4,0,75,0,1398037
6981,1,4,2.2,0,0.2,0,0.0,3,0.0,0,50,0,187573
6982,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,4587
6983,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,6263
6984,2,16,22.0,0,2.2,0,0.0,90,0.3,0,50,0,129519
6985,2,6,2.8,0,2.3,0,9.0,73,11.1,0,50,0,50846
6986,4,24,27.0,0,13.3,2,29.0,90,76.6,0,75,0,2561556
6987,0,0,0.0,0,0.0,0,0.0,0,0.0,0,59,0,19994
6988,0,0,0.0,0,0.0,0,0.0,0,0.0,0,69,0,69157
6989,0,0,0.0,0,0.0,0,0.0,0,0.0,0,73,0,61825
6990,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,2907
6991,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,146531
6992,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,3307
6993,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,15031
6994,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,10510
6995,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,2629
6996,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,8496
6997,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,2172
6998,1,6,1.8,0,0.2,0,0.0,90,0.0,0,50,0,156599
6999,2,9,15.2,0,1.7,0,0.0,90,2.2,0,49,0,412604
7000,0,0,0.0,0,0.0,0,0.0,0,0.0,0,69,0,98559
7001,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,1113
7002,2,10,7.4,0,2.3,0,4.0,90,11.5,0,45,0,60764
7003,8,28,52.8,1,12.6,2,34.0,90,39.2,0,65,0,277646
7004,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,3149
7005,1,6,9.8,0,2.2,0,10.0,45,2.2,0,55,0,51047
7006,9,30,36.2,1,7.5,3,37.0,68,1.3,0,75,1,457795
7007,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,138
7008,2,10,12.2,0,4.7,0,17.0,90,17.9,0,63,0,2078311
7009,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,25316
7010,1,3,0.4,0,0.1,0,0.0,2,0.6,0,55,0,5220
7011,3,27,30.2,0,9.1,2,18.0,90,42.8,0,45,0,148083
7012,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,72
7013,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1101
7014,8,25,39.8,1,10.4,0,41.0,80,22.7,0,55,1,115371
7015,2,4,9.4,0,2.9,0,8.0,90,11.3,0,45,0,82124
7016,2,10,8.4,0,3.6,0,26.0,90,1.2,0,55,0,268454
7017,6,26,23.4,0,4.3,1,14.0,87,5.9,1,45,0,39812
7018,0,0,0.0,0,0.3,0,4.0,90,0.3,0,45,0,26590
7019,1,-3,11.6,0,3.6,0,13.0,90,11.7,0,76,1,1135090
7020,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,12989
7021,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,7833
7022,15,50,79.8,2,15.8,3,54.0,90,24.1,0,55,0,4575
7023,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,3676
7024,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,9313
7025,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,28255
7026,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,1369
7027,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,17479
7028,2,8,4.0,0,0.5,0,0.0,78,0.9,0,50,0,86366
7029,0,0,0.0,0,0.0,0,0.0,0,0.0,0,54,0,4286
7030,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,35855
7031,1,0,0.0,0,0.2,0,2.0,24,0.5,0,60,0,3557
7032,5,21,34.2,0,6.8,0,22.0,90,11.3,1,50,0,28763
7033,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,199118
7034,7,28,28.4,0,4.1,2,2.0,90,10.3,1,45,0,99653
7035,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,0
7036,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,0
7037,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,4159
7038,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,69190
7039,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,30581
7040,4,12,0.0,0,1.8,0,18.0,6,0.3,1,54,0,8260
7041,0,0,0.0,0,0.0,0,0.0,0,0.0,0,59,0,56038
7042,2,8,13.2,0,7.6,0,48.0,90,15.2,0,64,0,62662
7043,1,2,7.6,0,0.9,0,0.0,90,1.4,0,50,0,103755
7044,1,3,0.6,0,0.1,0,0.0,27,0.3,0,45,0,16735
7045,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,33474
7046,1,4,6.4,0,0.7,0,0.0,11,0.5,0,59,0,9073
7047,0,0,0.0,0,0.0,0,0.0,0,0.0,0,60,0,100236
7048,0,0,0.0,0,0.0,0,0.0,0,0.0,0,44,0,3746
7049,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,302
7050,1,14,14.0,0,1.7,0,0.0,90,3.1,0,40,0,184362
7051,2,11,13.8,0,2.4,0,9.0,90,1.5,0,49,0,3214
7052,2,19,29.2,0,8.9,0,9.0,90,50.7,0,60,0,66445
7053,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,9990
7054,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,5802
7055,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,4290
7056,1,3,0.0,0,0.6,0,6.0,3,0.3,0,54,0,15165
7057,2,5,3.6,0,5.0,0,33.0,70,12.9,0,70,0,176201
7058,2,5,3.0,0,2.9,0,22.0,72,3.8,0,45,0,67082
7059,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,25901
7060,0,0,0.0,0,0.0,0,0.0,0,0.0,0,59,0,6441
7061,0,0,0.0,0,0.0,0,0.0,0,0.0,0,49,0,6574
7062,2,22,35.0,0,6.2,0,1.0,90,25.5,0,45,0,24775
7063,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,7058
7064,1,2,6.4,0,4.8,0,5.0,90,36.9,0,60,0,117718
7065,2,7,9.6,0,4.8,0,5.0,78,33.3,0,64,0,89640
7066,1,3,0.2,0,0.1,0,0.0,19,0.6,0,50,0,47482
7067,1,6,6.2,0,1.3,0,5.0,90,1.8,0,55,0,48753
7068,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,12394
7069,1,12,20.0,0,4.8,0,27.0,90,0.7,0,45,0,24959
7070,1,4,6.0,0,5.1,0,22.0,20,22.9,0,60,0,17089
7071,1,11,17.6,0,5.4,0,12.0,90,24.3,0,50,0,348473
7072,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,6710
7073,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,26817
7074,2,17,22.4,0,2.2,0,0.0,90,0.0,0,45,0,1839826
7075,2,16,26.2,0,2.6,0,0.0,90,0.0,0,45,0,47692
7076,2,10,8.8,0,3.5,0,3.0,90,22.8,0,69,0,403025
7077,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,335
7078,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,796
7079,0,8,10.4,0,1.1,0,0.0,90,0.3,0,45,0,17224
7080,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,9738
7081,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,6708
7082,2,14,14.0,0,2.5,0,0.0,90,10.6,0,45,0,90122
7083,1,14,24.0,0,2.9,0,4.0,90,0.5,0,41,0,901780
7084,1,0,3.6,0,3.2,0,27.0,9,1.8,0,49,0,10422
7085,0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,9549
7086,1,5,3.2,0,0.3,0,0.0,1,0.1,0,44,0,8189
7087,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,817626
7088,8,27,49.6,1,16.2,1,89.0,90,23.6,0,55,0,2757
7089,2,11,8.6,0,1.9,0,8.0,78,2.8,0,45,0,632575
7090,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,1468
7091,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,63
7092,0,13,11.8,0,4.8,0,9.0,90,27.3,0,49,0,48092
7093,0,0,0.0,0,0.0,0,0.0,0,0.0,0,53,0,4520
7094,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,45850
7095,2,16,11.2,0,7.2,0,36.0,65,25.1,0,54,0,3766
7096,0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,0,667
7097,2,10,15.2,0,3.6,0,20.0,90,0.9,0,60,0,55756
7098,1,18,21.2,0,2.1,0,0.0,90,0.0,0,45,0,408150
7099,1,5,4.2,0,2.9,0,0.0,10,24.3,0,49,0,1643
7100,0,-6,0.2,0,4.8,0,35.0,57,12.7,0,55,0,5723
7101,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,30176
7102,4,18,18.0,0,2.8,0,0.0,10,10.3,1,55,0,434559
7103,0,0,0.0,0,0.0,0,0.0,0,0.0,0,45,0,984788
7104,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,96417
7105,1,17,16.6,0,1.8,0,0.0,90,1.8,0,45,0,42760
7106,2,10,14.6,0,2.2,0,4.0,90,3.5,0,45,0,73855
7107,0,0,0.0,0,0.0,0,0.0,0,0.0,0,40,0,53310
