Season,name,position,assists,bonus,bps,clean_sheets,creativity,fixture,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,match_date,team,opp_team_rating,team_rating
2021-22,Bukayo Saka,MID,0,0,5,0,41.7,81,1,0,9.6,8.6,90,0,0,0,0,9,0,868342,1.0,3.0,46.0,2,-226433,28544,254977,64,1,0,9,2021-10-22 19:00:00,Arsenal,3,2.0
2021-22,Ollie Watkins,FWD,0,0,0,0,3.2,81,3,0,4.3,3.8,90,0,0,0,0,9,0,151676,1.0,3.0,36.0,1,3139,15127,11988,73,0,1,9,2021-10-22 19:00:00,Aston Villa,2,3.0
2021-22,Danny Ings,FWD,0,0,7,0,3.3,81,3,0,2.5,1.4,76,0,0,0,0,9,0,1392392,1.0,3.0,20.0,2,32297,88864,56567,78,0,0,9,2021-10-22 19:00:00,Aston Villa,2,3.0
2021-22,Douglas Luiz Soares de Paulo,MID,0,0,16,0,5.8,81,3,0,2.6,20.6,90,0,0,0,0,9,0,328890,1.0,3.0,0.0,1,12839,37187,24348,46,0,1,9,2021-10-22 19:00:00,Aston Villa,2,3.0
2021-22,Conor Gallagher,MID,0,0,8,0,1.8,71,2,0,3.0,12.8,90,0,0,0,0,8,0,659948,2.0,2.0,15.0,2,-33831,42727,76558,57,0,0,8,2021-10-18 19:00:00,Crystal Palace,2,3.0
2021-22,Pierre-Emerick Aubameyang,FWD,0,3,33,0,15.8,71,2,1,9.1,40.0,90,0,0,0,0,8,0,207365,2.0,2.0,35.0,9,16847,37102,20255,99,1,0,8,2021-10-18 19:00:00,Arsenal,3,2.0
2021-22,Martin Ødegaard,MID,0,0,9,0,9.5,71,1,0,1.2,2.8,66,0,0,0,0,8,0,239209,2.0,2.0,0.0,2,-256,26606,26862,55,1,0,8,2021-10-18 19:00:00,Arsenal,3,2.0
2021-22,Michael Olise,MID,1,0,13,0,10.1,71,1,0,3.0,19.4,19,0,0,0,0,8,0,3794,2.0,2.0,0.0,4,1449,1761,312,54,0,0,8,2021-10-18 19:00:00,Crystal Palace,2,3.0
2021-22,Emile Smith Rowe,MID,0,0,9,0,18.5,71,2,0,4.0,6.4,90,0,0,0,0,8,0,514516,2.0,2.0,15.0,2,86775,136368,49593,54,1,0,8,2021-10-18 19:00:00,Arsenal,3,2.0
2021-22,Alexandre Lacazette,FWD,0,0,28,0,26.8,71,1,1,13.1,42.0,23,0,0,0,0,8,0,80349,2.0,2.0,62.0,5,-1344,1563,2907,83,1,0,8,2021-10-18 19:00:00,Arsenal,3,2.0
2021-22,Jordan Ayew,FWD,1,0,19,0,12.8,71,1,0,4.5,25.2,70,0,0,0,0,8,0,44567,2.0,2.0,7.0,5,-1791,2336,4127,59,0,0,8,2021-10-18 19:00:00,Crystal Palace,2,3.0
2021-22,Gabriel Teodoro Martinelli Silva,MID,1,0,7,0,1.1,71,0,0,3.7,3.0,9,0,0,0,0,8,0,13941,2.0,2.0,33.0,4,-1192,196,1388,52,1,0,8,2021-10-18 19:00:00,Arsenal,3,2.0
2021-22,Thomas Partey,MID,0,0,13,0,13.7,71,2,0,3.0,5.8,80,0,0,0,0,8,0,17556,2.0,2.0,10.0,2,1661,3791,2130,50,1,0,8,2021-10-18 19:00:00,Arsenal,3,2.0
2021-22,Luka Milivojevic,MID,0,0,15,0,5.6,71,1,0,1.6,10.6,66,0,0,0,0,8,0,3819,2.0,2.0,0.0,2,-31,164,195,54,0,0,8,2021-10-18 19:00:00,Crystal Palace,2,3.0
2021-22,Nicolas Pépé,MID,1,0,17,0,15.3,71,2,0,7.0,11.6,90,0,0,0,0,8,0,88868,2.0,2.0,43.0,5,-10941,2898,13839,71,1,0,8,2021-10-18 19:00:00,Arsenal,3,2.0
2021-22,Christian Benteke,FWD,0,3,33,0,0.7,71,2,1,7.3,42.6,90,0,0,0,0,8,0,62337,2.0,2.0,30.0,9,-3967,1525,5492,63,0,0,8,2021-10-18 19:00:00,Crystal Palace,2,3.0
2021-22,Albert Sambi Lokonga,MID,0,0,7,0,15.0,71,2,0,1.7,1.8,45,0,0,0,0,8,0,14261,2.0,2.0,0.0,1,-224,1048,1272,49,1,0,8,2021-10-18 19:00:00,Arsenal,3,2.0
2021-22,James McArthur,MID,0,0,9,0,12.7,71,2,0,2.5,12.4,90,0,0,0,0,8,0,303672,2.0,2.0,0.0,1,-21704,5815,27519,46,0,1,8,2021-10-18 19:00:00,Crystal Palace,2,3.0
2021-22,Odsonne Edouard,FWD,0,1,30,0,32.8,71,1,1,10.5,47.0,81,0,0,0,0,8,0,207273,2.0,2.0,25.0,7,-32581,7754,40335,65,0,0,8,2021-10-18 19:00:00,Crystal Palace,2,3.0
2021-22,Bukayo Saka,MID,0,0,1,0,11.6,71,0,0,1.3,0.0,45,0,0,0,0,8,0,1109344,2.0,2.0,2.0,0,189791,255342,65551,64,1,1,8,2021-10-18 19:00:00,Arsenal,3,2.0
2021-22,Ryan Fraser,MID,0,0,2,0,1.6,77,0,0,1.0,0.6,13,0,0,0,0,8,0,5404,3.0,2.0,8.0,1,-205,133,338,54,1,0,8,2021-10-17 15:30:00,Newcastle,2,4.0
2021-22,Jacob Murphy,MID,1,0,15,0,1.6,77,0,0,1.4,4.4,13,0,0,0,0,8,0,57979,3.0,2.0,8.0,4,-7501,887,8388,50,1,0,8,2021-10-17 15:30:00,Newcastle,2,4.0
2021-22,Lucas Rodrigues Moura da Silva,MID,0,0,14,0,14.8,77,2,0,5.8,6.2,90,0,0,0,0,8,0,56907,3.0,2.0,37.0,2,3173,6872,3699,64,0,0,8,2021-10-17 15:30:00,Spurs,4,2.0
2021-22,Joseph Willock,MID,0,0,8,0,2.6,77,3,0,1.0,7.8,76,0,0,0,0,8,0,56822,3.0,2.0,0.0,2,-8388,980,9368,59,1,0,8,2021-10-17 15:30:00,Newcastle,2,4.0
2021-22,Heung-Min Son,MID,0,2,32,0,62.7,77,2,1,14.7,44.8,90,0,0,0,0,8,0,1186844,3.0,2.0,39.0,9,145974,221307,75333,101,0,0,8,2021-10-17 15:30:00,Spurs,4,2.0
2021-22,Isaac Hayden,MID,0,0,4,0,0.9,77,3,0,2.0,18.8,90,0,0,0,0,8,0,11034,3.0,2.0,0.0,1,361,1247,886,45,1,1,8,2021-10-17 15:30:00,Newcastle,2,4.0
2021-22,Harry Kane,FWD,1,3,42,0,28.4,77,2,1,11.7,53.6,90,0,0,0,0,8,0,419835,3.0,2.0,35.0,12,-6630,23217,29847,121,0,0,8,2021-10-17 15:30:00,Spurs,4,2.0
2021-22,Pierre-Emile Højbjerg,MID,1,0,25,0,22.6,77,2,0,7.6,46.2,90,0,0,0,0,8,0,193711,3.0,2.0,7.0,5,25829,36549,10720,49,0,0,8,2021-10-17 15:30:00,Spurs,4,2.0
2021-22,Tanguy Ndombele,MID,0,0,27,0,8.6,77,2,1,12.8,46.8,90,0,0,0,0,8,0,20968,3.0,2.0,73.0,7,-222,1018,1240,58,0,0,8,2021-10-17 15:30:00,Spurs,4,2.0
2021-22,Sean Longstaff,MID,0,0,1,0,2.1,77,3,0,0.5,2.4,59,0,0,0,0,8,0,80642,3.0,2.0,0.0,0,16453,25517,9064,45,1,1,8,2021-10-17 15:30:00,Newcastle,2,4.0
2021-22,Callum Wilson,FWD,0,2,32,0,24.5,77,3,1,9.3,43.0,76,0,0,0,0,8,0,75551,3.0,2.0,25.0,8,-1812,3581,5393,73,1,0,8,2021-10-17 15:30:00,Newcastle,2,4.0
2021-22,Oliver Skipp,MID,0,0,16,0,5.6,77,2,0,2.0,14.2,90,0,0,0,0,8,0,107657,3.0,2.0,0.0,2,-6321,3783,10104,45,0,0,8,2021-10-17 15:30:00,Spurs,4,2.0
2021-22,Jonjo Shelvey,MID,0,0,-5,0,0.2,77,0,0,0.0,0.0,22,0,0,0,1,8,0,3976,3.0,2.0,0.0,-2,-147,106,253,53,1,0,8,2021-10-17 15:30:00,Newcastle,2,4.0
2021-22,Allan Saint-Maximin,FWD,0,0,10,0,11.9,77,3,0,2.0,6.0,90,0,0,0,0,8,0,1433719,3.0,2.0,2.0,2,40181,149182,109001,68,1,0,8,2021-10-17 15:30:00,Newcastle,2,4.0
2021-22,Joelinton Cássio Apolinário de Lira,FWD,0,0,-5,0,17.5,77,3,0,3.4,8.4,90,0,0,0,0,8,0,33943,3.0,2.0,8.0,1,-834,2942,3776,58,1,1,8,2021-10-17 15:30:00,Newcastle,2,4.0
2021-22,Abdoulaye Doucouré,MID,0,0,9,0,22.7,74,1,0,4.5,13.0,90,0,0,0,0,8,0,633456,1.0,0.0,9.0,2,198297,231061,32764,57,1,0,8,2021-10-17 13:00:00,Everton,1,4.0
2021-22,Salomón Rondón,FWD,0,0,3,0,4.2,74,1,0,4.5,6.2,90,0,0,0,0,8,0,16104,1.0,0.0,35.0,2,-1450,2926,4376,60,1,0,8,2021-10-17 13:00:00,Everton,1,4.0
2021-22,Demarai Gray,MID,0,0,16,0,36.2,74,1,0,7.9,16.0,90,0,0,0,0,8,0,1591226,1.0,0.0,27.0,2,-6162,109395,115557,58,1,0,8,2021-10-17 13:00:00,Everton,1,4.0
2021-22,Pablo Fornals,MID,0,0,5,1,5.3,74,0,0,5.1,1.6,90,0,0,0,0,8,0,213400,1.0,0.0,44.0,2,-32448,5473,37921,60,0,1,8,2021-10-17 13:00:00,West Ham,4,1.0
2021-22,Manuel Lanzini,MID,0,0,2,0,0.3,74,0,0,0.1,0.2,3,0,0,0,0,8,0,10010,1.0,0.0,0.0,1,-423,347,770,58,0,0,8,2021-10-17 13:00:00,West Ham,4,1.0
2021-22,Jarrod Bowen,MID,1,0,25,1,31.2,74,0,0,12.7,31.4,90,0,0,0,0,8,0,79395,1.0,0.0,64.0,6,5006,11385,6379,63,0,0,8,2021-10-17 13:00:00,West Ham,4,1.0
2021-22,Alex Iwobi,MID,0,0,1,0,1.6,74,1,0,4.6,0.0,78,0,0,0,0,8,0,14146,1.0,0.0,48.0,2,-2206,65,2271,59,1,0,8,2021-10-17 13:00:00,Everton,1,4.0
2021-22,Allan Marques Loureiro,MID,0,0,18,0,5.3,74,1,0,2.6,20.2,90,0,0,0,0,8,0,593475,1.0,0.0,0.0,2,11928,59941,48013,46,1,0,8,2021-10-17 13:00:00,Everton,1,4.0
2021-22,Anthony Gordon,MID,0,0,3,0,0.3,74,0,0,0.1,0.2,11,0,0,0,0,8,0,5971,1.0,0.0,0.0,1,400,894,494,45,1,0,8,2021-10-17 13:00:00,Everton,1,4.0
2021-22,Saïd Benrahma,MID,0,0,7,1,15.3,74,0,0,4.2,2.6,86,0,0,0,0,8,0,3039592,1.0,0.0,24.0,3,-78377,137651,216028,66,0,0,8,2021-10-17 13:00:00,West Ham,4,1.0
2021-22,Andros Townsend,MID,0,0,11,0,72.2,74,1,0,10.1,22.8,90,0,0,0,0,8,0,800266,1.0,0.0,6.0,2,476601,514687,38086,56,1,0,8,2021-10-17 13:00:00,Everton,1,4.0
2021-22,Andriy Yarmolenko,MID,0,0,3,0,0.0,74,0,0,0.0,0.0,1,0,0,0,0,8,0,11280,1.0,0.0,0.0,1,-546,321,867,53,0,0,8,2021-10-17 13:00:00,West Ham,4,1.0
2021-22,Declan Rice,MID,0,0,16,1,25.7,74,0,0,5.3,23.8,90,0,0,0,0,8,0,392316,1.0,0.0,3.0,3,-5017,21411,26428,50,0,0,8,2021-10-17 13:00:00,West Ham,4,1.0
2021-22,Tomas Soucek,MID,0,0,18,1,18.9,74,0,0,4.1,17.8,78,0,0,0,0,8,0,490166,1.0,0.0,4.0,3,-19573,12915,32488,59,0,0,8,2021-10-17 13:00:00,West Ham,4,1.0
2021-22,Michail Antonio,FWD,0,0,-1,1,36.7,74,0,0,12.1,9.8,90,0,0,0,0,8,0,3863555,1.0,0.0,74.0,1,69158,210545,141387,81,0,1,8,2021-10-17 13:00:00,West Ham,4,1.0
2021-22,Marcus Forss,FWD,0,0,3,0,0.3,73,0,0,2.7,0.6,23,0,0,0,0,8,0,8592,1.0,0.0,26.0,1,-236,745,981,53,1,0,8,2021-10-16 16:30:00,Brentford,1,3.0
2021-22,Frank Onyeka,MID,0,0,4,0,1.0,73,1,0,0.3,1.8,66,0,0,0,0,8,0,6163,1.0,0.0,0.0,2,276,781,505,49,1,0,8,2021-10-16 16:30:00,Brentford,1,3.0
2021-22,Christian Nørgaard,MID,0,0,14,0,12.8,73,1,0,12.0,10.8,90,0,0,0,0,8,0,81366,1.0,0.0,96.0,2,-5604,2562,8166,50,1,0,8,2021-10-16 16:30:00,Brentford,1,3.0
2021-22,Kai Havertz,MID,0,0,7,0,0.1,73,0,0,1.2,12.0,13,0,0,0,0,8,0,338118,1.0,0.0,0.0,1,-44272,11031,55303,82,0,0,8,2021-10-16 16:30:00,Chelsea,3,1.0
2021-22,Ruben Loftus-Cheek,MID,0,0,15,1,8.8,73,0,0,3.3,23.8,90,0,0,0,0,8,0,7486,1.0,0.0,0.0,3,1652,2220,568,54,0,0,8,2021-10-16 16:30:00,Chelsea,3,1.0
2021-22,Romelu Lukaku,FWD,0,0,3,1,12.8,73,0,0,2.5,3.6,76,0,0,0,0,8,0,3063760,1.0,0.0,9.0,2,-16795,259169,275964,117,0,0,8,2021-10-16 16:30:00,Chelsea,3,1.0
2021-22,Mateo Kovacic,MID,0,0,7,1,10.5,73,0,0,2.8,6.4,64,0,0,0,0,8,0,722543,1.0,0.0,11.0,2,16432,82345,65913,52,0,1,8,2021-10-16 16:30:00,Chelsea,3,1.0
2021-22,Mason Mount,MID,0,0,4,0,1.0,73,0,0,1.4,7.0,25,0,0,0,0,8,0,741995,1.0,0.0,6.0,1,-6399,51906,58305,74,0,0,8,2021-10-16 16:30:00,Chelsea,3,1.0
2021-22,Mathias Jensen,MID,0,0,10,0,17.2,73,1,0,3.4,10.8,90,0,0,0,0,8,0,2727,1.0,0.0,6.0,2,126,348,222,49,1,0,8,2021-10-16 16:30:00,Brentford,1,3.0
2021-22,Timo Werner,FWD,0,0,4,1,5.9,73,0,0,2.0,0.0,90,0,0,0,0,8,0,182960,1.0,0.0,15.0,2,48820,59222,10402,86,0,0,8,2021-10-16 16:30:00,Chelsea,3,1.0
2021-22,Ivan Toney,FWD,0,0,4,0,1.5,73,1,0,5.3,12.8,90,0,0,0,0,8,0,1270414,1.0,0.0,39.0,2,26852,127563,100711,64,1,0,8,2021-10-16 16:30:00,Brentford,1,3.0
2021-22,Sergi Canós,MID,0,0,2,0,4.8,73,1,0,0.9,0.4,71,0,0,0,0,8,0,172134,1.0,0.0,4.0,1,-9682,4693,14375,55,1,1,8,2021-10-16 16:30:00,Brentford,1,3.0
2021-22,Saman Ghoddos,MID,0,0,-1,0,1.4,73,0,0,4.6,8.2,18,0,0,0,0,8,0,3192,1.0,0.0,36.0,1,-114,59,173,53,1,0,8,2021-10-16 16:30:00,Brentford,1,3.0
2021-22,N'Golo Kanté,MID,0,0,11,1,23.2,73,0,0,3.5,9.4,90,0,0,0,0,8,0,209502,1.0,0.0,2.0,3,-21104,3570,24674,49,0,0,8,2021-10-16 16:30:00,Chelsea,3,1.0
2021-22,Bryan Mbeumo,MID,0,0,4,0,8.3,73,1,0,2.8,6.0,90,0,0,0,0,8,0,213236,1.0,0.0,14.0,2,125917,150224,24307,55,1,0,8,2021-10-16 16:30:00,Brentford,1,3.0
2021-22,Rodrigo Moreno,FWD,0,0,5,0,0.5,79,1,0,0.2,1.4,63,0,0,0,0,8,0,95047,0.0,1.0,0.0,2,-686,10558,11244,63,0,0,8,2021-10-16 14:00:00,Leeds,2,3.0
2021-22,Crysencio Summerville,MID,0,0,2,0,0.6,79,0,0,0.1,0.2,9,0,0,0,0,8,0,5223,0.0,1.0,0.0,1,-606,148,754,45,0,0,8,2021-10-16 14:00:00,Leeds,2,3.0
2021-22,Alexis Mac Allister,MID,0,0,3,0,0.8,78,0,0,0.1,0.4,6,0,0,0,0,8,0,36981,0.0,0.0,0.0,1,-2058,615,2673,55,0,0,8,2021-10-16 14:00:00,Brighton,4,2.0
2021-22,Adama Traoré,MID,1,0,12,0,3.5,72,2,0,4.4,11.0,90,0,0,0,0,8,0,222681,3.0,2.0,29.0,5,-70570,7561,78131,60,0,0,8,2021-10-16 14:00:00,Wolves,3,2.0
2021-22,Stuart Armstrong,MID,0,0,4,0,11.9,79,0,0,2.1,4.8,31,0,0,0,0,8,0,10984,0.0,1.0,4.0,1,315,930,615,58,1,0,8,2021-10-16 14:00:00,Southampton,3,2.0
2021-22,Patson Daka,FWD,0,1,31,0,13.2,75,1,1,12.5,43.2,13,0,0,0,0,8,0,33553,2.0,4.0,69.0,6,-1474,619,2093,71,1,0,8,2021-10-16 14:00:00,Leicester,1,3.0
2021-22,Douglas Luiz Soares de Paulo,MID,0,0,16,1,11.9,72,0,0,2.5,12.4,67,0,0,0,0,8,0,314904,3.0,2.0,1.0,3,51165,90790,39625,46,1,0,8,2021-10-16 14:00:00,Aston Villa,2,3.0
2021-22,Bruno Miguel Borges Fernandes,MID,1,0,24,0,104.0,75,4,0,15.4,39.0,90,0,0,0,0,8,0,2078240,2.0,4.0,11.0,5,-182100,24555,206655,118,0,0,8,2021-10-16 14:00:00,Man Utd,3,1.0
2021-22,Armando Broja,FWD,0,2,27,1,13.4,79,0,1,11.9,35.2,80,0,0,0,0,8,0,44407,0.0,1.0,70.0,8,-426,3938,4364,50,1,0,8,2021-10-16 14:00:00,Southampton,3,2.0
2021-22,Marvelous Nakamba,MID,0,0,3,0,0.3,72,3,0,0.3,2.4,23,0,0,0,0,8,0,18638,3.0,2.0,0.0,1,-686,690,1376,45,1,0,8,2021-10-16 14:00:00,Aston Villa,2,3.0
2021-22,Leander Dendoncker,MID,1,0,20,0,24.8,72,2,0,4.8,18.0,90,0,0,0,0,8,0,10941,3.0,2.0,5.0,4,-25,980,1005,48,0,1,8,2021-10-16 14:00:00,Wolves,3,2.0
2021-22,Mateusz Klich,MID,0,0,16,0,13.0,79,1,0,2.5,9.6,76,0,0,0,0,8,0,55450,0.0,1.0,2.0,2,-1557,6222,7779,55,0,0,8,2021-10-16 14:00:00,Leeds,2,3.0
2021-22,Theo Walcott,MID,0,0,3,0,0.3,79,0,0,0.2,1.2,9,0,0,0,0,8,0,9374,0.0,1.0,0.0,1,203,588,385,58,1,0,8,2021-10-16 14:00:00,Southampton,3,2.0
2021-22,Kevin De Bruyne,MID,0,3,32,1,28.8,76,0,1,9.6,44.4,83,0,0,0,0,8,0,231743,0.0,2.0,23.0,11,78794,92160,13366,119,1,0,8,2021-10-16 14:00:00,Man City,4,1.0
2021-22,Raheem Sterling,MID,0,0,10,1,15.7,76,0,0,5.4,6.2,90,0,0,0,0,8,0,115584,0.0,2.0,32.0,3,-3904,4211,8115,107,1,0,8,2021-10-16 14:00:00,Man City,4,1.0
2021-22,Mohamed Elyounoussi,MID,0,0,-2,1,12.8,79,0,0,3.6,0.0,90,0,0,0,0,8,0,16096,0.0,1.0,24.0,3,1699,4416,2717,55,1,0,8,2021-10-16 14:00:00,Southampton,3,2.0
2021-22,Hee-Chan Hwang,FWD,0,0,-1,0,4.8,72,2,0,1.9,0.0,87,0,0,0,0,8,0,501426,3.0,2.0,20.0,2,321256,363259,42003,56,0,0,8,2021-10-16 14:00:00,Wolves,3,2.0
2021-22,John McGinn,MID,1,3,49,0,50.6,72,3,1,12.9,70.8,90,0,0,0,0,8,0,59182,3.0,2.0,8.0,13,627,4446,3819,58,1,0,8,2021-10-16 14:00:00,Aston Villa,2,3.0
2021-22,João Filipe Iria Santos Moutinho,MID,0,0,15,0,29.3,72,2,0,4.5,15.8,73,0,0,0,0,8,0,55486,3.0,2.0,0.0,2,-1793,5778,7571,50,0,0,8,2021-10-16 14:00:00,Wolves,3,2.0
2021-22,Pascal Groß,MID,0,0,20,1,43.3,78,0,0,10.3,21.2,90,0,0,0,0,8,0,33014,0.0,0.0,38.0,3,361,2737,2376,60,0,0,8,2021-10-16 14:00:00,Brighton,4,2.0
2021-22,Marcus Rashford,MID,0,0,20,0,1.5,75,3,1,5.4,33.4,25,0,0,0,0,8,0,17592,2.0,4.0,19.0,6,4916,5962,1046,94,0,0,8,2021-10-16 14:00:00,Man Utd,3,1.0
2021-22,Cristiano Ronaldo dos Santos Aveiro,FWD,0,0,8,0,15.2,75,4,0,5.6,4.2,90,0,0,0,0,8,0,3673494,2.0,4.0,37.0,2,-351907,69871,421778,126,0,0,8,2021-10-16 14:00:00,Man Utd,3,1.0
2021-22,Jakub Moder,MID,0,0,12,1,9.6,78,0,0,3.7,2.0,83,0,0,0,0,8,0,68765,0.0,0.0,25.0,3,811,5373,4562,45,0,0,8,2021-10-16 14:00:00,Brighton,4,2.0
2021-22,Adam Forshaw,MID,0,0,2,0,0.3,79,0,0,0.3,2.6,26,0,0,0,0,8,0,1111,0.0,1.0,0.0,1,-240,57,297,45,0,0,8,2021-10-16 14:00:00,Leeds,2,3.0
2021-22,Raúl Jiménez,FWD,0,0,1,0,0.1,72,0,0,0.1,0.0,2,0,0,0,0,8,0,594501,3.0,2.0,2.0,1,118271,177092,58821,76,0,0,8,2021-10-16 14:00:00,Wolves,3,2.0
2021-22,Maxwel Cornet,MID,0,0,-2,0,1.1,76,1,0,3.2,7.4,55,0,0,0,0,8,0,2952,0.0,2.0,23.0,1,-10,566,576,60,0,0,8,2021-10-16 14:00:00,Burnley,1,4.0
2021-22,Johann Berg Gudmundsson,MID,0,0,3,0,0.3,76,0,0,0.1,0.2,18,0,0,0,0,8,0,5731,0.0,2.0,0.0,1,-1204,86,1290,55,0,0,8,2021-10-16 14:00:00,Burnley,1,4.0
2021-22,Fernando Luiz Rosa,MID,0,0,3,0,0.3,76,0,0,0.2,2.0,6,0,0,0,0,8,0,32000,0.0,2.0,0.0,1,-1097,1412,2509,49,1,0,8,2021-10-16 14:00:00,Man City,4,1.0
2021-22,Jesse Lingard,MID,0,0,8,0,11.5,75,2,0,2.8,9.4,10,0,0,0,0,8,0,105882,2.0,4.0,7.0,1,-6814,3955,10769,69,0,0,8,2021-10-16 14:00:00,Man Utd,3,1.0
2021-22,Rúben Diogo da Silva Neves,MID,0,2,31,0,6.8,72,2,1,5.4,40.2,90,0,0,0,0,8,0,87661,3.0,2.0,7.0,8,-4861,2522,7383,54,0,1,8,2021-10-16 14:00:00,Wolves,3,2.0
2021-22,Boubakary Soumaré,MID,0,0,11,0,2.5,75,2,0,0.9,6.2,90,0,0,0,0,8,0,6063,2.0,4.0,0.0,2,5,618,613,48,1,0,8,2021-10-16 14:00:00,Leicester,1,3.0
2021-22,Kenny McLean,MID,0,0,9,1,1.7,78,0,0,0.5,3.2,90,0,0,0,0,8,0,4080,0.0,0.0,0.0,3,-21,448,469,49,1,0,8,2021-10-16 14:00:00,Norwich,2,4.0
2021-22,Joe Gelhardt,FWD,0,0,2,0,0.3,79,0,0,0.1,0.2,13,0,0,0,0,8,0,25239,0.0,1.0,0.0,1,-998,1817,2815,45,0,0,8,2021-10-16 14:00:00,Leeds,2,3.0
2021-22,Nemanja Matic,MID,0,0,13,0,15.4,75,2,0,2.9,12.6,79,0,0,0,0,8,0,29294,2.0,4.0,1.0,2,-856,2773,3629,45,0,0,8,2021-10-16 14:00:00,Man Utd,3,1.0
2021-22,Leandro Trossard,MID,0,0,8,1,5.8,78,0,0,5.6,10.4,90,0,0,0,0,8,0,127562,0.0,0.0,40.0,3,22178,34230,12052,64,0,0,8,2021-10-16 14:00:00,Brighton,4,2.0
2021-22,Paul Pogba,MID,0,0,3,0,18.2,75,4,0,3.3,2.2,90,0,0,0,0,8,0,1637712,2.0,4.0,13.0,1,-212075,43083,255158,77,0,1,8,2021-10-16 14:00:00,Man Utd,3,1.0
2021-22,Nathan Tella,MID,0,0,3,0,0.0,79,0,0,0.0,0.0,1,0,0,0,0,8,0,4902,0.0,1.0,0.0,1,-62,450,512,48,1,0,8,2021-10-16 14:00:00,Southampton,3,2.0
2021-22,Bernardo Mota Veiga de Carvalho e Silva,MID,0,3,32,1,39.3,76,0,1,14.5,40.6,90,0,0,0,0,8,0,212677,0.0,2.0,65.0,11,68980,83842,14862,69,1,0,8,2021-10-16 14:00:00,Man City,4,1.0
2021-22,Adam Idah,FWD,0,0,4,0,0.5,78,0,0,0.2,1.2,1,0,0,0,0,8,0,34240,0.0,0.0,0.0,1,75,3547,3472,49,1,0,8,2021-10-16 14:00:00,Norwich,2,4.0
2021-22,Ashley Barnes,FWD,0,0,0,0,1.3,76,1,0,4.1,2.0,34,0,0,0,0,8,0,100728,0.0,2.0,38.0,1,-8332,4076,12408,54,0,0,8,2021-10-16 14:00:00,Burnley,1,4.0
2021-22,Adam Lallana,MID,0,0,13,1,17.3,78,0,0,5.3,24.6,90,0,0,0,0,8,0,18603,0.0,0.0,11.0,2,675,1963,1288,54,0,1,8,2021-10-16 14:00:00,Brighton,4,2.0
2021-22,Youri Tielemans,MID,0,3,40,0,39.8,75,2,1,12.7,57.6,90,0,0,0,0,8,0,351471,2.0,4.0,30.0,10,-19401,13980,33381,64,1,0,8,2021-10-16 14:00:00,Leicester,1,3.0
2021-22,Mason Greenwood,MID,0,0,19,0,2.8,75,2,1,5.9,32.4,79,0,0,0,0,8,0,1093969,2.0,4.0,24.0,7,-253030,31514,284544,76,0,0,8,2021-10-16 14:00:00,Man Utd,3,1.0
2021-22,Cole Palmer,MID,0,0,4,0,1.0,76,0,0,0.2,1.0,1,0,0,0,0,8,0,5392,0.0,2.0,0.0,1,-184,239,423,45,1,0,8,2021-10-16 14:00:00,Man City,4,1.0
2021-22,James Maddison,MID,0,0,10,0,10.6,75,1,0,4.5,4.4,72,0,0,0,0,8,0,326756,2.0,4.0,30.0,2,-31647,3715,35362,67,1,0,8,2021-10-16 14:00:00,Leicester,1,3.0
2021-22,Solomon March,MID,0,0,8,0,11.5,78,0,0,2.1,5.6,24,0,0,0,0,8,0,4797,0.0,0.0,4.0,1,-90,262,352,53,0,0,8,2021-10-16 14:00:00,Brighton,4,2.0
2021-22,Moussa Djenepo,MID,0,0,2,0,29.9,79,0,0,4.9,10.6,58,0,0,0,0,8,0,4923,0.0,1.0,8.0,1,-183,236,419,54,1,0,8,2021-10-16 14:00:00,Southampton,3,2.0
2021-22,Phil Foden,MID,1,0,16,1,10.1,76,0,0,6.7,8.6,90,0,0,0,0,8,0,362595,0.0,2.0,48.0,6,267612,299262,31650,80,1,0,8,2021-10-16 14:00:00,Man City,4,1.0
2021-22,Ibrahima Diallo,MID,0,0,18,1,3.1,79,0,0,1.3,9.4,90,0,0,0,0,8,0,10879,0.0,1.0,0.0,3,-117,661,778,45,1,0,8,2021-10-16 14:00:00,Southampton,3,2.0
2021-22,Dwight McNeil,MID,0,0,21,0,29.7,76,2,0,4.1,11.6,90,0,0,0,0,8,0,18274,0.0,2.0,0.0,2,-3706,831,4537,59,0,0,8,2021-10-16 14:00:00,Burnley,1,4.0
2021-22,Jack Harrison,MID,0,0,1,0,1.3,79,1,0,3.1,5.8,90,0,0,0,0,8,0,108635,0.0,1.0,24.0,2,-12059,1727,13786,58,0,0,8,2021-10-16 14:00:00,Leeds,2,3.0
2021-22,Ayoze Pérez,MID,2,0,24,0,31.0,75,1,0,11.1,39.4,17,0,0,0,0,8,0,9542,2.0,4.0,41.0,7,-304,333,637,58,1,0,8,2021-10-16 14:00:00,Leicester,1,3.0
2021-22,Neal Maupay,FWD,0,0,4,1,23.8,78,0,0,4.8,5.4,90,0,0,0,0,8,0,398371,0.0,0.0,19.0,2,113188,138198,25010,66,0,0,8,2021-10-16 14:00:00,Brighton,4,2.0
