Season,name,position,team,total_points,bps,clean_sheets,minutes,bonus,influence,ict_index,saves,value,selected,penalties_saved,transfers_in
2021-22,David de Gea,GK,Man Utd,2,17,0,90,0,34.4,3.4,5,5.0,473518,0,19470
2021-22,Aaron Ramsdale,GK,Arsenal,3,23,0,90,0,47.4,4.7,7,4.9,1125402,0,74772
2021-22,Hugo Lloris,GK,Spurs,7,26,1,90,1,20.4,2.0,2,5.4,743921,0,13230
2021-22,Álvaro Fernández,GK,Brentford,2,20,0,90,0,38.8,3.9,5,4.5,50139,0,5442
2021-22,Jordan Pickford,GK,Everton,1,15,0,90,0,18.8,1.9,3,5.0,384835,0,878
2021-22,Emiliano Martínez,GK,Aston Villa,2,18,0,90,0,30.8,3.1,5,5.5,1207781,0,4040
2021-22,Ederson Santana de Moraes,GK,Man City,2,10,0,90,0,19.4,1.9,2,6.0,795226,0,13080
2021-22,Alisson Ramses Becker,GK,Liverpool,2,14,0,90,0,13.6,1.4,1,6.0,676804,0,11180
2021-22,Lukasz Fabianski,GK,West Ham,2,10,0,90,0,18.0,1.8,2,5.0,195307,0,5504
2021-22,Robert Sánchez,GK,Brighton,4,23,0,90,1,29.2,2.9,4,4.6,1652925,0,16178
2021-22,Edouard Mendy,GK,Chelsea,4,20,0,90,0,43.0,4.3,6,6.3,1764727,0,41444
2021-22,Alex McCarthy,GK,Southampton,2,17,0,90,0,31.6,4.2,4,4.6,431841,0,9251
2021-22,Daniel Bachmann,GK,Watford,1,13,0,90,0,18.8,1.9,2,4.2,93486,0,7428
2021-22,Kasper Schmeichel,GK,Leicester,2,19,0,90,0,38.6,3.9,5,4.9,1261556,0,9090
2021-22,Nick Pope,GK,Burnley,6,24,1,90,0,13.8,1.4,2,5.4,213694,0,905
2021-22,José Malheiro de Sá,GK,Wolves,6,25,1,90,0,13.4,1.3,1,5.0,266044,0,39871
2021-22,Illan Meslier,GK,Leeds,8,26,1,90,2,14.0,1.4,1,4.9,225468,0,5415
2021-22,Vicente Guaita,GK,Crystal Palace,2,12,0,90,0,16.2,1.6,2,4.6,717107,0,12287
2021-22,Tim Krul,GK,Norwich,2,7,0,90,0,3.2,0.3,0,4.5,144668,0,8572
2021-22,Martin Dubravka,GK,Newcastle,3,19,0,90,0,35.8,3.6,5,4.4,17005,0,7849
2021-22,Edouard Mendy,GK,Chelsea,2,8,0,90,0,3.8,0.4,1,6.3,1730856,0,45351
2021-22,David de Gea,GK,Man Utd,3,18,0,90,0,41.0,4.1,5,5.0,458258,0,8321
2021-22,Lukasz Fabianski,GK,West Ham,3,19,0,90,0,47.2,4.7,6,5.0,192058,0,2704
2021-22,Ederson Santana de Moraes,GK,Man City,2,18,0,90,0,15.2,1.5,2,6.0,791220,0,14258
2021-22,Álvaro Fernández,GK,Brentford,9,33,1,90,2,41.4,4.1,5,4.5,46886,0,1510
2021-22,Jordan Pickford,GK,Everton,3,16,0,90,0,22.6,2.3,3,5.0,394101,0,2268
2021-22,Kasper Schmeichel,GK,Leicester,2,15,0,90,0,24.0,2.4,3,5.0,1277883,0,6723
2021-22,Daniel Bachmann,GK,Watford,1,17,0,90,0,30.6,3.1,4,4.2,87592,0,606
2021-22,Robert Sánchez,GK,Brighton,8,29,1,90,1,33.2,3.3,4,4.6,1646164,0,10461
2021-22,Illan Meslier,GK,Leeds,8,29,1,90,1,22.8,2.3,4,4.9,223062,0,1403
2021-22,José Malheiro de Sá,GK,Wolves,10,30,1,90,3,33.4,3.3,4,5.0,229810,0,26022
2021-22,Alisson Ramses Becker,GK,Liverpool,7,37,1,90,0,31.8,3.2,3,6.0,683223,0,29261
2021-22,Tim Krul,GK,Norwich,6,24,1,90,0,17.2,1.7,2,4.5,138528,0,6300
2021-22,Alex McCarthy,GK,Southampton,0,11,0,90,0,10.4,1.0,2,4.6,442082,0,15168
2021-22,Vicente Guaita,GK,Crystal Palace,1,9,0,90,0,10.2,1.0,1,4.6,719401,0,16578
2021-22,Emiliano Martínez,GK,Aston Villa,2,13,0,90,0,18.6,1.9,2,5.5,1240545,0,18879
2021-22,Aaron Ramsdale,GK,Arsenal,7,29,1,90,0,30.4,3.0,5,4.8,1072429,0,116089
2021-22,Martin Dubravka,GK,Newcastle,2,21,0,90,0,32.4,3.2,4,4.4,9241,0,468
2021-22,Illan Meslier,GK,Leeds,1,12,0,90,0,20.0,2.0,2,4.9,228668,0,1877
2021-22,Hugo Lloris,GK,Spurs,4,21,0,90,0,38.2,3.8,6,5.4,744936,0,62085
2021-22,Jordan Pickford,GK,Everton,2,16,0,90,0,25.8,2.6,4,5.0,399112,0,3131
2021-22,Ederson Santana de Moraes,GK,Man City,6,23,1,90,0,7.2,0.7,1,6.0,788801,0,28202
2021-22,Aaron Ramsdale,GK,Arsenal,1,21,0,90,0,44.6,4.5,5,4.8,952960,0,153475
2021-22,Alisson Ramses Becker,GK,Liverpool,8,31,1,90,1,26.6,2.7,3,6.0,659859,0,10558
2021-22,Lukasz Fabianski,GK,West Ham,3,16,0,90,0,24.2,2.4,4,5.0,198288,0,17566
2021-22,Emiliano Martínez,GK,Aston Villa,6,23,1,90,0,18.4,1.8,2,5.5,1243357,0,27997
2021-22,Jason Steele,GK,Brighton,2,17,0,90,0,28.8,2.9,3,4.0,245349,0,6488
2021-22,Vicente Guaita,GK,Crystal Palace,3,21,0,90,0,43.0,4.3,6,4.6,723591,0,166429
2021-22,Álvaro Fernández,GK,Brentford,3,22,0,90,0,40.8,4.1,6,4.5,50675,0,5775
2021-22,Nick Pope,GK,Burnley,2,17,0,90,0,37.6,3.8,5,5.4,223502,0,6778
2021-22,David de Gea,GK,Man Utd,6,25,0,90,0,42.2,4.2,3,5.0,469831,1,28515
2021-22,José Malheiro de Sá,GK,Wolves,8,28,1,90,1,15.2,1.5,3,5.0,204780,0,5727
2021-22,Tim Krul,GK,Norwich,2,15,0,90,0,26.0,2.6,4,4.5,136244,0,9212
2021-22,Alex McCarthy,GK,Southampton,1,12,0,90,0,14.0,1.4,2,4.6,471755,0,203388
2021-22,Ben Foster,GK,Watford,5,23,0,90,0,37.0,4.7,2,4.1,1993395,0,71029
2021-22,Karl Darlow,GK,Newcastle,1,7,0,90,0,4.6,0.5,1,4.5,43386,0,9006
2021-22,Kasper Schmeichel,GK,Leicester,1,15,0,90,0,32.2,3.2,4,5.0,1314062,0,10288
2021-22,Edouard Mendy,GK,Chelsea,6,23,1,90,0,15.2,1.5,3,6.2,1706975,0,68861
2021-22,Lukasz Fabianski,GK,West Ham,2,15,0,90,0,26.2,2.6,3,5.0,183626,0,6903
2021-22,Alisson Ramses Becker,GK,Liverpool,-1,3,0,90,0,7.2,0.7,1,6.0,670480,0,13651
2021-22,Ben Foster,GK,Watford,11,36,0,90,3,55.2,5.5,5,4.1,1936052,1,26505
2021-22,Aaron Ramsdale,GK,Arsenal,7,27,1,90,1,7.6,0.8,1,4.7,824308,0,234062
2021-22,Illan Meslier,GK,Leeds,2,13,0,90,0,21.8,2.2,2,5.0,240476,0,1482
2021-22,Jordan Pickford,GK,Everton,6,20,1,90,0,2.2,0.2,0,5.0,411471,0,2009
2021-22,Hugo Lloris,GK,Spurs,6,25,1,90,0,14.0,1.4,2,5.4,693686,0,8121
2021-22,Kasper Schmeichel,GK,Leicester,3,19,0,90,0,30.6,3.1,4,5.0,1356720,0,6405
2021-22,Robert Sánchez,GK,Brighton,-1,1,0,90,0,0.0,0.9,1,4.6,2009136,0,38299
2021-22,Karl Darlow,GK,Newcastle,3,17,0,90,0,34.8,3.5,4,4.5,35740,0,910
2021-22,Edouard Mendy,GK,Chelsea,2,9,0,90,0,11.8,1.2,1,6.2,1671469,0,109663
2021-22,Vicente Guaita,GK,Crystal Palace,6,23,1,90,0,14.8,1.5,2,4.5,559087,0,22993
2021-22,Álvaro Fernández,GK,Brentford,2,19,0,90,0,22.4,2.2,4,4.5,52728,0,11298
2021-22,Tim Krul,GK,Norwich,4,23,0,90,0,49.8,5.0,6,4.5,132407,0,6427
2021-22,José Malheiro de Sá,GK,Wolves,2,18,0,90,0,33.6,3.4,4,5.0,214570,0,4158
2021-22,Nick Pope,GK,Burnley,3,17,0,90,0,28.4,3.8,4,5.4,220958,0,1948
2021-22,Ederson Santana de Moraes,GK,Man City,6,20,1,90,0,11.8,1.2,1,6.0,768180,0,5292
2021-22,David de Gea,GK,Man Utd,2,16,0,90,0,30.8,3.1,5,5.0,451451,0,9245
2021-22,Emiliano Martínez,GK,Aston Villa,2,11,0,90,0,14.8,1.5,2,5.5,1251778,0,29755
2021-22,Alex McCarthy,GK,Southampton,9,26,1,90,2,20.8,2.1,3,4.5,262420,0,30181
2021-22,Jordan Pickford,GK,Everton,1,13,0,90,0,14.8,1.5,2,5.0,426436,0,5465
2021-22,José Malheiro de Sá,GK,Wolves,3,17,0,90,0,27.2,2.7,4,5.0,222292,0,16176
2021-22,Emiliano Martínez,GK,Aston Villa,1,16,0,90,0,31.8,3.2,4,5.5,1253823,0,68407
2021-22,Lukasz Fabianski,GK,West Ham,2,11,0,90,0,18.6,1.9,2,5.0,185675,0,22275
2021-22,Tim Krul,GK,Norwich,2,12,0,90,0,15.4,1.6,3,4.5,131370,0,16374
2021-22,Illan Meslier,GK,Leeds,2,14,0,90,0,14.4,1.4,2,5.0,262452,0,25609
2021-22,David de Gea,GK,Man Utd,6,19,1,90,0,2.8,0.3,0,5.0,458522,0,7358
2021-22,Hugo Lloris,GK,Spurs,1,9,0,90,0,7.4,0.7,1,5.5,716353,0,4842
2021-22,Robert Sánchez,GK,Brighton,1,11,0,90,0,11.6,1.2,1,4.6,1991624,0,65976
2021-22,Edouard Mendy,GK,Chelsea,6,21,1,90,0,10.2,1.0,1,6.2,1563012,0,167161
2021-22,Ederson Santana de Moraes,GK,Man City,0,12,0,90,0,11.8,1.2,1,6.0,812520,0,31828
2021-22,Nick Pope,GK,Burnley,3,15,0,90,0,15.8,1.6,3,5.4,227345,0,6403
2021-22,Vicente Guaita,GK,Crystal Palace,7,24,1,90,1,22.4,2.2,3,4.5,541011,0,12087
2021-22,Álvaro Fernández,GK,Brentford,1,15,0,90,0,18.2,1.8,2,4.5,46718,0,39361
2021-22,Karl Darlow,GK,Newcastle,2,13,0,90,0,9.6,1.0,3,4.5,35921,0,1224
2021-22,Alisson Ramses Becker,GK,Liverpool,2,20,0,90,0,28.6,2.9,4,6.0,679787,0,51058
2021-22,Ben Foster,GK,Watford,2,10,0,90,0,4.0,0.4,0,4.1,1933812,0,64192
2021-22,Alex McCarthy,GK,Southampton,8,28,1,90,1,20.2,2.0,3,4.5,235498,0,25351
2021-22,Kasper Schmeichel,GK,Leicester,2,21,0,90,0,26.2,2.6,4,5.0,1404233,0,15825
2021-22,Aaron Ramsdale,GK,Arsenal,10,38,1,90,2,50.8,5.1,8,4.6,568492,0,56736
2021-22,Alisson Ramses Becker,GK,Liverpool,7,27,1,90,0,28.0,2.8,3,6.0,628602,0,9084
2021-22,David de Gea,GK,Man Utd,1,14,0,90,0,22.0,2.2,3,5.1,492443,0,7239
2021-22,Hugo Lloris,GK,Spurs,3,15,0,90,0,29.6,3.3,3,5.5,765737,0,9183
2021-22,Lukasz Fabianski,GK,West Ham,9,31,1,90,2,30.0,3.0,4,5.0,162970,0,2898
2021-22,Kasper Schmeichel,GK,Leicester,3,17,0,90,0,32.0,3.2,4,5.0,1443557,0,12988
2021-22,David Raya Martin,GK,Brentford,2,19,0,90,0,26.4,2.6,4,4.6,897349,0,56489
2021-22,Robert Sánchez,GK,Brighton,4,33,0,90,2,59.2,5.9,8,4.6,1960211,0,26257
2021-22,Ederson Santana de Moraes,GK,Man City,2,10,0,90,0,21.0,2.1,4,6.0,802817,0,32897
2021-22,Jordan Pickford,GK,Everton,1,13,0,90,0,23.0,2.3,3,5.0,447989,0,21365
2021-22,Ben Foster,GK,Watford,1,12,0,90,0,16.6,1.7,2,4.0,1883246,0,52125
2021-22,Alex McCarthy,GK,Southampton,2,15,0,90,0,23.8,2.4,3,4.5,224080,0,37522
2021-22,Nick Pope,GK,Burnley,1,13,0,90,0,10.6,1.1,2,5.4,229503,0,2287
2021-22,Illan Meslier,GK,Leeds,3,15,0,90,0,20.4,2.0,3,5.0,240020,0,3873
2021-22,Vicente Guaita,GK,Crystal Palace,2,8,0,90,0,1.2,0.1,0,4.5,556561,0,14758
2021-22,José Malheiro de Sá,GK,Wolves,3,17,0,90,0,23.4,3.3,3,5.0,220027,0,13657
2021-22,Karl Darlow,GK,Newcastle,2,13,0,90,0,21.0,2.1,2,4.5,37655,0,2751
2021-22,Tim Krul,GK,Norwich,1,27,0,90,0,45.2,4.5,7,4.5,118402,0,10081
2021-22,Edouard Mendy,GK,Chelsea,6,21,1,90,0,10.6,1.1,1,6.1,1399112,0,203207
2021-22,Aaron Ramsdale,GK,Arsenal,3,15,0,90,0,23.0,2.3,3,4.6,530588,0,42094
2021-22,Emiliano Martínez,GK,Aston Villa,10,40,0,90,2,61.4,6.1,6,5.5,1195301,1,20637
2021-22,Vicente Guaita,GK,Crystal Palace,2,21,0,90,0,32.0,3.2,4,4.5,553465,0,13289
2021-22,Aaron Ramsdale,GK,Arsenal,2,16,0,90,0,18.6,1.9,4,4.6,514981,0,206864
2021-22,Hugo Lloris,GK,Spurs,1,8,0,90,0,2.8,0.3,0,5.5,814377,0,38514
2021-22,Karl Darlow,GK,Newcastle,1,12,0,90,0,7.8,0.8,1,4.5,36576,0,1665
2021-22,Lukasz Fabianski,GK,West Ham,6,23,1,90,0,15.8,1.6,2,5.0,165377,0,3827
2021-22,Jordan Pickford,GK,Everton,3,17,0,90,0,29.4,2.9,3,5.0,433202,0,11219
2021-22,Edouard Mendy,GK,Chelsea,9,32,1,90,1,47.2,4.7,6,6.0,1171595,0,112694
2021-22,David Raya Martin,GK,Brentford,2,13,0,90,0,6.8,0.7,0,4.6,857157,0,52462
2021-22,Robert Sánchez,GK,Brighton,6,25,1,90,0,14.8,1.5,2,4.6,2016052,0,69759
2021-22,Emiliano Martínez,GK,Aston Villa,1,13,0,90,0,12.4,1.2,1,5.5,1219462,0,58255
2021-22,Illan Meslier,GK,Leeds,3,15,0,90,0,22.4,2.2,3,5.0,246335,0,14332
2021-22,David de Gea,GK,Man Utd,2,22,0,90,0,51.6,5.2,7,5.1,540369,0,27148
2021-22,Nick Pope,GK,Burnley,2,18,0,90,0,32.4,3.2,4,5.4,233374,0,2774
2021-22,José Malheiro de Sá,GK,Wolves,2,15,0,90,0,26.4,2.6,3,5.0,225363,0,27801
2021-22,Tim Krul,GK,Norwich,9,27,1,90,2,22.4,2.2,3,4.5,109013,0,4993
2021-22,Alex McCarthy,GK,Southampton,5,17,1,90,0,5.6,0.6,0,4.5,186568,0,27086
2021-22,Kasper Schmeichel,GK,Leicester,2,20,0,90,0,26.8,2.7,4,5.1,1479395,0,10278
2021-22,Zack Steffen,GK,Man City,7,29,1,90,1,23.0,2.3,2,4.5,25952,0,10743
2021-22,Caoimhin Kelleher,GK,Liverpool,6,29,1,90,0,18.4,1.8,2,4.4,13827,0,5064
2021-22,Ben Foster,GK,Watford,1,18,0,90,0,22.6,2.3,4,4.0,1844060,0,99903
2021-22,Alisson Ramses Becker,GK,Liverpool,1,14,0,90,0,19.4,1.9,1,6.0,718756,0,18939
2021-22,Ederson Santana de Moraes,GK,Man City,1,13,0,90,0,13.6,1.4,1,6.0,826850,0,39691
2021-22,Vicente Guaita,GK,Crystal Palace,2,15,0,90,0,19.2,1.9,3,4.5,559645,0,20266
2021-22,Hugo Lloris,GK,Spurs,2,16,0,90,0,16.2,2.6,2,5.6,802843,0,10070
2021-22,Kasper Schmeichel,GK,Leicester,1,12,0,90,0,19.8,2.0,2,5.1,1571547,0,13109
2021-22,Lukasz Fabianski,GK,West Ham,2,16,0,90,0,33.4,3.3,4,5.0,169808,0,7624
2021-22,Emiliano Martínez,GK,Aston Villa,4,23,0,90,1,46.2,4.6,6,5.5,1190292,0,47010
2021-22,David Raya Martin,GK,Brentford,3,16,0,90,0,26.4,2.6,4,4.6,828258,0,37775
2021-22,Aaron Ramsdale,GK,Arsenal,6,26,1,90,0,15.0,1.5,2,4.5,312525,0,169174
2021-22,Robert Sánchez,GK,Brighton,6,25,1,90,0,21.0,2.1,2,4.6,2014794,0,22487
2021-22,Edouard Mendy,GK,Chelsea,2,9,0,90,0,8.4,0.8,1,6.0,1090025,0,128340
2021-22,Illan Meslier,GK,Leeds,6,27,1,90,0,13.4,1.3,1,5.0,243227,0,14621
2021-22,Nick Pope,GK,Burnley,6,27,1,90,0,8.0,0.8,2,5.4,251185,0,17315
2021-22,Ben Foster,GK,Watford,2,14,0,90,0,13.8,1.4,2,4.0,1765909,0,92486
2021-22,Alex McCarthy,GK,Southampton,3,20,0,90,0,46.8,4.7,6,4.5,166586,0,14372
2021-22,Tim Krul,GK,Norwich,9,32,1,90,2,37.4,3.7,5,4.5,108303,0,3510
2021-22,José Malheiro de Sá,GK,Wolves,2,10,0,90,0,10.8,1.1,1,5.0,220688,0,56123
2021-22,Karl Darlow,GK,Newcastle,1,9,0,90,0,6.4,0.6,1,4.5,37131,0,3078
2021-22,Jordan Pickford,GK,Everton,3,18,0,90,0,29.4,2.9,5,5.0,432261,0,7239
2021-22,David de Gea,GK,Man Utd,2,9,0,90,0,7.0,0.7,1,5.1,547444,0,36897
2021-22,Vicente Guaita,GK,Crystal Palace,3,16,0,90,0,26.8,2.7,3,4.5,562743,0,64219
2021-22,Robert Sánchez,GK,Brighton,2,19,0,90,1,20.0,3.0,2,4.6,2113031,0,68687
2021-22,Hugo Lloris,GK,Spurs,2,16,0,90,0,27.4,2.7,4,5.6,856648,0,29133
2021-22,Aaron Ramsdale,GK,Arsenal,3,13,0,90,0,19.8,2.0,3,4.5,139625,0,65509
2021-22,Alex McCarthy,GK,Southampton,2,12,0,90,0,19.4,1.9,2,4.5,164332,0,36300
2021-22,José Malheiro de Sá,GK,Wolves,14,51,1,90,3,54.8,7.5,6,5.0,164967,0,7023
2021-22,Alisson Ramses Becker,GK,Liverpool,1,9,0,90,0,5.0,0.5,0,6.0,767927,0,140773
2021-22,David Raya Martin,GK,Brentford,2,16,0,90,0,28.2,2.8,3,4.6,812107,0,48941
2021-22,Lukasz Fabianski,GK,West Ham,3,18,0,90,0,26.4,2.6,4,5.0,171616,0,23203
2021-22,Kasper Schmeichel,GK,Leicester,1,14,0,90,0,16.8,1.7,2,5.1,1652153,0,92714
2021-22,Jordan Pickford,GK,Everton,6,23,1,90,0,11.2,1.4,2,5.0,443057,0,10950
2021-22,Ben Foster,GK,Watford,3,17,0,90,0,35.6,3.6,5,4.0,1687608,0,91656
2021-22,Nick Pope,GK,Burnley,1,14,0,90,0,15.6,1.6,2,5.4,237926,0,2630
2021-22,Illan Meslier,GK,Leeds,1,18,0,90,0,37.8,3.8,5,5.0,240567,0,10509
2021-22,Tim Krul,GK,Norwich,1,12,0,90,0,19.2,1.9,2,4.5,109970,0,5624
2021-22,Karl Darlow,GK,Newcastle,2,10,0,90,0,17.6,1.8,3,4.5,36093,0,7797
2021-22,Ederson Santana de Moraes,GK,Man City,6,20,1,90,0,5.0,0.5,0,6.0,805000,0,37690
2021-22,David de Gea,GK,Man Utd,2,10,0,90,0,12.2,1.2,2,5.0,537192,0,92246
2021-22,Edouard Mendy,GK,Chelsea,2,13,0,90,0,21.0,2.1,2,6.0,948833,0,32708
2021-22,Emiliano Martínez,GK,Aston Villa,9,30,1,90,2,37.4,3.7,4,5.5,1157573,0,20963
2021-22,Hugo Lloris,GK,Spurs,3,19,0,90,0,52.0,5.2,6,5.6,877029,0,36324
2021-22,Kepa Arrizabalaga,GK,Chelsea,6,25,1,90,0,17.2,1.7,2,4.9,20215,0,416
2021-22,Kasper Schmeichel,GK,Leicester,2,13,0,90,0,22.6,2.3,3,5.0,1611155,0,148148
2021-22,Robert Sánchez,GK,Brighton,1,8,0,90,0,11.0,1.1,2,4.5,2081580,0,164827
2021-22,David de Gea,GK,Man Utd,10,29,0,90,2,43.2,4.3,3,5.0,439922,1,36837
2021-22,Lukasz Fabianski,GK,West Ham,3,24,0,90,0,58.6,5.9,8,5.0,153344,0,5922
2021-22,Emiliano Martínez,GK,Aston Villa,8,28,1,90,2,13.8,1.4,1,5.5,1181646,0,3060
2021-22,Asmir Begović,GK,Everton,1,9,0,90,0,10.4,1.0,1,4.0,277894,0,21842
2021-22,Aaron Ramsdale,GK,Arsenal,9,32,1,90,2,26.4,2.6,3,4.5,77277,0,65020
2021-22,Ederson Santana de Moraes,GK,Man City,8,31,1,90,2,21.2,2.1,2,6.0,801398,0,48346
2021-22,Ben Foster,GK,Watford,3,18,0,90,0,28.2,2.8,4,4.0,1589460,0,39569
2021-22,Alex McCarthy,GK,Southampton,6,22,1,90,0,10.6,1.1,1,4.5,128732,0,18099
2021-22,Vicente Guaita,GK,Crystal Palace,3,23,0,90,0,49.8,5.0,7,4.5,507912,0,90531
2021-22,Nick Pope,GK,Burnley,2,16,0,90,0,20.6,2.1,2,5.5,249623,0,6459
2021-22,Alisson Ramses Becker,GK,Liverpool,7,27,1,90,1,19.4,1.9,2,6.0,609978,0,59785
2021-22,Tim Krul,GK,Norwich,2,18,0,90,0,44.6,4.5,5,4.5,111222,0,8029
2021-22,David Raya Martin,GK,Brentford,6,21,1,90,0,5.2,0.5,0,4.6,797888,0,64539
2021-22,José Malheiro de Sá,GK,Wolves,0,8,0,90,0,12.2,1.2,1,5.0,187779,0,77927
2021-22,Illan Meslier,GK,Leeds,4,25,0,90,0,44.0,4.4,6,5.0,244209,0,13488
2021-22,Karl Darlow,GK,Newcastle,8,29,0,90,3,55.2,5.5,9,4.5,28803,0,1541
2021-22,Nick Pope,GK,Burnley,2,14,0,90,0,21.6,2.2,3,5.5,258671,0,11012
2021-22,Jordan Pickford,GK,Everton,3,19,0,90,0,29.4,2.9,5,5.0,603366,0,143497
2021-22,Alisson Ramses Becker,GK,Liverpool,9,34,1,90,2,34.6,3.5,4,6.0,555625,0,66613
2021-22,Illan Meslier,GK,Leeds,2,24,0,90,0,42.4,4.2,5,5.0,252407,0,17008
2021-22,Jed Steer,GK,Aston Villa,1,13,0,90,0,8.2,0.8,1,4.0,186783,0,104226
2021-22,Edouard Mendy,GK,Chelsea,9,34,1,90,1,52.4,5.2,6,6.0,942978,0,154684
2021-22,Freddie Woodman,GK,Newcastle,0,10,0,90,0,10.6,1.1,2,4.5,53785,0,14418
2021-22,Robert Sánchez,GK,Brighton,6,23,1,90,0,11.6,1.2,1,4.5,1994204,0,319456
2021-22,Lukasz Fabianski,GK,West Ham,6,24,1,90,0,19.0,1.9,2,5.0,159234,0,17487
2021-22,Ederson Santana de Moraes,GK,Man City,6,24,1,90,0,19.0,1.9,2,6.0,767438,0,51210
2021-22,Aaron Ramsdale,GK,Arsenal,6,23,1,90,0,9.0,0.9,1,4.5,17374,0,10225
2021-22,David de Gea,GK,Man Utd,2,11,0,90,0,19.0,1.9,2,5.0,459479,0,215479
2021-22,Alex McCarthy,GK,Southampton,7,26,1,90,0,28.6,2.9,3,4.5,118422,0,11645
2021-22,David Raya Martin,GK,Brentford,2,13,0,90,0,13.0,1.3,1,4.6,796908,0,398394
2021-22,Daniel Bachmann,GK,Watford,2,18,0,90,0,33.0,3.3,4,4.5,194517,0,84153
2021-22,Tim Krul,GK,Norwich,3,18,0,90,0,41.6,4.2,5,4.5,109997,0,9983
2021-22,Kasper Schmeichel,GK,Leicester,4,24,0,90,0,58.0,5.8,7,5.0,1521522,0,152805
2021-22,José Malheiro de Sá,GK,Wolves,6,24,1,90,0,18.4,1.8,2,5.0,121133,0,124510
2021-22,Hugo Lloris,GK,Spurs,1,11,0,90,0,11.6,1.2,1,5.6,995983,0,416968
2021-22,Vicente Guaita,GK,Crystal Palace,6,21,1,90,0,5.8,0.6,1,4.5,441867,0,78258
2021-22,David de Gea,GK,Man Utd,7,29,1,90,0,35.4,3.5,5,5.0,261452,0,23908
2021-22,José Malheiro de Sá,GK,Wolves,2,13,0,90,0,13.6,1.4,2,5.0,31706,0,4304
2021-22,Illan Meslier,GK,Leeds,2,15,0,90,0,25.4,2.5,2,5.0,277617,0,12981
2021-22,Hugo Lloris,GK,Spurs,6,23,1,90,0,18.0,1.8,2,5.5,564232,0,141787
2021-22,Daniel Bachmann,GK,Watford,4,24,0,90,0,42.8,4.3,7,4.5,153208,0,4971
2021-22,Nick Pope,GK,Burnley,2,10,0,90,0,11.8,1.2,1,5.5,267442,0,3264
2021-22,Edouard Mendy,GK,Chelsea,3,19,0,90,0,40.0,4.0,6,6.0,774783,0,28114
2021-22,Alisson Ramses Becker,GK,Liverpool,2,14,0,90,0,19.8,2.0,2,6.0,536317,0,25474
2021-22,Lukasz Fabianski,GK,West Ham,1,6,0,90,0,1.8,0.2,0,5.0,156599,0,10631
2021-22,Robert Sánchez,GK,Brighton,2,17,0,90,0,22.4,2.2,3,4.5,1839826,0,88721
2021-22,Freddie Woodman,GK,Newcastle,2,16,0,90,0,26.2,2.6,4,4.5,47692,0,10650
2021-22,Vicente Guaita,GK,Crystal Palace,1,18,0,90,0,21.2,2.1,2,4.5,408150,0,34279
2021-22,Alex McCarthy,GK,Southampton,1,12,0,90,0,18.0,1.8,2,4.5,121899,0,11571
2021-22,David Raya Martin,GK,Brentford,3,21,0,90,0,42.4,4.2,4,4.5,431437,0,124503
2021-22,Jordan Pickford,GK,Everton,6,23,1,90,0,18.6,2.9,3,5.0,493892,0,16745
2021-22,Tim Krul,GK,Norwich,1,9,0,90,0,12.0,1.2,1,4.5,109843,0,3014
2021-22,Emiliano Martínez,GK,Aston Villa,2,14,0,90,0,11.8,1.2,1,5.5,2332815,0,27897
2021-22,Kasper Schmeichel,GK,Leicester,3,14,0,90,0,19.6,2.0,3,5.0,1528484,0,93357
2021-22,Bernd Leno,GK,Arsenal,1,20,0,90,0,43.0,4.3,5,4.9,136757,0,5164
2021-22,Ederson Santana de Moraes,GK,Man City,6,24,1,90,0,5.4,0.5,0,6.0,796739,0,36751
2021-22,Lukasz Fabianski,GK,West Ham,2,7,0,90,0,1.8,0.2,0,5.0,151405,0,3688
2021-22,Kasper Schmeichel,GK,Leicester,1,15,0,90,0,20.0,2.0,3,5.0,1462965,0,136842
2021-22,Edouard Mendy,GK,Chelsea,8,32,1,90,1,22.4,2.2,3,6.0,741833,0,29384
2021-22,Bernd Leno,GK,Arsenal,2,17,0,90,0,24.2,2.4,3,5.0,144885,0,2627
2021-22,Alex McCarthy,GK,Southampton,2,12,0,90,0,17.0,1.7,2,4.5,113162,0,4182
2021-22,José Malheiro de Sá,GK,Wolves,3,14,0,90,0,32.4,3.2,5,5.0,28451,0,1850
2021-22,David de Gea,GK,Man Utd,3,13,0,90,0,19.0,1.9,3,5.0,245055,0,33102
2021-22,Hugo Lloris,GK,Spurs,11,35,1,90,3,44.0,5.4,6,5.5,363408,0,49646
2021-22,Robert Sánchez,GK,Brighton,6,23,1,90,0,12.4,1.2,1,4.5,1781897,0,54177
2021-22,Daniel Bachmann,GK,Watford,1,9,0,90,0,11.0,1.1,1,4.5,159947,0,7089
2021-22,Illan Meslier,GK,Leeds,3,20,0,90,0,44.2,4.4,6,5.0,279258,0,5620
2021-22,Freddie Woodman,GK,Newcastle,1,8,0,90,0,1.6,0.2,0,4.5,39679,0,14515
2021-22,David Raya Martin,GK,Brentford,6,26,1,90,0,16.4,1.6,2,4.5,299591,0,106397
2021-22,Jordan Pickford,GK,Everton,1,12,0,90,0,10.0,1.0,2,5.0,502827,0,20466
2021-22,Ederson Santana de Moraes,GK,Man City,6,19,1,90,0,4.2,0.4,0,6.0,769175,0,35317
2021-22,Emiliano Martínez,GK,Aston Villa,5,17,1,90,0,10.2,1.0,1,5.5,2391120,0,23621
