Season,name,position,team,total_points,bps,clean_sheets,minutes,bonus,influence,ict_index,saves,value,selected,penalties_saved,transfers_in
2020-21,Alphonse Areola,GK,West Ham,3,19,0,90,0,30.6,3.1,5,4.5,99117,0,2994
2020-21,Vicente Guaita,GK,Crystal Palace,3,16,0,90,0,35.0,3.5,5,5.0,258625,0,906
2020-21,Hugo Lloris,GK,Spurs,3,14,0,90,0,24.2,2.4,4,5.5,505870,0,64027
2020-21,Alex McCarthy,GK,Southampton,6,19,1,90,0,3.8,0.4,0,4.6,1704504,0,52340
2020-21,Aaron Ramsdale,GK,Arsenal,2,20,0,90,0,25.0,2.5,3,4.8,188768,0,1160
2020-21,Jordan Pickford,GK,Everton,9,28,1,90,2,18.4,1.8,3,4.9,481383,0,3666
2020-21,Edouard Mendy,GK,Chelsea,3,14,0,90,0,24.8,2.5,3,5.2,703839,0,49925
2020-21,Ederson Santana de Moraes,GK,Man City,6,23,1,90,0,15.6,1.6,2,6.0,453521,0,11082
2020-21,David de Gea,GK,Man Utd,6,24,1,90,0,19.8,2.0,2,5.4,256611,0,1590
2020-21,Sam Johnstone,GK,West Brom,2,17,0,90,0,26.4,2.6,4,4.5,134553,0,11623
2020-21,Karl Darlow,GK,Newcastle,2,12,0,90,0,9.6,1.0,2,5.0,146925,0,17937
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,2,8,0,90,0,10.4,1.0,1,5.5,519807,0,5569
2020-21,Emiliano Martínez,GK,Aston Villa,11,36,1,90,3,47.2,4.7,7,4.8,1866758,0,19427
2020-21,Lukasz Fabianski,GK,West Ham,3,17,0,90,0,43.6,4.4,6,5.1,360142,0,38813
2020-21,Illan Meslier,GK,Leeds,3,25,0,90,0,49.0,4.9,6,4.6,409595,0,58168
2020-21,Alex McCarthy,GK,Southampton,2,12,0,90,0,26.6,2.7,3,4.6,1668694,0,136037
2020-21,Mathew Ryan,GK,Brighton,1,12,0,90,0,12.0,1.2,1,4.5,976199,0,11247
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,1,14,0,90,0,22.0,2.2,3,5.5,527305,0,5892
2020-21,Caoimhin Kelleher,GK,Liverpool,7,26,1,90,0,28.2,2.8,3,4.5,8383,0,5353
2020-21,Bernd Leno,GK,Arsenal,1,10,0,90,0,8.4,0.8,1,5.0,648266,0,7916
2020-21,Hugo Lloris,GK,Spurs,6,22,1,90,0,17.4,1.7,2,5.5,443690,0,53637
2020-21,Kasper Schmeichel,GK,Leicester,2,8,0,90,0,3.2,0.3,0,5.5,917353,0,32914
2020-21,Aaron Ramsdale,GK,Arsenal,1,13,0,90,0,17.2,1.9,2,4.8,197031,0,1229
2020-21,Sam Johnstone,GK,West Brom,0,12,0,90,0,14.2,1.4,2,4.5,147390,0,46848
2020-21,Vicente Guaita,GK,Crystal Palace,3,14,0,90,0,23.4,2.3,3,5.0,280217,0,5508
2020-21,Illan Meslier,GK,Leeds,3,21,0,90,0,54.2,5.4,7,4.6,352439,0,52241
2020-21,Edouard Mendy,GK,Chelsea,2,9,0,90,0,6.8,0.7,2,5.2,682911,0,140381
2020-21,Lukasz Fabianski,GK,West Ham,2,14,0,90,0,18.0,1.8,3,5.1,333463,0,66234
2020-21,Dean Henderson,GK,Man Utd,3,19,0,90,0,26.4,2.6,5,5.3,115746,0,3314
2020-21,Ederson Santana de Moraes,GK,Man City,6,22,1,90,0,12.2,1.2,1,6.0,471360,0,40431
2020-21,Alphonse Areola,GK,West Ham,2,16,0,90,0,34.2,3.4,4,4.5,98750,0,2849
2020-21,Nick Pope,GK,Burnley,3,19,0,90,0,37.8,3.8,5,5.4,698008,0,4240
2020-21,Jordan Pickford,GK,Everton,2,13,0,90,0,21.4,2.1,2,4.9,511457,0,16662
2020-21,Emiliano Martínez,GK,Aston Villa,1,9,0,90,0,3.6,0.4,0,4.8,2056118,0,35488
2020-21,Lukasz Fabianski,GK,West Ham,3,19,0,90,0,30.4,3.0,5,5.0,276973,0,62088
2020-21,Kasper Schmeichel,GK,Leicester,2,13,0,90,0,27.4,2.7,3,5.5,909847,0,46847
2020-21,Alphonse Areola,GK,West Ham,2,12,0,90,0,17.4,1.7,2,4.5,100136,0,2582
2020-21,Bernd Leno,GK,Arsenal,2,13,0,90,0,22.8,2.3,3,5.0,679574,0,16683
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,2,8,0,90,0,8.8,0.9,1,5.5,553302,0,7176
2020-21,Edouard Mendy,GK,Chelsea,6,22,1,90,0,9.2,0.9,1,5.1,522718,0,46062
2020-21,Hugo Lloris,GK,Spurs,10,31,1,90,3,18.8,1.9,3,5.5,399842,0,14175
2020-21,Dean Henderson,GK,Man Utd,1,8,0,45,0,13.0,1.3,2,5.3,114603,0,127
2020-21,Alex McCarthy,GK,Southampton,2,17,0,90,0,23.2,2.3,3,4.5,1531860,0,47742
2020-21,David de Gea,GK,Man Utd,0,5,0,45,0,3.6,0.4,1,5.4,291830,0,6019
2020-21,Sam Johnstone,GK,West Brom,11,33,1,90,3,39.8,4.0,6,4.5,97761,0,19188
2020-21,Aaron Ramsdale,GK,Arsenal,3,18,0,90,0,35.2,3.5,5,4.8,211796,0,3890
2020-21,Jordan Pickford,GK,Everton,3,20,0,90,0,39.8,4.0,5,4.9,508548,0,5232
2020-21,Illan Meslier,GK,Leeds,11,38,1,90,3,51.6,5.2,8,4.5,301635,0,7817
2020-21,Ederson Santana de Moraes,GK,Man City,6,26,1,90,0,12.4,1.2,1,6.0,432941,0,17852
2020-21,Bailey Peacock-Farrell,GK,Burnley,0,9,0,90,0,6.4,0.6,1,4.0,111215,0,4436
2020-21,Alisson Ramses Becker,GK,Liverpool,1,12,0,90,0,19.6,2.0,2,5.9,560510,0,19331
2020-21,Mathew Ryan,GK,Brighton,2,10,0,90,0,8.4,0.8,1,4.5,990709,0,5071
2020-21,Karl Darlow,GK,Newcastle,8,28,1,90,1,23.2,2.3,3,5.0,131310,0,5464
2020-21,Vicente Guaita,GK,Crystal Palace,2,19,0,90,0,25.2,2.5,5,5.0,291786,0,6489
2020-21,Alex McCarthy,GK,Southampton,7,24,0,90,3,59.0,5.9,8,4.5,1498709,0,75156
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,2,9,0,90,0,10.2,1.0,1,5.5,566846,0,21069
2020-21,Vicente Guaita,GK,Crystal Palace,3,18,0,90,0,29.4,2.9,3,5.0,296717,0,8858
2020-21,Nick Pope,GK,Burnley,10,30,1,90,3,34.2,3.4,5,5.4,795807,0,12667
2020-21,Kasper Schmeichel,GK,Leicester,4,27,0,90,0,64.4,6.4,9,5.5,855526,0,15175
2020-21,Alisson Ramses Becker,GK,Liverpool,8,30,1,90,1,33.2,3.3,4,5.9,540815,0,10063
2020-21,Bernd Leno,GK,Arsenal,10,29,1,90,3,31.6,3.2,4,5.0,666919,0,9812
2020-21,Illan Meslier,GK,Leeds,6,23,1,90,0,20.2,2.0,2,4.5,300945,0,9754
2020-21,Aaron Ramsdale,GK,Arsenal,2,12,0,90,0,18.2,1.8,2,4.8,216545,0,2690
2020-21,Lukasz Fabianski,GK,West Ham,9,30,1,90,2,34.6,3.5,5,5.0,229273,0,75725
2020-21,Alphonse Areola,GK,West Ham,2,18,0,90,0,30.2,3.0,4,4.5,101083,0,5506
2020-21,Jordan Pickford,GK,Everton,2,17,0,90,0,26.8,2.7,4,4.9,525236,0,12419
2020-21,Sam Johnstone,GK,West Brom,4,20,0,90,0,43.4,4.3,6,4.5,74924,0,5446
2020-21,David de Gea,GK,Man Utd,6,22,1,90,0,20.2,2.0,2,5.4,302780,0,19898
2020-21,Ederson Santana de Moraes,GK,Man City,1,7,0,90,0,1.6,0.2,0,6.0,421178,0,7660
2020-21,Hugo Lloris,GK,Spurs,10,33,1,90,3,34.4,3.4,5,5.5,395062,0,6060
2020-21,Mathew Ryan,GK,Brighton,3,19,0,90,0,20.2,2.0,3,4.5,1013226,0,11732
2020-21,Emiliano Martínez,GK,Aston Villa,1,12,0,90,0,6.4,0.6,1,4.8,2084116,0,126674
2020-21,Karl Darlow,GK,Newcastle,1,12,0,90,0,17.6,1.8,2,5.0,132236,0,5988
2020-21,Edouard Mendy,GK,Chelsea,6,26,1,90,0,13.8,1.4,1,5.1,498511,0,65101
2020-21,Emiliano Martínez,GK,Aston Villa,6,24,1,90,0,20.8,2.1,2,4.8,1957640,0,55928
2020-21,Bernd Leno,GK,Arsenal,2,12,0,90,0,27.2,2.7,3,5.0,693574,0,35861
2020-21,Ederson Santana de Moraes,GK,Man City,3,16,0,90,1,22.0,2.2,2,6.0,428011,0,8004
2020-21,Alisson Ramses Becker,GK,Liverpool,2,11,0,90,0,12.2,1.2,1,5.9,539346,0,9343
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,10,26,0,90,3,34.0,3.4,2,5.5,551569,1,17675
2020-21,Kasper Schmeichel,GK,Leicester,6,23,1,90,0,14.0,1.4,2,5.5,876833,0,16822
2020-21,Hugo Lloris,GK,Spurs,6,23,1,90,0,17.8,1.8,2,5.5,424304,0,14944
2020-21,Sam Johnstone,GK,West Brom,3,16,0,90,0,30.2,3.0,4,4.5,74000,0,5229
2020-21,Alphonse Areola,GK,West Ham,4,20,0,90,0,42.4,4.2,6,4.5,99407,0,4889
2020-21,Lukasz Fabianski,GK,West Ham,15,41,1,90,3,42.8,4.3,3,5.0,136420,1,21012
2020-21,Edouard Mendy,GK,Chelsea,2,18,0,90,0,16.6,1.7,2,5.1,459299,0,205864
2020-21,Aaron Ramsdale,GK,Arsenal,2,17,0,90,0,30.8,3.1,6,4.9,232343,0,1946
2020-21,Vicente Guaita,GK,Crystal Palace,2,12,0,90,0,9.0,0.9,2,5.0,301877,0,4890
2020-21,Illan Meslier,GK,Leeds,1,12,0,90,0,18.8,1.9,3,4.5,311335,0,20451
2020-21,David de Gea,GK,Man Utd,2,7,0,90,0,1.8,0.2,0,5.4,277812,0,5141
2020-21,Jordan Pickford,GK,Everton,1,13,0,90,0,13.4,1.3,2,5.0,537604,0,3357
2020-21,Karl Darlow,GK,Newcastle,2,17,0,90,0,30.6,3.1,5,5.0,136869,0,16401
2020-21,Alex McCarthy,GK,Southampton,6,23,1,90,0,18.8,1.9,2,4.5,1458520,0,69506
2020-21,Mathew Ryan,GK,Brighton,6,27,1,90,0,12.0,1.2,1,4.5,1044465,0,9222
2020-21,Nick Pope,GK,Burnley,9,29,1,90,2,30.2,3.0,3,5.4,799072,0,7944
2020-21,Kasper Schmeichel,GK,Leicester,3,14,0,90,0,22.8,2.3,3,5.5,876740,0,19439
2020-21,Illan Meslier,GK,Leeds,1,16,0,90,0,26.8,2.7,4,4.5,301937,0,46275
2020-21,Sam Johnstone,GK,West Brom,1,15,0,90,0,14.6,1.5,2,4.5,76088,0,13478
2020-21,Alphonse Areola,GK,West Ham,6,22,1,90,0,10.4,1.0,1,4.5,98365,0,5597
2020-21,Robert Sánchez,GK,Brighton,1,12,0,90,0,19.0,1.9,2,4.5,0,0,0
2020-21,Hugo Lloris,GK,Spurs,2,10,0,90,0,10.6,1.1,1,5.5,419798,0,15972
2020-21,David de Gea,GK,Man Utd,2,9,0,90,0,5.8,0.6,1,5.4,281089,0,7541
2020-21,Bernd Leno,GK,Arsenal,7,27,1,90,0,21.4,2.1,3,5.0,664379,0,6637
2020-21,Karl Darlow,GK,Newcastle,3,16,0,90,0,24.0,2.4,3,5.0,123516,0,10564
2020-21,Robin Olsen,GK,Everton,1,11,0,90,0,18.8,1.9,2,4.5,2245,0,212
2020-21,Alex McCarthy,GK,Southampton,3,24,0,90,0,54.0,5.4,7,4.5,1405724,0,49839
2020-21,Emiliano Martínez,GK,Aston Villa,0,6,0,90,0,4.4,0.4,0,4.8,1988850,0,125956
2020-21,Alisson Ramses Becker,GK,Liverpool,2,12,0,90,0,18.0,1.8,2,5.9,545158,0,19598
2020-21,Lukasz Fabianski,GK,West Ham,2,17,0,90,0,31.0,3.1,4,5.0,113829,0,6632
2020-21,Edouard Mendy,GK,Chelsea,6,19,1,90,0,3.4,0.3,0,5.0,236936,0,132126
2020-21,Nick Pope,GK,Burnley,3,18,0,90,0,38.8,3.9,6,5.4,824104,0,4048
2020-21,Ederson Santana de Moraes,GK,Man City,6,23,1,90,0,8.8,0.9,1,6.0,436301,0,11971
2020-21,Aaron Ramsdale,GK,Arsenal,4,24,0,90,0,44.0,4.4,7,4.9,244340,0,1547
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,6,24,1,90,0,9.0,0.9,2,5.5,550897,0,11124
2020-21,Vicente Guaita,GK,Crystal Palace,2,15,0,90,0,23.6,2.4,3,5.0,318627,0,3669
2020-21,Nick Pope,GK,Burnley,2,15,0,90,0,19.6,2.0,2,5.5,857512,0,11102
2020-21,Hugo Lloris,GK,Spurs,9,28,1,90,2,14.6,1.5,3,5.5,413202,0,24854
2020-21,Mathew Ryan,GK,Brighton,2,14,0,90,0,12.2,1.3,2,4.5,1140776,0,24877
2020-21,Sam Johnstone,GK,West Brom,5,16,0,90,2,20.2,2.0,3,4.5,62391,0,9979
2020-21,Bernd Leno,GK,Arsenal,2,11,0,90,0,12.0,1.2,1,5.0,693944,0,29541
2020-21,Kasper Schmeichel,GK,Leicester,10,29,1,90,3,36.4,3.6,4,5.5,867560,0,12778
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,2,11,0,90,0,5.4,0.5,1,5.5,562140,0,35590
2020-21,Karl Darlow,GK,Newcastle,3,14,0,90,0,18.2,1.8,3,5.0,117415,0,14217
2020-21,Alex McCarthy,GK,Southampton,6,23,1,90,0,15.0,1.5,2,4.5,1369688,0,64750
2020-21,Jordan Pickford,GK,Everton,2,16,0,90,0,28.4,2.8,4,5.0,614883,0,25171
2020-21,Aaron Ramsdale,GK,Arsenal,2,14,0,90,0,21.8,2.2,3,4.9,266742,0,2333
2020-21,Alisson Ramses Becker,GK,Liverpool,2,13,0,90,0,14.8,1.5,1,5.9,528240,0,1052
2020-21,Edouard Mendy,GK,Chelsea,7,27,1,90,0,18.8,1.9,4,5.0,84818,0,10609
2020-21,David de Gea,GK,Man Utd,6,22,1,90,0,9.4,0.9,1,5.5,274878,0,8189
2020-21,Alphonse Areola,GK,West Ham,3,24,0,90,0,59.0,5.9,8,4.5,96163,0,7328
2020-21,Vicente Guaita,GK,Crystal Palace,1,9,0,90,0,13.0,1.3,2,5.0,347005,0,17708
2020-21,Lukasz Fabianski,GK,West Ham,7,23,0,90,3,41.0,4.1,6,5.0,107500,0,6510
2020-21,Ederson Santana de Moraes,GK,Man City,2,10,0,90,0,7.8,0.8,1,6.0,441355,0,40606
2020-21,Illan Meslier,GK,Leeds,7,27,1,90,0,23.6,2.4,3,4.5,255397,0,30162
2020-21,Emiliano Martínez,GK,Aston Villa,3,22,0,90,0,51.8,5.2,6,4.8,1890748,0,389263
2020-21,Illan Meslier,GK,Leeds,2,12,0,90,0,16.4,1.6,2,4.5,239566,0,81587
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,6,25,1,90,0,18.4,1.8,2,5.5,540479,0,67249
2020-21,Nick Pope,GK,Burnley,11,34,1,90,3,47.4,4.7,6,5.5,898131,0,23080
2020-21,Sam Johnstone,GK,West Brom,9,32,1,90,2,28.8,2.9,4,4.5,55362,0,8210
2020-21,Kasper Schmeichel,GK,Leicester,3,15,0,90,0,24.0,2.4,3,5.5,915433,0,54588
2020-21,Emiliano Martínez,GK,Aston Villa,9,30,1,90,2,28.4,2.8,5,4.7,1479843,0,459020
2020-21,Hugo Lloris,GK,Spurs,1,14,0,90,0,16.6,1.7,2,5.5,419844,0,87126
2020-21,Lukasz Fabianski,GK,West Ham,2,15,0,90,0,18.8,1.9,3,5.0,105586,0,12838
2020-21,Vicente Guaita,GK,Crystal Palace,1,11,0,90,0,13.8,1.4,2,5.0,358251,0,73187
2020-21,Mathew Ryan,GK,Brighton,1,4,0,90,0,3.4,0.3,0,4.5,1174518,0,55150
2020-21,Aaron Ramsdale,GK,Arsenal,3,18,0,90,0,27.8,2.8,5,5.0,320507,0,21356
2020-21,Alphonse Areola,GK,West Ham,3,18,0,90,0,34.2,3.4,5,4.5,94310,0,9526
2020-21,David de Gea,GK,Man Utd,3,15,0,90,0,26.6,2.7,4,5.5,275436,0,11854
2020-21,Karl Darlow,GK,Newcastle,8,41,0,90,1,75.6,7.6,8,5.0,119216,1,39368
2020-21,Bernd Leno,GK,Arsenal,3,19,0,90,0,31.6,3.2,4,5.0,689120,0,58395
2020-21,Ederson Santana de Moraes,GK,Man City,7,25,1,90,0,29.0,2.9,3,6.0,401820,0,47576
2020-21,Alex McCarthy,GK,Southampton,1,10,0,90,0,20.2,2.0,2,4.5,1379113,0,135845
2020-21,Kepa Arrizabalaga,GK,Chelsea,2,12,0,90,0,22.2,2.2,3,4.8,87191,0,6812
2020-21,Adrián San Miguel del Castillo,GK,Liverpool,2,14,0,90,0,19.2,1.9,3,4.5,33318,0,15958
2020-21,Jordan Pickford,GK,Everton,3,21,0,90,0,42.8,4.3,6,5.0,616643,0,33008
2020-21,Emiliano Martínez,GK,Aston Villa,3,22,0,90,0,42.0,4.2,6,4.6,970195,0,202024
2020-21,Adrián San Miguel del Castillo,GK,Liverpool,0,14,0,90,0,23.0,2.3,4,4.5,20094,0,528
2020-21,Hugo Lloris,GK,Spurs,2,11,0,90,0,6.4,0.6,1,5.5,330050,0,8428
2020-21,David de Gea,GK,Man Utd,-1,11,0,90,0,19.8,2.0,2,5.5,282198,0,5325
2020-21,Aaron Ramsdale,GK,Arsenal,2,13,0,90,0,18.6,2.1,3,5.0,335363,0,3387
2020-21,Bernd Leno,GK,Arsenal,2,12,0,90,0,11.2,1.1,1,5.0,675971,0,67684
2020-21,Alphonse Areola,GK,West Ham,3,17,0,90,0,26.2,2.6,4,4.5,89827,0,4123
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,6,24,1,90,0,18.2,1.8,2,5.5,489036,0,34729
2020-21,Sam Johnstone,GK,West Brom,3,20,0,90,0,39.2,3.9,6,4.5,50768,0,5033
2020-21,Lukasz Fabianski,GK,West Ham,6,19,1,90,0,0.2,0.0,0,5.0,94583,0,2708
2020-21,Alex McCarthy,GK,Southampton,9,28,1,90,2,20.0,2.0,3,4.5,1331722,0,80072
2020-21,Kasper Schmeichel,GK,Leicester,2,15,0,90,0,23.8,2.4,3,5.5,905317,0,43193
2020-21,Karl Darlow,GK,Newcastle,2,17,0,90,0,19.8,2.0,2,5.0,85192,0,42714
2020-21,Nick Pope,GK,Burnley,1,9,0,90,0,8.2,0.8,2,5.5,960710,0,11967
2020-21,Illan Meslier,GK,Leeds,2,11,0,90,0,3.0,0.3,1,4.5,166512,0,52330
2020-21,Ederson Santana de Moraes,GK,Man City,4,17,0,90,0,42.8,4.3,6,6.0,362349,0,10040
2020-21,Jordan Pickford,GK,Everton,1,10,0,90,0,8.6,1.9,1,5.0,659948,0,43162
2020-21,Mathew Ryan,GK,Brighton,0,11,0,90,0,10.2,1.0,2,4.5,1214001,0,46393
2020-21,Edouard Mendy,GK,Chelsea,6,20,1,90,0,5.0,0.5,0,5.0,48377,0,27763
2020-21,Vicente Guaita,GK,Crystal Palace,0,12,0,90,0,16.6,1.7,2,5.0,307883,0,34200
2020-21,Alisson Ramses Becker,GK,Liverpool,2,16,0,90,0,24.0,2.4,2,6.0,902272,0,109547
2020-21,Bernd Leno,GK,Arsenal,3,22,0,90,1,35.8,3.6,5,5.0,605224,0,57089
2020-21,Emiliano Martínez,GK,Aston Villa,6,26,1,90,0,19.0,1.9,2,4.5,783041,0,385360
2020-21,Alphonse Areola,GK,West Ham,1,11,0,90,0,19.2,1.9,2,4.5,94818,0,14452
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,1,17,0,90,0,33.4,3.3,4,5.5,483271,0,95211
2020-21,Lukasz Fabianski,GK,West Ham,7,26,1,90,0,14.8,1.5,3,5.0,94599,0,2515
2020-21,Kasper Schmeichel,GK,Leicester,2,15,0,90,0,22.8,2.3,3,5.5,875801,0,28607
2020-21,Ederson Santana de Moraes,GK,Man City,0,13,0,90,0,14.2,1.4,2,6.0,383518,0,33928
2020-21,Hugo Lloris,GK,Spurs,2,7,0,90,0,1.6,0.2,0,5.5,361182,0,43905
2020-21,Karl Darlow,GK,Newcastle,8,34,0,90,3,75.6,7.6,11,5.0,31277,0,13018
2020-21,Illan Meslier,GK,Leeds,10,36,1,90,3,31.6,3.2,4,4.5,115077,0,18907
2020-21,Aaron Ramsdale,GK,Arsenal,4,26,0,90,0,42.0,5.2,7,5.0,377916,0,9045
2020-21,Alex McCarthy,GK,Southampton,6,26,1,90,0,14.6,1.5,2,4.5,1275332,0,55961
2020-21,Nick Pope,GK,Burnley,2,8,0,90,0,2.4,0.2,0,5.5,1020672,0,47616
2020-21,Sam Johnstone,GK,West Brom,3,23,0,90,0,46.6,4.7,7,4.5,48344,0,3358
2020-21,Willy Caballero,GK,Chelsea,1,7,0,90,0,4.2,0.4,0,4.9,21775,0,1763
2020-21,Jordan Pickford,GK,Everton,2,8,0,90,0,3.8,0.4,0,5.0,642875,0,88498
2020-21,Vicente Guaita,GK,Crystal Palace,2,13,0,90,0,21.8,2.2,3,5.0,297108,0,113617
2020-21,Mathew Ryan,GK,Brighton,1,10,0,90,0,8.4,0.8,1,4.5,1227969,0,143115
2020-21,David de Gea,GK,Man Utd,2,13,0,90,0,25.8,2.6,3,5.5,297884,0,18294
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,3,21,0,90,0,38.0,3.8,6,5.5,399744,0,16639
2020-21,Ederson Santana de Moraes,GK,Man City,2,11,0,90,0,5.0,0.5,0,6.0,354253,0,29834
2020-21,Emiliano Martínez,GK,Aston Villa,13,38,1,90,2,32.2,3.2,1,4.5,349600,1,53128
2020-21,Aaron Ramsdale,GK,Arsenal,2,10,0,90,0,11.2,1.1,1,5.0,440147,0,15075
2020-21,Kasper Schmeichel,GK,Leicester,2,15,0,90,0,31.6,3.2,3,5.5,937658,0,51208
2020-21,Nick Pope,GK,Burnley,1,13,0,90,0,22.6,2.3,3,5.5,1047580,0,33990
2020-21,Alisson Ramses Becker,GK,Liverpool,14,41,1,90,2,47.2,4.7,3,6.0,733175,1,10612
2020-21,Kepa Arrizabalaga,GK,Chelsea,2,16,0,90,0,18.2,1.8,3,5.0,136627,0,9656
2020-21,Mathew Ryan,GK,Brighton,6,22,1,90,0,4.2,0.4,0,4.5,1159789,0,61649
2020-21,Karl Darlow,GK,Newcastle,2,16,0,90,0,17.8,1.8,4,5.0,33351,0,11384
2020-21,Hugo Lloris,GK,Spurs,2,18,0,90,0,37.2,3.7,5,5.5,319315,0,13398
2020-21,Alex McCarthy,GK,Southampton,0,9,0,90,0,12.8,1.3,1,4.5,1423373,0,83896
2020-21,Bernd Leno,GK,Arsenal,2,18,0,90,0,18.0,1.8,2,5.0,614046,0,112820
2020-21,Lukasz Fabianski,GK,West Ham,1,12,0,90,0,7.6,0.8,1,5.0,99714,0,2101
2020-21,David de Gea,GK,Man Utd,1,12,0,90,0,16.6,1.7,2,5.5,296170,0,24934
2020-21,Vicente Guaita,GK,Crystal Palace,3,13,0,90,0,14.4,1.4,3,5.0,203846,0,49711
2020-21,Illan Meslier,GK,Leeds,2,19,0,90,0,22.2,3.2,3,4.5,108204,0,40170
2020-21,Alphonse Areola,GK,West Ham,1,17,0,90,0,24.4,2.4,3,4.5,87432,0,9436
2020-21,Sam Johnstone,GK,West Brom,0,14,0,90,0,14.0,1.4,2,4.5,52526,0,8778
2020-21,Jordan Pickford,GK,Everton,1,15,0,90,0,13.8,1.4,2,5.0,617049,0,207230
2020-21,Mathew Ryan,GK,Brighton,1,12,0,90,0,11.6,1.2,2,4.5,1121565,0,0
2020-21,Kepa Arrizabalaga,GK,Chelsea,2,12,0,90,0,10.4,1.0,2,5.0,132136,0,0
2020-21,Rui Pedro dos Santos Patrício,GK,Wolves,6,23,1,90,0,11.2,1.1,1,5.5,375930,0,0
2020-21,Aaron Ramsdale,GK,Arsenal,1,12,0,90,0,18.2,1.8,2,5.0,462939,0,0
2020-21,Jordan Pickford,GK,Everton,8,32,1,90,1,38.6,3.9,5,5.0,270083,0,0
2020-21,Hugo Lloris,GK,Spurs,3,15,0,90,0,20.0,2.0,3,5.5,296409,0,0
2020-21,Kasper Schmeichel,GK,Leicester,6,21,1,90,0,12.2,1.2,1,5.5,828679,0,0
2020-21,Sam Johnstone,GK,West Brom,2,16,0,90,0,31.2,3.1,4,4.5,43295,0,0
2020-21,Karl Darlow,GK,Newcastle,7,26,1,90,0,27.0,2.7,3,5.0,13715,0,0
2020-21,Lukasz Fabianski,GK,West Ham,1,9,0,90,0,5.0,0.5,0,5.0,102540,0,0
2020-21,Alisson Ramses Becker,GK,Liverpool,1,9,0,90,0,3.8,0.4,0,6.0,721549,0,0
2020-21,Illan Meslier,GK,Leeds,1,20,0,90,0,17.8,1.8,3,4.5,55373,0,0
2020-21,Vicente Guaita,GK,Crystal Palace,10,31,1,90,3,41.4,4.1,5,5.0,87269,0,0
2020-21,Alex McCarthy,GK,Southampton,2,17,0,90,0,22.6,2.3,2,4.5,1400435,0,0
2020-21,Bernd Leno,GK,Arsenal,7,29,1,90,1,14.0,1.4,2,5.0,400285,0,0
2020-21,Marek Rodák,GK,Fulham,1,11,0,90,0,18.2,1.8,2,4.5,27465,0,0
2019-20,Dean Henderson,GK,Man Utd,1,12,0,90,0,5.6,0.6,1,5.2,1151516,0,10773
2019-20,Ederson Santana de Moraes,GK,Man City,7,30,1,90,0,27.8,2.8,4,6.1,1025535,0,31251
2019-20,Emiliano Martínez,GK,Aston Villa,1,13,0,90,0,31.2,3.1,4,4.4,304855,0,44266
2019-20,Hugo Lloris,GK,Spurs,2,10,0,90,0,8.2,0.8,1,5.3,317939,0,17597
2019-20,David de Gea,GK,Man Utd,7,25,1,90,0,23.0,2.3,3,5.3,867369,0,2056
2019-20,Aaron Ramsdale,GK,Arsenal,3,18,0,90,0,35.8,4.6,4,4.4,242100,0,8082
2019-20,Alex McCarthy,GK,Southampton,2,15,0,90,0,21.6,2.2,2,4.5,286303,0,11285
2019-20,Alisson Ramses Becker,GK,Liverpool,2,10,0,90,0,8.8,0.9,1,6.2,696011,0,6014
2019-20,Ben Foster,GK,Watford,1,12,0,90,0,17.8,1.8,2,4.9,264879,0,1903
2019-20,Rui Pedro dos Santos Patrício,GK,Wolves,1,10,0,90,0,5.8,0.6,1,5.3,726576,0,1878
2019-20,Vicente Guaita,GK,Crystal Palace,2,10,0,90,0,9.8,1.0,1,4.9,119552,0,806
2019-20,Willy Caballero,GK,Chelsea,6,25,1,90,0,10.2,1.0,1,4.8,18058,0,218
2019-20,Tim Krul,GK,Norwich,1,17,0,90,0,34.4,3.4,4,4.6,166177,0,792
2019-20,Lukasz Fabianski,GK,West Ham,3,13,0,90,0,17.4,1.7,3,4.9,166383,0,4904
2019-20,Jordan Pickford,GK,Everton,2,15,0,90,0,27.0,2.7,4,5.2,483833,0,7161
2019-20,Kasper Schmeichel,GK,Leicester,1,7,0,90,0,9.0,1.9,1,5.5,960330,0,2307
2019-20,Nick Pope,GK,Burnley,1,12,0,90,0,17.8,1.8,2,5.2,1799888,0,97927
2019-20,Martin Dubravka,GK,Newcastle,2,16,0,90,0,18.6,1.9,3,5.1,143407,0,788
2019-20,Mathew Ryan,GK,Brighton,2,12,0,90,0,3.8,0.4,1,4.7,864021,0,6934
2019-20,Alisson Ramses Becker,GK,Liverpool,1,14,0,90,0,22.6,2.3,2,6.2,698685,0,1250
2019-20,Kepa Arrizabalaga,GK,Chelsea,0,14,0,90,0,19.8,2.0,2,5.4,329261,0,616
2019-20,Lukasz Fabianski,GK,West Ham,3,13,0,90,0,19.6,2.0,3,4.9,163524,0,989
