Season,name,position,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,match_date,team,opp_team_rating,team_rating
2021-22,David de Gea,GK,0,0,17,0,0.0,270,134,2,0,3.4,34.4,90,0,0,0,0,14,5,473518,2.0,3.0,0.0,2,11244,19470,8226,50,True,0,14,2021-12-02 20:15:00,Man Utd,2,1.0
2021-22,Aaron Ramsdale,GK,0,0,23,0,0.0,559,134,3,0,4.7,47.4,90,0,0,0,0,14,7,1125402,2.0,3.0,0.0,3,52163,74772,22609,49,False,0,14,2021-12-02 20:15:00,Arsenal,1,2.0
2021-22,Hugo Lloris,GK,0,1,26,1,0.0,353,140,0,0,2.0,20.4,90,0,0,0,0,14,2,743921,0.0,2.0,0.0,7,-2778,13230,16008,54,True,0,14,2021-12-02 19:30:00,Spurs,3,2.0
2021-22,Álvaro Fernández,GK,0,0,20,0,0.0,556,140,2,0,3.9,38.8,90,0,0,0,0,14,5,50139,0.0,2.0,0.0,2,2760,5442,2682,45,False,0,14,2021-12-02 19:30:00,Brentford,2,3.0
2021-22,Jordan Pickford,GK,0,0,15,0,0.0,170,132,4,0,1.9,18.8,90,0,0,0,0,14,3,384835,4.0,1.0,0.0,1,-10098,878,10976,50,True,0,14,2021-12-01 20:15:00,Everton,1,4.0
2021-22,Emiliano Martínez,GK,0,0,18,0,0.0,30,131,2,0,3.1,30.8,90,0,0,0,0,14,5,1207781,2.0,1.0,0.0,2,-32911,4040,36951,55,True,0,14,2021-12-01 20:15:00,Aston Villa,1,3.0
2021-22,Ederson Santana de Moraes,GK,0,0,10,0,0.0,257,131,1,0,1.9,19.4,90,0,0,0,0,14,2,795226,2.0,1.0,0.0,2,1967,13080,11113,60,False,0,14,2021-12-01 20:15:00,Man City,3,1.0
2021-22,Alisson Ramses Becker,GK,0,0,14,0,0.0,231,132,1,0,1.4,13.6,90,0,0,0,0,14,1,676804,4.0,1.0,0.0,2,-7374,11180,18554,60,False,0,14,2021-12-01 20:15:00,Liverpool,4,1.0
2021-22,Lukasz Fabianski,GK,0,0,10,0,0.0,408,136,1,0,1.8,18.0,90,0,0,0,0,14,2,195307,1.0,1.0,0.0,2,1853,5504,3651,50,True,0,14,2021-12-01 19:30:00,West Ham,2,1.0
2021-22,Robert Sánchez,GK,0,1,23,0,0.0,69,136,1,0,2.9,29.2,90,0,0,0,0,14,4,1652925,1.0,1.0,0.0,4,3843,16178,12335,46,False,0,14,2021-12-01 19:30:00,Brighton,1,2.0
2021-22,Edouard Mendy,GK,0,0,20,0,0.0,143,135,1,0,4.3,43.0,90,0,0,0,0,14,6,1764727,2.0,1.0,0.0,4,23191,41444,18253,63,False,0,14,2021-12-01 19:30:00,Chelsea,4,1.0
2021-22,Alex McCarthy,GK,0,0,17,0,10.0,334,139,2,0,4.2,31.6,90,0,0,0,0,14,4,431841,2.0,2.0,0.0,2,-11846,9251,21097,46,True,0,14,2021-12-01 19:30:00,Southampton,3,2.0
2021-22,Daniel Bachmann,GK,0,0,13,0,0.0,389,135,2,0,1.9,18.8,90,0,0,0,0,14,2,93486,2.0,1.0,0.0,1,5166,7428,2262,42,True,0,14,2021-12-01 19:30:00,Watford,1,4.0
2021-22,Kasper Schmeichel,GK,0,0,19,0,0.0,200,139,2,0,3.9,38.6,90,0,0,0,0,14,5,1261556,2.0,2.0,0.0,2,-18928,9090,28018,49,False,0,14,2021-12-01 19:30:00,Leicester,2,3.0
2021-22,Nick Pope,GK,0,0,24,1,0.0,112,137,0,0,1.4,13.8,90,0,0,0,0,14,2,213694,0.0,0.0,0.0,6,-2971,905,3876,54,False,0,14,2021-12-01 19:30:00,Burnley,2,4.0
2021-22,José Malheiro de Sá,GK,0,0,25,1,0.0,475,137,0,0,1.3,13.4,90,0,0,0,0,14,1,266044,0.0,0.0,0.0,6,32380,39871,7491,50,True,0,14,2021-12-01 19:30:00,Wolves,4,2.0
2021-22,Illan Meslier,GK,0,2,26,1,0.0,199,133,0,0,1.4,14.0,90,0,0,0,0,14,1,225468,0.0,1.0,0.0,8,1557,5415,3858,49,True,0,14,2021-11-30 20:15:00,Leeds,3,3.0
2021-22,Vicente Guaita,GK,0,0,12,0,0.0,146,133,1,0,1.6,16.2,90,0,0,0,0,14,2,717107,0.0,1.0,0.0,2,-3207,12287,15494,46,False,0,14,2021-11-30 20:15:00,Crystal Palace,3,3.0
2021-22,Tim Krul,GK,0,0,7,0,0.0,314,138,1,0,0.3,3.2,90,0,0,0,0,14,0,144668,1.0,1.0,0.0,2,5255,8572,3317,45,False,0,14,2021-11-30 19:30:00,Norwich,4,4.0
2021-22,Martin Dubravka,GK,0,0,19,0,0.0,295,138,1,0,3.6,35.8,90,0,0,0,0,14,5,17005,1.0,1.0,0.0,3,7116,7849,733,44,True,0,14,2021-11-30 19:30:00,Newcastle,4,4.0
2021-22,Edouard Mendy,GK,0,0,8,0,0.0,143,125,1,0,0.4,3.8,90,0,0,0,0,13,1,1730856,1.0,1.0,0.0,2,9849,45351,35502,63,True,0,13,2021-11-28 16:30:00,Chelsea,1,1.0
2021-22,David de Gea,GK,0,0,18,0,0.0,270,125,1,0,4.1,41.0,90,0,0,0,0,13,5,458258,1.0,1.0,0.0,3,-12907,8321,21228,50,False,0,13,2021-11-28 16:30:00,Man Utd,1,1.0
2021-22,Lukasz Fabianski,GK,0,0,19,0,0.0,408,129,2,0,4.7,47.2,90,0,0,0,0,13,6,192058,1.0,2.0,0.0,3,-6200,2704,8904,50,False,0,13,2021-11-28 14:00:00,West Ham,1,1.0
2021-22,Ederson Santana de Moraes,GK,0,0,18,0,0.0,257,129,1,0,1.5,15.2,90,0,0,0,0,13,2,791220,1.0,2.0,0.0,2,189,14258,14069,60,True,0,13,2021-11-28 14:00:00,Man City,1,1.0
2021-22,Álvaro Fernández,GK,0,2,33,1,0.0,556,122,0,0,4.1,41.4,90,0,0,0,0,13,5,46886,0.0,1.0,0.0,9,-4013,1510,5523,45,True,0,13,2021-11-28 14:00:00,Brentford,4,3.0
2021-22,Jordan Pickford,GK,0,0,16,0,0.0,170,122,1,0,2.3,22.6,90,0,0,0,0,13,3,394101,0.0,1.0,0.0,3,-6759,2268,9027,50,False,0,13,2021-11-28 14:00:00,Everton,3,4.0
2021-22,Kasper Schmeichel,GK,0,0,15,0,0.0,200,127,2,0,2.4,24.0,90,0,0,0,0,13,3,1277883,2.0,4.0,0.0,2,-38880,6723,45603,50,True,0,13,2021-11-28 14:00:00,Leicester,4,3.0
2021-22,Daniel Bachmann,GK,0,0,17,0,0.0,389,127,4,0,3.1,30.6,90,0,0,0,0,13,4,87592,2.0,4.0,0.0,1,-2770,606,3376,42,False,0,13,2021-11-28 14:00:00,Watford,3,4.0
2021-22,Robert Sánchez,GK,0,1,29,1,0.0,69,123,0,0,3.3,33.2,90,0,0,0,0,13,4,1646164,0.0,0.0,0.0,8,-21290,10461,31751,46,True,0,13,2021-11-27 17:30:00,Brighton,3,2.0
2021-22,Illan Meslier,GK,0,1,29,1,0.0,199,123,0,0,2.3,22.8,90,0,0,0,0,13,4,223062,0.0,0.0,0.0,8,-6237,1403,7640,49,False,0,13,2021-11-27 17:30:00,Leeds,2,3.0
2021-22,José Malheiro de Sá,GK,0,3,30,1,0.0,475,130,0,0,3.3,33.4,90,0,0,0,0,13,4,229810,0.0,0.0,0.0,10,20638,26022,5384,50,False,0,13,2021-11-27 15:00:00,Wolves,4,2.0
2021-22,Alisson Ramses Becker,GK,0,0,37,1,0.0,231,128,0,0,3.2,31.8,90,0,0,0,0,13,3,683223,0.0,4.0,0.0,7,15216,29261,14045,60,True,0,13,2021-11-27 15:00:00,Liverpool,2,1.0
2021-22,Tim Krul,GK,0,0,24,1,0.0,314,130,0,0,1.7,17.2,90,0,0,0,0,13,2,138528,0.0,0.0,0.0,6,1713,6300,4587,45,True,0,13,2021-11-27 15:00:00,Norwich,2,4.0
2021-22,Alex McCarthy,GK,0,0,11,0,0.0,334,128,4,0,1.0,10.4,90,0,0,0,0,13,2,442082,0.0,4.0,0.0,0,-22037,15168,37205,46,False,0,13,2021-11-27 15:00:00,Southampton,1,2.0
2021-22,Vicente Guaita,GK,0,0,9,0,0.0,146,126,2,0,1.0,10.2,90,0,0,0,0,13,1,719401,2.0,1.0,0.0,1,-955,16578,17533,46,True,0,13,2021-11-27 15:00:00,Crystal Palace,3,3.0
2021-22,Emiliano Martínez,GK,0,0,13,0,0.0,30,126,1,0,1.9,18.6,90,0,0,0,0,13,2,1240545,2.0,1.0,0.0,2,-6542,18879,25421,55,False,0,13,2021-11-27 15:00:00,Aston Villa,3,3.0
2021-22,Aaron Ramsdale,GK,0,0,29,1,0.0,559,121,0,0,3.0,30.4,90,0,0,0,0,13,5,1072429,0.0,2.0,0.0,7,102529,116089,13560,48,True,0,13,2021-11-27 12:30:00,Arsenal,4,2.0
2021-22,Martin Dubravka,GK,0,0,21,0,0.0,295,121,2,0,3.2,32.4,90,0,0,0,0,13,4,9241,0.0,2.0,0.0,2,90,468,378,44,False,0,13,2021-11-27 12:30:00,Newcastle,2,4.0
2021-22,Illan Meslier,GK,0,0,12,0,0.0,199,118,2,0,2.0,20.0,90,0,0,0,0,12,2,228668,1.0,2.0,0.0,1,-12943,1877,14820,49,False,0,12,2021-11-21 16:30:00,Leeds,2,3.0
2021-22,Hugo Lloris,GK,0,0,21,0,0.0,353,118,1,0,3.8,38.2,90,0,0,0,0,12,6,744936,1.0,2.0,0.0,4,43659,62085,18426,54,True,0,12,2021-11-21 16:30:00,Spurs,3,2.0
2021-22,Jordan Pickford,GK,0,0,16,0,0.0,170,115,3,0,2.6,25.8,90,0,0,0,0,12,4,399112,0.0,3.0,0.0,2,-15166,3131,18297,50,False,0,12,2021-11-21 14:00:00,Everton,1,4.0
2021-22,Ederson Santana de Moraes,GK,0,0,23,1,0.0,257,115,0,0,0.7,7.2,90,0,0,0,0,12,1,788801,0.0,3.0,0.0,6,11529,28202,16673,60,True,0,12,2021-11-21 14:00:00,Man City,4,1.0
2021-22,Aaron Ramsdale,GK,0,0,21,0,0.0,559,114,4,0,4.5,44.6,90,0,0,0,0,12,5,952960,0.0,4.0,0.0,1,122052,153475,31423,48,False,0,12,2021-11-20 17:30:00,Arsenal,1,2.0
2021-22,Alisson Ramses Becker,GK,0,1,31,1,0.0,231,114,0,0,2.7,26.6,90,0,0,0,0,12,3,659859,0.0,4.0,0.0,8,-16043,10558,26601,60,True,0,12,2021-11-20 17:30:00,Liverpool,2,1.0
2021-22,Lukasz Fabianski,GK,0,0,16,0,0.0,408,120,1,0,2.4,24.2,90,0,0,0,0,12,4,198288,0.0,1.0,0.0,3,11017,17566,6549,50,False,0,12,2021-11-20 15:00:00,West Ham,2,1.0
2021-22,Emiliano Martínez,GK,0,0,23,1,0.0,30,111,0,0,1.8,18.4,90,0,0,0,0,12,2,1243357,0.0,2.0,0.0,6,-13761,27997,41758,55,True,0,12,2021-11-20 15:00:00,Aston Villa,2,3.0
2021-22,Jason Steele,GK,0,0,17,0,0.0,54,111,2,0,2.9,28.8,90,0,0,0,0,12,3,245349,0.0,2.0,0.0,2,-1482,6488,7970,40,False,0,12,2021-11-20 15:00:00,Brighton,3,2.0
2021-22,Vicente Guaita,GK,0,0,21,0,0.0,146,112,3,0,4.3,43.0,90,0,0,0,0,12,6,723591,3.0,3.0,0.0,3,156820,166429,9609,46,False,0,12,2021-11-20 15:00:00,Crystal Palace,4,3.0
2021-22,Álvaro Fernández,GK,0,0,22,0,0.0,556,116,3,0,4.1,40.8,90,0,0,0,0,12,6,50675,3.0,3.0,0.0,3,-1963,5775,7738,45,False,0,12,2021-11-20 15:00:00,Brentford,4,3.0
2021-22,Nick Pope,GK,0,0,17,0,0.0,112,112,3,0,3.8,37.6,90,0,0,0,0,12,5,223502,3.0,3.0,0.0,2,645,6778,6133,54,True,0,12,2021-11-20 15:00:00,Burnley,3,4.0
2021-22,David de Gea,GK,0,0,25,0,0.0,270,119,4,0,4.2,42.2,90,0,0,1,0,12,3,469831,1.0,4.0,0.0,6,9825,28515,18690,50,False,0,12,2021-11-20 15:00:00,Man Utd,4,1.0
2021-22,José Malheiro de Sá,GK,0,1,28,1,0.0,475,120,0,0,1.5,15.2,90,0,0,0,0,12,3,204780,0.0,1.0,0.0,8,-10793,5727,16520,50,True,0,12,2021-11-20 15:00:00,Wolves,1,2.0
2021-22,Tim Krul,GK,0,0,15,0,0.0,314,117,1,0,2.6,26.0,90,0,0,0,0,12,4,136244,1.0,2.0,0.0,2,2686,9212,6526,45,True,1,12,2021-11-20 15:00:00,Norwich,2,4.0
2021-22,Alex McCarthy,GK,0,0,12,0,0.0,334,117,2,0,1.4,14.0,90,0,0,0,0,12,2,471755,1.0,2.0,0.0,1,192168,203388,11220,46,False,0,12,2021-11-20 15:00:00,Southampton,4,2.0
2021-22,Ben Foster,GK,1,0,23,0,10.0,376,119,1,0,4.7,37.0,90,0,0,0,0,12,2,1993395,1.0,4.0,0.0,5,47293,71029,23736,41,True,0,12,2021-11-20 15:00:00,Watford,1,4.0
2021-22,Karl Darlow,GK,0,0,7,0,0.0,294,116,3,0,0.5,4.6,90,0,0,0,0,12,1,43386,3.0,3.0,0.0,1,6670,9006,2336,45,True,0,12,2021-11-20 15:00:00,Newcastle,3,4.0
2021-22,Kasper Schmeichel,GK,0,0,15,0,0.0,200,113,3,0,3.2,32.2,90,0,0,0,0,12,4,1314062,3.0,0.0,0.0,1,-46466,10288,56754,50,True,1,12,2021-11-20 12:30:00,Leicester,1,3.0
2021-22,Edouard Mendy,GK,0,0,23,1,0.0,143,113,0,0,1.5,15.2,90,0,0,0,0,12,3,1706975,3.0,0.0,0.0,6,20441,68861,48420,62,False,1,12,2021-11-20 12:30:00,Chelsea,3,1.0
2021-22,Lukasz Fabianski,GK,0,0,15,0,0.0,408,110,2,0,2.6,26.2,90,0,0,0,0,11,3,183626,2.0,3.0,0.0,2,-2554,6903,9457,50,True,0,11,2021-11-07 16:30:00,West Ham,1,1.0
2021-22,Alisson Ramses Becker,GK,0,0,3,0,0.0,231,110,3,0,0.7,7.2,90,1,0,0,0,11,1,670480,2.0,3.0,0.0,-1,-10958,13651,24609,60,False,0,11,2021-11-07 16:30:00,Liverpool,1,1.0
2021-22,Ben Foster,GK,0,3,36,0,0.0,376,101,1,0,5.5,55.2,90,0,0,1,0,11,5,1936052,0.0,1.0,0.0,11,2862,26505,23643,41,False,0,11,2021-11-07 14:00:00,Watford,2,4.0
2021-22,Aaron Ramsdale,GK,0,1,27,1,0.0,559,101,0,0,0.8,7.6,90,0,0,0,0,11,1,824308,0.0,1.0,0.0,7,225960,234062,8102,47,True,0,11,2021-11-07 14:00:00,Arsenal,4,2.0
2021-22,Illan Meslier,GK,0,0,13,0,0.0,199,107,1,0,2.2,21.8,90,0,0,0,0,11,2,240476,1.0,1.0,0.0,2,-16915,1482,18397,50,True,0,11,2021-11-07 14:00:00,Leeds,3,3.0
2021-22,Jordan Pickford,GK,0,0,20,1,0.0,170,106,0,0,0.2,2.2,90,0,0,0,0,11,0,411471,0.0,0.0,0.0,6,-17360,2009,19369,50,True,0,11,2021-11-07 14:00:00,Everton,2,4.0
2021-22,Hugo Lloris,GK,0,0,25,1,0.0,353,106,0,0,1.4,14.0,90,0,0,0,0,11,2,693686,0.0,0.0,0.0,6,-27786,8121,35907,54,False,0,11,2021-11-07 14:00:00,Spurs,4,2.0
2021-22,Kasper Schmeichel,GK,0,0,19,0,0.0,200,107,1,0,3.1,30.6,90,0,0,0,0,11,4,1356720,1.0,1.0,0.0,3,-52710,6405,59115,50,False,0,11,2021-11-07 14:00:00,Leicester,3,3.0
2021-22,Robert Sánchez,GK,0,0,1,0,10.0,69,103,1,0,0.9,0.0,90,0,0,0,1,11,1,2009136,1.0,1.0,0.0,-1,7231,38299,31068,46,True,0,11,2021-11-06 17:30:00,Brighton,4,2.0
2021-22,Karl Darlow,GK,0,0,17,0,0.0,294,103,1,0,3.5,34.8,90,0,0,0,0,11,4,35740,1.0,1.0,0.0,3,-518,910,1428,45,False,0,11,2021-11-06 17:30:00,Newcastle,2,4.0
2021-22,Edouard Mendy,GK,0,0,9,0,0.0,143,104,1,0,1.2,11.8,90,0,0,0,0,11,1,1671469,1.0,1.0,0.0,2,89975,109663,19688,62,True,0,11,2021-11-06 15:00:00,Chelsea,4,1.0
2021-22,Vicente Guaita,GK,0,0,23,1,0.0,146,105,0,0,1.5,14.8,90,0,0,0,0,11,2,559087,0.0,2.0,0.0,6,13455,22993,9538,45,True,0,11,2021-11-06 15:00:00,Crystal Palace,2,3.0
2021-22,Álvaro Fernández,GK,0,0,19,0,0.0,556,102,2,0,2.2,22.4,90,0,0,0,0,11,4,52728,2.0,1.0,0.0,2,5810,11298,5488,45,True,0,11,2021-11-06 15:00:00,Brentford,4,3.0
2021-22,Tim Krul,GK,0,0,23,0,0.0,314,102,1,0,5.0,49.8,90,0,0,0,0,11,6,132407,2.0,1.0,0.0,4,675,6427,5752,45,False,0,11,2021-11-06 15:00:00,Norwich,3,4.0
2021-22,José Malheiro de Sá,GK,0,0,18,0,0.0,475,105,2,0,3.4,33.6,90,0,0,0,0,11,4,214570,0.0,2.0,0.0,2,-8620,4158,12778,50,False,0,11,2021-11-06 15:00:00,Wolves,3,2.0
2021-22,Nick Pope,GK,0,0,17,0,10.0,112,104,1,0,3.8,28.4,90,0,0,0,0,11,4,220958,1.0,1.0,0.0,3,-7169,1948,9117,54,False,0,11,2021-11-06 15:00:00,Burnley,1,4.0
2021-22,Ederson Santana de Moraes,GK,0,0,20,1,0.0,257,108,0,0,1.2,11.8,90,0,0,0,0,11,1,768180,2.0,0.0,0.0,6,-42267,5292,47559,60,False,0,11,2021-11-06 12:30:00,Man City,1,1.0
2021-22,David de Gea,GK,0,0,16,0,0.0,270,108,2,0,3.1,30.8,90,0,0,0,0,11,5,451451,2.0,0.0,0.0,2,-13432,9245,22677,50,True,0,11,2021-11-06 12:30:00,Man Utd,1,1.0
2021-22,Emiliano Martínez,GK,0,0,11,0,0.0,30,109,1,0,1.5,14.8,90,0,0,0,0,11,2,1251778,0.0,1.0,0.0,2,-4216,29755,33971,55,False,0,11,2021-11-05 20:00:00,Aston Villa,2,3.0
2021-22,Alex McCarthy,GK,0,2,26,1,0.0,334,109,0,0,2.1,20.8,90,0,0,0,0,11,3,262420,0.0,1.0,0.0,9,23377,30181,6804,45,True,0,11,2021-11-05 20:00:00,Southampton,3,2.0
2021-22,Jordan Pickford,GK,0,0,13,0,0.0,170,100,2,0,1.5,14.8,90,0,0,0,0,10,2,426436,1.0,2.0,0.0,1,-21302,5465,26767,50,False,0,10,2021-11-01 20:00:00,Everton,2,4.0
2021-22,José Malheiro de Sá,GK,0,0,17,0,0.0,475,100,1,0,2.7,27.2,90,0,0,0,0,10,4,222292,1.0,2.0,0.0,3,-694,16176,16870,50,True,0,10,2021-11-01 20:00:00,Wolves,4,2.0
2021-22,Emiliano Martínez,GK,0,0,16,0,0.0,30,91,4,0,3.2,31.8,90,0,0,0,0,10,4,1253823,4.0,1.0,0.0,1,40224,68407,28183,55,True,0,10,2021-10-31 16:30:00,Aston Villa,1,3.0
2021-22,Lukasz Fabianski,GK,0,0,11,0,0.0,408,91,1,0,1.9,18.6,90,0,0,0,0,10,2,185675,4.0,1.0,0.0,2,16276,22275,5999,50,False,0,10,2021-10-31 16:30:00,West Ham,3,1.0
2021-22,Tim Krul,GK,0,0,12,0,0.1,314,97,2,0,1.6,15.4,90,0,0,0,0,10,3,131370,2.0,1.0,0.0,2,9156,16374,7218,45,True,0,10,2021-10-31 14:00:00,Norwich,3,4.0
2021-22,Illan Meslier,GK,0,0,14,0,0.0,199,97,1,0,1.4,14.4,90,0,0,0,0,10,2,262452,2.0,1.0,0.0,2,14561,25609,11048,50,False,0,10,2021-10-31 14:00:00,Leeds,4,3.0
2021-22,David de Gea,GK,0,0,19,1,0.0,270,98,0,0,0.3,2.8,90,0,0,0,0,10,0,458522,3.0,0.0,0.0,6,-40789,7358,48147,50,False,0,10,2021-10-30 16:30:00,Man Utd,2,1.0
2021-22,Hugo Lloris,GK,0,0,9,0,0.0,353,98,3,0,0.7,7.4,90,0,0,0,0,10,1,716353,3.0,0.0,0.0,1,-52132,4842,56974,55,True,0,10,2021-10-30 16:30:00,Spurs,1,2.0
2021-22,Robert Sánchez,GK,0,0,11,0,0.0,69,94,2,0,1.2,11.6,90,0,0,0,0,10,1,1991624,2.0,2.0,0.0,1,18431,65976,47545,46,False,0,10,2021-10-30 14:00:00,Brighton,1,2.0
2021-22,Edouard Mendy,GK,0,0,21,1,0.0,143,96,0,0,1.0,10.2,90,0,0,0,0,10,1,1563012,3.0,0.0,0.0,6,138845,167161,28316,62,False,0,10,2021-10-30 14:00:00,Chelsea,4,1.0
2021-22,Ederson Santana de Moraes,GK,0,0,12,0,0.0,257,95,2,0,1.2,11.8,90,0,0,0,0,10,1,812520,2.0,0.0,0.0,0,2325,31828,29503,60,True,1,10,2021-10-30 14:00:00,Man City,3,1.0
2021-22,Nick Pope,GK,0,0,15,0,0.0,112,92,1,0,1.6,15.8,90,0,0,0,0,10,3,227345,1.0,3.0,0.0,3,-3522,6403,9925,54,True,0,10,2021-10-30 14:00:00,Burnley,3,4.0
2021-22,Vicente Guaita,GK,0,1,24,1,0.0,146,95,0,0,2.2,22.4,90,0,0,0,0,10,3,541011,2.0,0.0,0.0,7,-14789,12087,26876,45,False,1,10,2021-10-30 14:00:00,Crystal Palace,1,3.0
2021-22,Álvaro Fernández,GK,0,0,15,0,0.0,556,92,3,0,1.8,18.2,90,0,0,0,0,10,2,46718,1.0,3.0,0.0,1,37391,39361,1970,45,False,0,10,2021-10-30 14:00:00,Brentford,4,3.0
2021-22,Karl Darlow,GK,0,0,13,0,0.0,294,96,3,0,1.0,9.6,90,0,0,0,0,10,3,35921,3.0,0.0,0.0,2,-2072,1224,3296,45,True,0,10,2021-10-30 14:00:00,Newcastle,1,4.0
2021-22,Alisson Ramses Becker,GK,0,0,20,0,0.0,231,94,2,0,2.9,28.6,90,0,0,0,0,10,4,679787,2.0,2.0,0.0,2,31360,51058,19698,60,True,0,10,2021-10-30 14:00:00,Liverpool,2,1.0
2021-22,Ben Foster,GK,0,0,10,0,0.0,376,99,1,0,0.4,4.0,90,0,0,0,0,10,0,1933812,1.0,0.0,0.0,2,37525,64192,26667,41,True,0,10,2021-10-30 14:00:00,Watford,2,4.0
2021-22,Alex McCarthy,GK,0,1,28,1,0.0,334,99,0,0,2.0,20.2,90,0,0,0,0,10,3,235498,1.0,0.0,0.0,8,13229,25351,12122,45,False,0,10,2021-10-30 14:00:00,Southampton,4,2.0
2021-22,Kasper Schmeichel,GK,0,0,21,0,0.0,200,93,2,0,2.6,26.2,90,0,0,0,0,10,4,1404233,2.0,0.0,0.0,2,-44228,15825,60053,50,True,0,10,2021-10-30 11:30:00,Leicester,2,3.0
2021-22,Aaron Ramsdale,GK,0,2,38,1,0.0,559,93,0,0,5.1,50.8,90,0,0,0,0,10,8,568492,2.0,0.0,0.0,10,31397,56736,25339,46,False,0,10,2021-10-30 11:30:00,Arsenal,3,2.0
2021-22,Alisson Ramses Becker,GK,0,0,27,1,0.0,231,88,0,0,2.8,28.0,90,0,0,0,0,9,3,628602,5.0,0.0,0.0,7,-27977,9084,37061,60,False,0,9,2021-10-24 15:30:00,Liverpool,1,1.0
2021-22,David de Gea,GK,0,0,14,0,0.0,270,88,5,0,2.2,22.0,90,0,0,0,0,9,3,492443,5.0,0.0,0.0,1,-49633,7239,56872,51,True,0,9,2021-10-24 15:30:00,Man Utd,1,1.0
2021-22,Hugo Lloris,GK,0,0,15,0,3.0,353,90,1,0,3.3,29.6,90,0,0,0,0,9,3,765737,0.0,1.0,0.0,3,-47242,9183,56425,55,False,0,9,2021-10-24 13:00:00,Spurs,1,2.0
2021-22,Lukasz Fabianski,GK,0,2,31,1,0.0,408,90,0,0,3.0,30.0,90,0,0,0,0,9,4,162970,0.0,1.0,0.0,9,-3343,2898,6241,50,True,0,9,2021-10-24 13:00:00,West Ham,2,1.0
2021-22,Kasper Schmeichel,GK,0,0,17,0,0.0,200,82,1,0,3.2,32.0,90,0,0,0,0,9,4,1443557,2.0,1.0,0.0,3,-41755,12988,54743,50,False,0,9,2021-10-24 13:00:00,Leicester,3,3.0
2021-22,David Raya Martin,GK,0,0,19,0,0.0,80,82,2,0,2.6,26.4,90,0,0,0,0,9,4,897349,2.0,1.0,0.0,2,36444,56489,20045,46,True,0,9,2021-10-24 13:00:00,Brentford,3,3.0
2021-22,Robert Sánchez,GK,0,2,33,0,0.0,69,83,4,0,5.9,59.2,90,0,0,0,0,9,8,1960211,4.0,1.0,0.0,4,-45688,26257,71945,46,True,0,9,2021-10-23 16:30:00,Brighton,1,2.0
2021-22,Ederson Santana de Moraes,GK,0,0,10,0,0.0,257,83,1,0,2.1,21.0,90,0,0,0,0,9,4,802817,4.0,1.0,0.0,2,5305,32897,27592,60,False,1,9,2021-10-23 16:30:00,Man City,2,1.0
2021-22,Jordan Pickford,GK,0,0,13,0,0.0,170,86,5,0,2.3,23.0,90,0,0,0,0,9,3,447989,5.0,2.0,0.0,1,8864,21365,12501,50,True,0,9,2021-10-23 14:00:00,Everton,4,4.0
2021-22,Ben Foster,GK,0,0,12,0,0.0,376,86,2,0,1.7,16.6,90,0,0,0,0,9,2,1883246,5.0,2.0,0.0,1,29645,52125,22480,40,False,0,9,2021-10-23 14:00:00,Watford,4,4.0
2021-22,Alex McCarthy,GK,0,0,15,0,0.0,334,89,2,0,2.4,23.8,90,0,0,0,0,9,3,224080,2.0,2.0,0.0,2,31812,37522,5710,45,True,0,9,2021-10-23 14:00:00,Southampton,4,2.0
2021-22,Nick Pope,GK,0,0,13,0,0.0,112,89,2,0,1.1,10.6,90,0,0,0,0,9,2,229503,2.0,2.0,0.0,1,-5306,2287,7593,54,False,0,9,2021-10-23 14:00:00,Burnley,2,4.0
2021-22,Illan Meslier,GK,0,0,15,0,0.0,199,87,1,0,2.0,20.4,90,0,0,0,0,9,3,240020,1.0,1.0,0.0,3,-6551,3873,10424,50,True,0,9,2021-10-23 14:00:00,Leeds,2,3.0
2021-22,Vicente Guaita,GK,0,0,8,0,0.0,146,85,1,0,0.1,1.2,90,0,0,0,0,9,0,556561,1.0,1.0,0.0,2,845,14758,13913,45,True,0,9,2021-10-23 14:00:00,Crystal Palace,4,3.0
2021-22,José Malheiro de Sá,GK,0,0,17,0,10.0,475,87,1,0,3.3,23.4,90,0,0,0,0,9,3,220027,1.0,1.0,0.0,3,-7430,13657,21087,50,False,0,9,2021-10-23 14:00:00,Wolves,3,2.0
2021-22,Karl Darlow,GK,0,0,13,0,0.0,294,85,1,0,2.1,21.0,90,0,0,0,0,9,2,37655,1.0,1.0,0.0,2,657,2751,2094,45,False,0,9,2021-10-23 14:00:00,Newcastle,3,4.0
2021-22,Tim Krul,GK,0,0,27,0,0.0,314,84,7,0,4.5,45.2,90,0,0,0,0,9,7,118402,0.0,7.0,0.0,1,6200,10081,3881,45,False,0,9,2021-10-23 11:30:00,Norwich,1,4.0
2021-22,Edouard Mendy,GK,0,0,21,1,0.0,143,84,0,0,1.1,10.6,90,0,0,0,0,9,1,1399112,0.0,7.0,0.0,6,189224,203207,13983,61,True,0,9,2021-10-23 11:30:00,Chelsea,4,1.0
