Season,name,position,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,match_date,team,opp_team_rating,team_rating
2019-20,Kepa Arrizabalaga,GK,0,0,10,0,0.0,111,53,2,0,1.2,11.6,90,0,0,0,0,6,1,318926,2.0,1.0,0.0,1,-20904,3110,24014,55,True,0,6,2019-09-22 15:30:00,Chelsea,1,1.0
2019-20,Adrián San Miguel del Castillo,GK,0,0,12,0,0.0,526,53,1,0,1.2,12.4,90,0,0,0,0,6,1,422546,2.0,1.0,0.0,2,-6934,24280,31214,46,False,0,6,2019-09-22 15:30:00,Liverpool,1,1.0
2019-20,Bernd Leno,GK,0,0,20,0,0.0,14,51,2,0,3.7,37.4,90,0,0,0,0,6,7,423237,2.0,3.0,0.0,2,1093,20277,19184,50,True,1,6,2019-09-22 15:30:00,Arsenal,4,2.0
2019-20,Tom Heaton,GK,0,0,14,0,0.0,94,51,3,0,2.2,21.8,90,0,0,0,0,6,3,448508,2.0,3.0,0.0,2,-1781,16806,18587,45,False,0,6,2019-09-22 15:30:00,Man Utd,2,1.0
2019-20,Vicente Guaita,GK,0,0,14,0,0.0,131,54,1,0,2.6,25.8,90,0,0,0,0,6,3,41688,1.0,1.0,0.0,3,-1002,2095,3097,50,True,0,6,2019-09-22 13:00:00,Crystal Palace,2,3.0
2019-20,Lukasz Fabianski,GK,0,1,26,1,0.0,388,60,0,0,2.4,24.0,90,0,0,0,0,6,3,311621,0.0,2.0,0.0,8,10472,21132,10660,50,True,0,6,2019-09-22 13:00:00,West Ham,1,4.0
2019-20,David de Gea,GK,0,0,16,0,0.0,235,60,2,0,2.8,27.6,90,0,0,0,0,6,4,1257361,0.0,2.0,0.0,2,30627,53276,22649,56,False,0,6,2019-09-22 13:00:00,Man Utd,4,1.0
2019-20,Rui Pedro dos Santos Patrício,GK,0,0,17,0,0.0,411,54,1,0,3.5,34.8,90,0,0,0,0,6,4,626570,1.0,1.0,0.0,3,-32058,13402,45460,51,False,0,6,2019-09-22 13:00:00,Wolves,3,2.0
2019-20,Mathew Ryan,GK,0,3,37,1,0.0,47,58,0,0,3.1,30.6,90,0,0,0,0,6,4,862640,0.0,0.0,0.0,10,-34257,7106,41363,46,False,0,6,2019-09-21 16:30:00,Brighton,3,3.0
2019-20,Martin Dubravka,GK,0,0,24,1,0.0,262,58,0,0,1.4,13.8,90,0,0,0,0,6,2,65614,0.0,0.0,0.0,6,1555,4410,2855,50,True,0,6,2019-09-21 16:30:00,Newcastle,3,3.0
2019-20,Ederson Santana de Moraes,GK,0,0,30,1,0.0,212,57,0,0,3.3,33.4,90,0,0,0,0,6,4,1470015,0.0,8.0,0.0,7,-48976,17135,66111,61,True,0,6,2019-09-21 14:00:00,Man City,4,1.0
2019-20,Dean Henderson,GK,0,0,25,1,0.0,471,55,0,0,2.3,22.6,90,0,0,0,0,6,3,154275,2.0,0.0,0.0,6,1639,8266,6627,45,False,1,6,2019-09-21 14:00:00,Man Utd,3,1.0
2019-20,Ben Foster,GK,0,0,10,0,0.0,366,57,8,0,1.1,11.2,90,0,0,0,0,6,3,121030,0.0,8.0,0.0,-1,-7586,1040,8626,49,False,0,6,2019-09-21 14:00:00,Watford,1,4.0
2019-20,Nick Pope,GK,0,0,24,1,0.0,93,52,0,0,1.5,15.0,90,0,0,0,0,6,2,909245,0.0,2.0,0.0,6,40882,62455,21573,46,True,0,6,2019-09-21 14:00:00,Burnley,4,2.0
2019-20,Tim Krul,GK,0,0,17,0,0.0,280,52,2,0,3.1,31.2,90,0,0,0,0,6,4,98420,0.0,2.0,0.0,2,6874,10992,4118,45,False,0,6,2019-09-21 14:00:00,Norwich,2,4.0
2019-20,Jordan Pickford,GK,0,0,8,0,0.0,148,55,2,0,0.4,3.8,90,0,0,0,0,6,0,776752,2.0,0.0,0.0,1,-23521,12984,36505,56,True,0,6,2019-09-21 14:00:00,Everton,2,3.0
2019-20,Kasper Schmeichel,GK,0,0,16,0,0.0,168,56,1,0,2.4,23.6,90,0,0,0,0,6,3,428074,1.0,2.0,0.0,3,-5763,10420,16183,50,True,0,6,2019-09-21 11:30:00,Leicester,2,1.0
2019-20,Paulo Gazzaniga,GK,0,0,18,0,0.0,341,56,2,0,3.9,38.6,90,0,0,0,0,6,5,16038,1.0,2.0,0.0,2,-229,320,549,44,False,0,6,2019-09-21 11:30:00,Spurs,1,2.0
2019-20,Aaron Ramsdale,GK,1,3,34,0,10.0,494,59,1,0,6.6,56.0,90,0,0,0,0,6,6,26492,3.0,1.0,0.0,10,3334,5022,1688,45,False,0,6,2019-09-20 19:00:00,Arsenal,3,2.0
2019-20,Angus Gunn,GK,0,0,7,0,0.0,319,59,3,0,0.2,1.6,90,0,0,0,0,6,0,234026,3.0,1.0,0.0,1,105938,115066,9128,45,True,0,6,2019-09-20 19:00:00,Norwich,4,4.0
2019-20,Tom Heaton,GK,0,0,22,1,0.0,94,41,0,0,0.7,6.8,90,0,0,0,0,5,1,448344,0.0,0.0,0.0,6,-4250,25191,29441,45,True,0,5,2019-09-16 19:00:00,Man Utd,4,1.0
2019-20,Lukasz Fabianski,GK,0,3,31,1,0.0,388,41,0,0,3.2,32.4,90,0,0,0,0,5,5,295453,0.0,0.0,0.0,10,-952,14357,15309,50,False,0,5,2019-09-16 19:00:00,West Ham,4,4.0
2019-20,Bernd Leno,GK,0,0,21,0,0.0,14,49,2,0,4.5,45.4,90,0,0,0,0,5,8,415601,2.0,2.0,0.0,2,-1074,28035,29109,50,False,1,5,2019-09-15 15:30:00,Arsenal,4,2.0
2019-20,Ben Foster,GK,0,0,12,0,0.0,366,49,2,0,1.7,17.0,90,0,0,0,0,5,2,127637,2.0,2.0,0.0,1,-9835,2311,12146,49,True,0,5,2019-09-15 15:30:00,Watford,2,4.0
2019-20,Aaron Ramsdale,GK,0,0,19,0,0.0,494,42,1,0,3.4,33.6,90,0,0,0,0,5,4,22068,1.0,3.0,0.0,3,1724,3887,2163,45,True,0,5,2019-09-15 13:00:00,Arsenal,3,2.0
2019-20,Jordan Pickford,GK,0,0,14,0,0.0,148,42,3,0,2.1,21.0,90,0,0,0,0,5,3,792254,1.0,3.0,0.0,2,-21743,31291,53034,56,False,0,5,2019-09-15 13:00:00,Everton,4,3.0
2019-20,Ederson Santana de Moraes,GK,0,0,8,0,0.0,212,46,3,0,0.3,3.4,90,0,0,0,0,5,0,1507919,2.0,3.0,0.0,1,-6353,72978,79331,61,False,0,5,2019-09-14 16:30:00,Man City,4,1.0
2019-20,Tim Krul,GK,0,0,23,0,0.0,280,46,2,0,5.1,51.0,90,0,0,0,0,5,6,87937,2.0,3.0,0.0,3,-3538,3966,7504,45,True,0,5,2019-09-14 16:30:00,Norwich,1,4.0
2019-20,David de Gea,GK,0,2,26,1,0.0,235,45,0,0,2.2,22.4,90,0,0,0,0,5,3,1194637,0.0,1.0,0.0,9,-122612,16217,138829,56,True,0,5,2019-09-14 14:00:00,Man Utd,1,1.0
2019-20,Rui Pedro dos Santos Patrício,GK,0,0,9,0,0.0,411,50,5,0,1.0,10.2,90,0,0,0,0,5,1,660120,5.0,2.0,0.0,0,59808,99465,39657,51,True,0,5,2019-09-14 14:00:00,Wolves,1,2.0
2019-20,Dean Henderson,GK,0,0,22,0,0.0,471,47,1,0,5.9,40.8,90,0,0,0,0,5,6,151288,1.0,0.0,18.0,4,8573,17750,9177,45,True,0,5,2019-09-14 14:00:00,Man Utd,3,1.0
2019-20,Angus Gunn,GK,0,2,28,1,0.0,319,47,0,0,2.7,27.0,90,0,0,0,0,5,4,107820,1.0,0.0,0.0,9,34082,44290,10208,45,False,0,5,2019-09-14 14:00:00,Norwich,2,4.0
2019-20,Vicente Guaita,GK,0,0,13,0,0.0,131,48,4,0,1.6,16.2,90,0,0,0,0,5,2,42174,0.0,4.0,0.0,0,2165,8064,5899,50,False,0,5,2019-09-14 14:00:00,Crystal Palace,2,3.0
2019-20,Kepa Arrizabalaga,GK,0,0,18,0,0.0,111,50,2,0,2.7,27.2,90,0,0,0,0,5,3,334228,5.0,2.0,0.0,2,-35954,5299,41253,55,False,0,5,2019-09-14 14:00:00,Chelsea,2,1.0
2019-20,Nick Pope,GK,0,0,19,0,0.0,93,43,1,0,3.1,31.4,90,0,0,0,0,5,4,870790,1.0,1.0,0.0,3,153960,183463,29503,46,False,0,5,2019-09-14 14:00:00,Burnley,3,2.0
2019-20,Kasper Schmeichel,GK,0,0,19,0,10.0,168,45,1,0,4.0,30.2,90,0,0,0,0,5,4,427766,0.0,1.0,0.0,3,-13341,15655,28996,50,False,0,5,2019-09-14 14:00:00,Leicester,1,1.0
2019-20,Mathew Ryan,GK,0,0,8,0,0.0,47,43,1,0,0.3,2.8,90,0,0,0,0,5,0,893926,1.0,1.0,0.0,2,-53405,14353,67758,46,True,0,5,2019-09-14 14:00:00,Brighton,2,3.0
2019-20,Hugo Lloris,GK,0,0,33,1,0.0,340,48,0,0,4.2,42.2,90,0,0,0,0,5,6,563001,0.0,4.0,0.0,8,-3855,31792,35647,55,True,0,5,2019-09-14 14:00:00,Spurs,3,2.0
2019-20,Martin Dubravka,GK,0,0,15,0,0.0,262,44,3,0,3.3,32.6,90,0,0,0,0,5,5,61743,1.0,3.0,0.0,2,-4818,1092,5910,50,False,0,5,2019-09-14 11:30:00,Newcastle,1,3.0
2019-20,Adrián San Miguel del Castillo,GK,0,0,7,0,0.0,526,44,1,0,0.5,4.6,90,0,0,0,0,5,0,433745,1.0,3.0,0.0,2,86099,109913,23814,46,True,0,5,2019-09-14 11:30:00,Liverpool,3,1.0
2019-20,Hugo Lloris,GK,0,0,20,0,0.0,340,31,2,0,4.1,40.8,90,0,0,0,0,4,6,548755,2.0,2.0,0.0,3,-34272,19252,53524,55,False,0,4,2019-09-01 15:30:00,Spurs,2,2.0
2019-20,Bernd Leno,GK,0,0,21,0,0.0,14,31,2,0,3.0,29.6,90,0,0,0,0,4,7,402670,2.0,2.0,0.0,3,-21012,19796,40808,50,True,0,4,2019-09-01 15:30:00,Arsenal,2,2.0
2019-20,Jordan Pickford,GK,0,0,16,0,0.0,148,35,2,0,2.8,28.2,90,0,0,0,0,4,3,795798,2.0,3.0,0.0,2,-13131,45561,58692,56,True,0,4,2019-09-01 13:00:00,Everton,2,3.0
2019-20,Rui Pedro dos Santos Patrício,GK,0,0,10,0,0.0,411,35,3,0,2.1,20.6,90,0,0,0,0,4,3,573928,2.0,3.0,0.0,2,112982,143906,30924,50,False,0,4,2019-09-01 13:00:00,Wolves,3,2.0
2019-20,Adrián San Miguel del Castillo,GK,0,0,25,1,0.0,526,32,0,0,2.1,20.8,90,0,0,0,0,4,2,330807,3.0,0.0,0.0,6,82258,107126,24868,45,False,0,4,2019-08-31 16:30:00,Liverpool,2,1.0
2019-20,Nick Pope,GK,0,0,23,0,0.0,93,32,3,0,3.2,32.2,90,0,0,0,0,4,5,693050,3.0,0.0,0.0,2,99178,143033,43855,45,True,0,4,2019-08-31 16:30:00,Burnley,1,2.0
2019-20,Ederson Santana de Moraes,GK,0,0,24,1,0.0,212,37,0,0,1.2,12.2,90,0,0,0,0,4,1,1473362,0.0,4.0,0.0,6,-7729,74003,81732,61,True,0,4,2019-08-31 14:00:00,Man City,3,1.0
2019-20,Dean Henderson,GK,0,0,14,0,0.0,471,33,2,0,2.4,23.6,90,0,0,0,0,4,3,137004,2.0,2.0,0.0,2,7506,19582,12076,45,False,0,4,2019-08-31 14:00:00,Man Utd,1,1.0
2019-20,Tom Heaton,GK,0,0,16,0,0.0,94,34,1,0,2.4,24.0,90,0,0,0,0,4,4,450357,0.0,1.0,0.0,3,37564,63932,26368,45,False,0,4,2019-08-31 14:00:00,Man Utd,3,1.0
2019-20,Vicente Guaita,GK,0,0,26,1,0.0,131,34,0,0,1.8,18.4,90,0,0,0,0,4,2,37092,0.0,1.0,0.0,6,2377,6176,3799,50,True,0,4,2019-08-31 14:00:00,Crystal Palace,4,3.0
2019-20,Ben Foster,GK,0,2,21,0,0.0,366,38,1,0,2.5,25.4,90,0,0,0,0,4,4,135423,1.0,1.0,0.0,5,-12070,2223,14293,49,False,0,4,2019-08-31 14:00:00,Watford,3,4.0
2019-20,Tim Krul,GK,0,0,19,0,0.0,280,40,2,0,4.0,39.8,90,0,0,0,0,4,5,89710,0.0,2.0,0.0,2,2550,8365,5815,45,False,0,4,2019-08-31 14:00:00,Norwich,4,4.0
2019-20,Lukasz Fabianski,GK,0,0,26,1,0.0,388,40,0,0,2.0,20.0,90,0,0,0,0,4,3,289393,0.0,2.0,0.0,7,-14144,8439,22583,50,True,0,4,2019-08-31 14:00:00,West Ham,4,4.0
2019-20,Aaron Ramsdale,GK,0,0,13,0,0.0,494,36,3,0,1.3,13.0,90,0,0,0,0,4,2,19406,1.0,3.0,0.0,1,4356,7190,2834,45,False,0,4,2019-08-31 14:00:00,Arsenal,1,2.0
2019-20,Martin Dubravka,GK,0,0,13,0,0.0,262,38,1,0,1.4,14.0,90,0,0,0,0,4,3,66281,1.0,1.0,0.0,3,4567,8846,4279,50,True,0,4,2019-08-31 14:00:00,Newcastle,4,3.0
2019-20,Mathew Ryan,GK,0,0,19,0,0.0,47,37,4,0,2.2,21.6,90,0,0,0,0,4,2,940325,0.0,4.0,0.0,0,-62455,28369,90824,46,False,0,4,2019-08-31 14:00:00,Brighton,1,3.0
2019-20,Kepa Arrizabalaga,GK,0,0,19,0,0.0,111,33,2,0,1.0,10.2,90,0,0,0,0,4,2,365386,2.0,2.0,0.0,1,-5228,25511,30739,55,True,0,4,2019-08-31 14:00:00,Chelsea,2,1.0
2019-20,Kasper Schmeichel,GK,0,0,9,0,0.0,168,36,1,0,0.7,7.2,90,0,0,0,0,4,1,433234,1.0,3.0,0.0,2,10301,34190,23889,50,True,0,4,2019-08-31 14:00:00,Leicester,4,1.0
2019-20,Angus Gunn,GK,0,1,23,0,0.0,319,39,1,0,4.6,45.8,90,0,0,0,0,4,7,64626,1.0,1.0,0.0,5,8635,14328,5693,45,True,0,4,2019-08-31 11:30:00,Norwich,1,4.0
2019-20,David de Gea,GK,0,0,10,0,0.0,235,39,1,0,1.0,10.4,90,0,0,0,0,4,1,1297883,1.0,1.0,0.0,2,-60184,47132,107316,56,False,0,4,2019-08-31 11:30:00,Man Utd,3,1.0
2019-20,Martin Dubravka,GK,0,0,25,1,0.0,262,28,0,0,1.4,14.2,90,0,0,0,0,3,2,57057,1.0,0.0,0.0,6,-5481,735,6216,50,False,0,3,2019-08-25 15:30:00,Newcastle,2,3.0
2019-20,Nick Pope,GK,0,0,14,0,0.0,93,30,1,0,0.9,9.4,90,0,0,0,0,3,2,573817,1.0,1.0,0.0,2,90981,127275,36294,45,False,0,3,2019-08-25 15:30:00,Burnley,2,2.0
2019-20,Hugo Lloris,GK,0,0,12,0,0.0,340,28,1,0,1.9,19.2,90,0,0,0,0,3,2,572671,1.0,0.0,0.0,2,7053,43660,36607,55,True,0,3,2019-08-25 15:30:00,Spurs,3,2.0
2019-20,Rui Pedro dos Santos Patrício,GK,0,0,16,0,0.0,411,30,1,0,2.3,23.0,90,0,0,0,0,3,3,414601,1.0,1.0,0.0,3,76664,96068,19404,50,True,0,3,2019-08-25 15:30:00,Wolves,2,2.0
2019-20,Aaron Ramsdale,GK,0,0,12,0,0.0,494,22,3,0,1.9,19.0,90,0,0,0,0,3,2,13643,3.0,1.0,0.0,1,3236,5460,2224,45,True,0,3,2019-08-25 13:00:00,Arsenal,1,2.0
2019-20,Ederson Santana de Moraes,GK,0,0,17,0,0.0,212,22,1,0,4.5,44.6,90,0,0,0,0,3,6,1434805,3.0,1.0,0.0,3,-31925,55218,87143,61,False,1,3,2019-08-25 13:00:00,Man City,4,1.0
2019-20,Adrián San Miguel del Castillo,GK,0,0,10,0,0.0,526,24,1,0,0.9,9.2,90,0,0,0,0,3,2,226686,1.0,3.0,0.0,2,36178,64235,28057,45,True,0,3,2019-08-24 16:30:00,Liverpool,2,1.0
2019-20,Bernd Leno,GK,0,0,13,0,0.0,14,24,3,0,1.9,19.0,90,0,0,0,0,3,2,409348,1.0,3.0,0.0,1,-41727,23145,64872,50,False,0,3,2019-08-24 16:30:00,Arsenal,1,2.0
2019-20,Ben Foster,GK,0,0,26,0,10.0,366,29,3,0,7.0,59.6,90,0,0,0,0,3,7,144821,3.0,1.0,0.0,3,-15052,1588,16640,50,True,0,3,2019-08-24 14:00:00,Watford,4,4.0
2019-20,Vicente Guaita,GK,0,0,10,0,0.0,131,25,1,0,1.4,14.0,90,0,0,0,0,3,2,31680,2.0,1.0,0.0,1,-3818,1434,5252,50,False,1,3,2019-08-24 14:00:00,Crystal Palace,1,3.0
2019-20,Dean Henderson,GK,0,0,7,0,0.0,471,27,2,0,0.2,1.8,90,0,0,0,0,3,0,124839,2.0,1.0,0.0,1,20557,28603,8046,45,True,0,3,2019-08-24 14:00:00,Man Utd,1,1.0
2019-20,David de Gea,GK,0,0,9,0,0.0,235,25,2,0,1.0,10.0,90,0,0,0,0,3,1,1329773,2.0,1.0,0.0,1,57649,118498,60849,56,True,0,3,2019-08-24 14:00:00,Man Utd,3,1.0
2019-20,Angus Gunn,GK,0,0,26,1,0.0,319,23,0,0,2.2,21.6,90,0,0,0,0,3,3,51272,2.0,0.0,0.0,7,-356,3113,3469,45,False,0,3,2019-08-24 14:00:00,Norwich,3,4.0
2019-20,Mathew Ryan,GK,0,0,13,0,0.0,47,23,2,0,1.5,15.0,90,0,0,0,0,3,2,1001596,2.0,0.0,0.0,1,33451,89567,56116,46,True,0,3,2019-08-24 14:00:00,Brighton,3,3.0
2019-20,Lukasz Fabianski,GK,0,0,14,0,0.0,388,29,1,0,1.8,17.8,90,0,0,0,0,3,2,298552,3.0,1.0,0.0,2,-15552,8079,23631,50,False,0,3,2019-08-24 14:00:00,West Ham,4,4.0
2019-20,Kasper Schmeichel,GK,0,0,14,0,0.0,168,27,1,0,2.1,21.2,90,0,0,0,0,3,2,406036,2.0,1.0,0.0,2,8771,32102,23331,50,False,0,3,2019-08-24 14:00:00,Leicester,2,1.0
2019-20,Tim Krul,GK,0,0,19,0,0.0,280,26,3,0,3.3,32.8,90,0,0,0,0,3,5,82843,3.0,2.0,0.0,2,-987,4539,5526,45,True,0,3,2019-08-24 11:30:00,Norwich,1,4.0
2019-20,Kepa Arrizabalaga,GK,0,0,14,0,0.0,111,26,2,0,2.4,24.0,90,0,0,0,0,3,3,354050,3.0,2.0,0.0,2,-10200,18678,28878,55,False,0,3,2019-08-24 11:30:00,Chelsea,4,1.0
2019-20,Tom Heaton,GK,0,0,23,1,0.0,94,21,0,0,1.1,11.4,90,0,0,0,0,3,1,400918,0.0,2.0,0.0,6,-23240,13782,37022,45,True,0,3,2019-08-23 19:00:00,Man Utd,3,1.0
2019-20,Jordan Pickford,GK,0,0,11,0,0.0,148,21,2,0,0.7,7.2,90,0,0,0,0,3,1,789207,0.0,2.0,0.0,1,71013,107580,36567,56,False,0,3,2019-08-23 19:00:00,Everton,4,3.0
2019-20,Rui Pedro dos Santos Patrício,GK,0,2,25,0,0.0,411,20,1,0,3.0,29.8,90,0,0,1,0,2,1,297138,1.0,1.0,0.0,9,-3623,14551,18174,50,True,0,2,2019-08-19 19:00:00,Wolves,1,2.0
2019-20,David de Gea,GK,0,0,11,0,0.0,235,20,1,0,1.3,13.0,90,0,0,0,0,2,1,1214601,1.0,1.0,0.0,2,361048,394301,33253,56,False,0,2,2019-08-19 19:00:00,Man Utd,2,1.0
2019-20,Kepa Arrizabalaga,GK,0,0,18,0,0.0,111,14,1,0,2.3,23.0,90,0,0,0,0,2,2,348004,1.0,1.0,0.0,2,17885,52472,34587,55,True,0,2,2019-08-18 15:30:00,Chelsea,1,1.0
2019-20,Kasper Schmeichel,GK,0,0,18,0,0.0,168,14,1,0,3.7,36.6,90,0,0,0,0,2,4,379621,1.0,1.0,0.0,3,1036,23363,22327,50,False,0,2,2019-08-18 15:30:00,Leicester,1,1.0
2019-20,Dean Henderson,GK,0,2,29,1,0.0,471,18,0,0,2.2,22.2,90,0,0,0,0,2,4,93399,0.0,1.0,0.0,9,2750,7559,4809,45,True,0,2,2019-08-18 13:00:00,Man Utd,3,1.0
2019-20,Vicente Guaita,GK,0,0,16,0,0.0,131,18,1,0,2.4,23.6,90,0,0,0,0,2,2,34685,0.0,1.0,0.0,2,5582,8505,2923,50,False,0,2,2019-08-18 13:00:00,Crystal Palace,2,3.0
2019-20,Hugo Lloris,GK,0,0,28,0,0.0,340,16,2,0,5.7,56.6,90,0,0,0,0,2,8,538741,2.0,2.0,0.0,3,-31914,39438,71352,55,False,0,2,2019-08-17 16:30:00,Spurs,1,2.0
2019-20,Ederson Santana de Moraes,GK,0,0,14,0,0.0,212,16,2,0,0.5,5.0,90,0,0,0,0,2,0,1436012,2.0,2.0,0.0,1,266555,325392,58837,61,True,0,2,2019-08-17 16:30:00,Man City,2,1.0
2019-20,Aaron Ramsdale,GK,0,0,24,0,0.0,494,12,1,0,4.0,39.8,90,0,0,0,0,2,6,8566,2.0,1.0,0.0,4,2802,3794,992,45,False,0,2,2019-08-17 14:00:00,Arsenal,4,2.0
2019-20,Adrián San Miguel del Castillo,GK,0,0,12,0,0.0,526,19,1,0,1.2,12.2,90,0,0,0,0,2,3,178033,2.0,1.0,0.0,3,134813,163790,28977,45,False,0,2,2019-08-17 14:00:00,Liverpool,3,1.0
2019-20,Ben Foster,GK,0,0,9,0,0.0,366,15,1,0,1.1,10.6,90,0,0,0,0,2,1,157064,0.0,1.0,0.0,2,-19986,2285,22271,50,False,0,2,2019-08-17 14:00:00,Watford,3,4.0
2019-20,Angus Gunn,GK,0,0,16,0,0.0,319,19,2,0,3.0,30.2,90,0,0,0,0,2,4,49588,2.0,1.0,0.0,2,-3047,1311,4358,45,True,0,2,2019-08-17 14:00:00,Norwich,1,4.0
2019-20,Tom Heaton,GK,0,0,7,0,0.0,94,12,2,0,1.2,12.2,90,0,0,0,0,2,2,421787,2.0,1.0,0.0,1,21575,40561,18986,45,True,0,2,2019-08-17 14:00:00,Man Utd,4,1.0
2019-20,Tim Krul,GK,0,0,15,0,0.0,280,17,1,0,2.6,25.6,90,0,0,0,0,2,2,80830,1.0,3.0,0.0,2,1056,5953,4897,45,True,0,2,2019-08-17 14:00:00,Norwich,3,4.0
2019-20,Mathew Ryan,GK,0,0,12,0,0.0,47,13,1,0,1.9,19.4,90,0,0,0,0,2,2,951271,1.0,1.0,0.0,2,134346,163900,29554,45,True,0,2,2019-08-17 14:00:00,Brighton,4,3.0
2019-20,Jordan Pickford,GK,0,0,26,1,0.0,148,15,0,0,1.6,15.8,90,0,0,0,0,2,2,670856,0.0,1.0,0.0,6,86478,116840,30362,55,True,0,2,2019-08-17 14:00:00,Everton,4,3.0
2019-20,Lukasz Fabianski,GK,0,0,17,0,0.0,388,13,1,0,2.3,23.2,90,0,0,0,0,2,3,308584,1.0,1.0,0.0,3,-1644,19977,21621,50,False,0,2,2019-08-17 14:00:00,West Ham,3,4.0
2019-20,Martin Dubravka,GK,0,0,18,0,0.0,262,17,3,0,3.9,38.6,90,0,0,0,0,2,5,61288,1.0,3.0,0.0,2,-1234,3381,4615,50,False,0,2,2019-08-17 14:00:00,Newcastle,4,3.0
2019-20,Bernd Leno,GK,0,0,15,0,0.0,14,11,1,0,2.6,26.4,90,0,0,0,0,2,3,443302,1.0,2.0,0.0,3,90465,113328,22863,50,True,0,2,2019-08-17 11:30:00,Arsenal,2,2.0
2019-20,Nick Pope,GK,0,0,24,0,10.3,93,11,2,0,6.6,54.0,90,0,0,0,0,2,7,457584,1.0,2.0,2.0,3,55141,82331,27190,45,False,0,2,2019-08-17 11:30:00,Burnley,2,2.0
2019-20,Kepa Arrizabalaga,GK,0,0,9,0,0.0,111,9,4,0,0.7,7.0,90,0,0,0,0,1,1,282338,0.0,4.0,0.0,0,0,0,0,55,False,0,1,2019-08-11 15:30:00,Chelsea,1,1.0
2019-20,David de Gea,GK,0,2,34,1,0.0,235,9,0,0,4.3,43.2,90,0,0,0,0,1,7,610697,0.0,4.0,0.0,10,0,0,0,55,True,0,1,2019-08-11 15:30:00,Man Utd,1,1.0
2019-20,Kasper Schmeichel,GK,0,0,23,1,0.0,168,5,0,0,1.6,15.8,90,0,0,0,0,1,2,330914,0.0,0.0,0.0,6,0,0,0,50,True,0,1,2019-08-11 13:00:00,Leicester,2,1.0
2019-20,Martin Dubravka,GK,0,0,9,0,0.0,262,10,1,0,1.1,11.0,90,0,0,0,0,1,1,56134,1.0,0.0,0.0,2,0,0,0,50,True,0,1,2019-08-11 13:00:00,Newcastle,2,3.0
2019-20,Bernd Leno,GK,0,1,27,1,0.0,14,10,0,0,1.8,18.0,90,0,0,0,0,1,2,276322,1.0,0.0,0.0,7,0,0,0,50,False,0,1,2019-08-11 13:00:00,Arsenal,3,2.0
2019-20,Rui Pedro dos Santos Patrício,GK,0,0,23,1,0.0,411,5,0,0,0.8,7.8,90,0,0,0,0,1,1,271369,0.0,0.0,0.0,6,0,0,0,50,False,0,1,2019-08-11 13:00:00,Wolves,1,2.0
2019-20,Hugo Lloris,GK,0,0,13,0,0.0,340,6,1,0,2.1,21.4,90,0,0,0,0,1,3,514748,1.0,3.0,0.0,3,0,0,0,55,True,0,1,2019-08-10 16:30:00,Spurs,4,2.0
2019-20,Tom Heaton,GK,0,0,15,0,0.0,94,6,3,0,2.4,24.2,90,0,0,0,0,1,3,368460,1.0,3.0,0.0,2,0,0,0,45,False,0,1,2019-08-10 16:30:00,Man Utd,2,1.0
2019-20,Aaron Ramsdale,GK,0,0,11,0,0.0,494,2,1,0,1.0,9.8,90,0,0,0,0,1,2,3091,1.0,1.0,0.0,2,0,0,0,45,True,0,1,2019-08-10 14:00:00,Arsenal,2,2.0
2019-20,Ben Foster,GK,0,0,9,0,0.0,366,7,3,0,1.0,10.0,90,0,0,0,0,1,1,168877,3.0,0.0,0.0,1,0,0,0,50,True,0,1,2019-08-10 14:00:00,Watford,3,4.0
2019-20,Dean Henderson,GK,0,0,12,0,0.0,471,2,1,0,1.4,13.6,90,0,0,0,0,1,2,80682,1.0,1.0,0.0,2,0,0,0,45,False,0,1,2019-08-10 14:00:00,Man Utd,4,1.0
2019-20,Angus Gunn,GK,0,0,10,0,0.0,319,3,3,0,1.0,9.8,90,0,0,0,0,1,1,49447,0.0,3.0,0.0,1,0,0,0,45,False,0,1,2019-08-10 14:00:00,Norwich,2,4.0
2019-20,Nick Pope,GK,0,1,28,1,10.0,93,3,0,0,3.6,25.6,90,0,0,0,0,1,3,344271,0.0,3.0,0.0,8,0,0,0,45,True,0,1,2019-08-10 14:00:00,Burnley,3,2.0
2019-20,Mathew Ryan,GK,0,2,29,1,0.0,47,7,0,0,2.5,25.4,90,0,0,0,0,1,3,709131,3.0,0.0,0.0,9,0,0,0,45,False,0,1,2019-08-10 14:00:00,Brighton,4,3.0
2019-20,Vicente Guaita,GK,0,0,24,1,0.0,131,4,0,0,1.4,14.0,90,0,0,0,0,1,2,22626,0.0,0.0,0.0,6,0,0,0,50,True,0,1,2019-08-10 14:00:00,Crystal Palace,3,3.0
2019-20,Jordan Pickford,GK,0,1,25,1,0.0,148,4,0,0,2.1,20.8,90,0,0,0,0,1,2,513077,0.0,0.0,0.0,7,0,0,0,55,False,0,1,2019-08-10 14:00:00,Everton,3,3.0
2019-20,Ederson Santana de Moraes,GK,0,0,26,1,0.0,212,8,0,0,2.9,28.8,90,0,0,0,0,1,3,980143,5.0,0.0,0.0,7,0,0,0,60,False,0,1,2019-08-10 11:30:00,Man City,4,1.0
