Season,name,position,team,total_points,bps,influence,goals_scored,ict_index,bonus,threat,minutes,creativity,assists,value,clean_sheets,selected
2020-21,Rúben Diogo da Silva Neves,MID,Wolves,7,29,53.8,1,9.4,0,26.0,90,14.6,0,52,0,122973
2020-21,Ashley Westwood,MID,Burnley,1,7,4.0,0,0.5,0,0.0,90,1.3,0,53,0,37142
2020-21,Ashley Barnes,FWD,Burnley,2,3,0.0,0,2.4,0,3.0,87,21.6,0,60,0,29389
2020-21,Mason Greenwood,MID,Man Utd,1,3,0.2,0,0.1,0,0.0,10,0.8,0,71,0,158382
2020-21,Alex Iwobi,MID,Everton,8,30,49.2,1,11.1,1,56.0,90,6.0,0,59,0,21652
2020-21,Anthony Martial,FWD,Man Utd,2,3,4.6,0,9.3,0,72.0,90,16.1,0,88,1,651853
2020-21,Jeff Hendrick,MID,Newcastle,2,16,14.4,0,3.1,0,0.0,90,16.7,0,46,0,169389
2020-21,John Fleck,MID,Sheffield Utd,3,17,13.8,0,5.5,0,12.0,90,29.2,0,56,1,11368
2020-21,Rhian Brewster,FWD,Sheffield Utd,1,1,0.0,0,1.8,0,15.0,39,4.3,0,45,0,764093
2020-21,Oliver Norwood,MID,Sheffield Utd,3,13,10.0,0,1.8,0,0.0,90,8.3,0,46,1,12933
2020-21,Andy Carroll,FWD,Newcastle,1,3,0.4,0,0.1,0,0.0,13,0.5,0,52,0,49567
2020-21,Ryan Fraser,MID,Newcastle,-2,-7,0.0,0,1.3,0,0.0,44,17.0,0,56,0,13125
2020-21,Callum Wilson,FWD,Newcastle,2,-3,0.4,0,3.0,0,27.0,90,2.2,0,66,0,2230524
2020-21,Matt Ritchie,MID,Newcastle,1,3,0.6,0,0.2,0,0.0,16,0.9,0,49,0,6720
2020-21,Oliver Burke,MID,Sheffield Utd,1,5,3.2,0,9.9,0,62.0,58,33.5,0,43,0,200892
2020-21,Sean Longstaff,MID,Newcastle,2,5,1.8,0,0.5,0,0.0,90,3.0,0,47,0,9739
2020-21,Jacob Murphy,MID,Newcastle,1,4,3.2,0,1.1,0,8.0,6,0.0,0,49,0,6518
2020-21,Isaac Hayden,MID,Newcastle,1,0,13.4,0,3.7,0,22.0,90,1.2,0,47,0,5899
2020-21,Billy Sharp,FWD,Sheffield Utd,5,22,31.4,1,6.1,1,19.0,31,10.4,0,55,0,9179
2020-21,John Lundstram,MID,Sheffield Utd,3,14,8.0,0,7.7,0,38.0,90,31.1,0,49,1,121807
2020-21,Ben Osborn,MID,Sheffield Utd,3,17,21.2,0,6.3,0,6.0,90,35.3,0,48,1,3012
2020-21,David McGoldrick,FWD,Sheffield Utd,1,3,7.4,0,5.4,0,36.0,90,10.1,0,52,1,266193
2020-21,Danny Ings,FWD,Aston Villa,9,39,45.6,1,9.3,3,26.0,76,20.9,0,83,1,430091
2020-21,James Milner,MID,Liverpool,1,4,2.8,0,0.9,0,2.0,13,4.6,0,53,0,8887
2020-21,Jordan Henderson,MID,Liverpool,2,15,17.8,0,2.4,0,4.0,90,1.7,0,54,0,131745
2020-21,Roberto Firmino,FWD,Liverpool,2,8,4.6,0,4.4,0,26.0,90,13.7,0,93,0,366674
2020-21,Nathan Tella,MID,Southampton,1,-1,0.0,0,0.0,0,1.0,58,0.7,0,44,0,31618
2020-21,James Ward-Prowse,MID,Southampton,6,21,29.2,0,4.1,0,0.0,90,11.4,1,63,1,1174491
2020-21,Stuart Armstrong,MID,Southampton,3,12,13.4,0,3.5,0,10.0,90,11.7,0,55,1,41912
2020-21,Thiago Alcántara do Nascimento,MID,Liverpool,1,9,11.6,0,6.4,0,34.0,90,18.4,0,57,0,70673
2020-21,Daniel N'Lundulu,FWD,Southampton,1,1,1.0,0,0.5,0,4.0,13,0.4,0,45,0,11334
2020-21,Alex Oxlade-Chamberlain,MID,Liverpool,1,4,1.4,0,0.4,0,0.0,56,2.3,0,63,0,3782
2020-21,Theo Walcott,MID,Southampton,3,7,3.2,0,0.5,0,1.0,81,1.2,0,58,1,86950
2020-21,Xherdan Shaqiri,MID,Liverpool,0,1,6.6,0,3.6,0,3.0,33,26.5,0,64,0,4050
2020-21,Moussa Djenepo,MID,Southampton,1,1,2.2,0,0.3,0,1.0,31,0.1,0,54,0,5617
2020-21,Fabio Henrique Tavares,MID,Liverpool,2,12,17.2,0,2.0,0,0.0,90,2.4,0,54,0,79897
2020-21,Ibrahima Diallo,MID,Southampton,3,9,10.2,0,1.3,0,0.0,90,2.5,0,45,1,1779
2020-21,Georginio Wijnaldum,MID,Liverpool,2,14,8.0,0,3.6,0,22.0,90,6.4,0,53,0,129494
2020-21,Mohamed Salah,MID,Liverpool,2,-1,4.2,0,4.5,0,24.0,90,17.1,0,126,0,3563431
2020-21,Sadio Mané,MID,Liverpool,2,6,22.8,0,14.6,0,94.0,90,29.3,0,119,0,624281
2020-21,Phil Foden,MID,Man City,14,39,53.8,1,12.9,3,31.0,85,44.0,1,62,1,247180
2020-21,Raheem Sterling,MID,Man City,5,22,6.4,0,4.2,0,10.0,90,25.9,1,114,0,320067
2020-21,Riyad Mahrez,MID,Man City,1,3,0.0,0,0.1,0,0.0,4,0.5,0,82,0,319413
2020-21,Rodrigo Hernandez,MID,Man City,2,14,28.0,0,6.8,0,35.0,90,4.5,0,54,0,34609
2020-21,Ilkay Gündogan,MID,Man City,9,27,44.4,1,10.1,1,41.0,74,15.5,0,54,1,31194
2020-21,Hakim Ziyech,MID,Chelsea,2,5,3.4,0,3.9,0,18.0,63,17.3,0,81,0,182681
2020-21,Billy Gilmour,MID,Norwich,1,5,5.2,0,0.7,0,0.0,26,1.8,0,44,0,8850
2020-21,Sergio Agüero,FWD,Man City,1,3,0.0,0,0.0,0,0.0,4,0.0,0,103,0,112496
2020-21,Christian Pulisic,MID,Chelsea,1,13,14.2,0,3.8,0,10.0,90,14.0,0,82,0,187321
2020-21,Callum Hudson-Odoi,MID,Chelsea,7,27,43.0,1,9.1,1,21.0,26,27.3,0,57,0,20152
2020-21,Kevin De Bruyne,MID,Man City,13,38,47.8,1,12.4,2,39.0,85,37.0,1,117,1,1503436
2020-21,Mason Mount,MID,Chelsea,2,11,13.0,0,5.8,0,4.0,90,40.6,0,69,0,421575
2020-21,Mateo Kovacic,MID,Chelsea,1,6,0.0,0,1.4,0,9.0,76,4.6,0,53,0,19321
2020-21,N'Golo Kanté,MID,Chelsea,1,8,9.8,0,1.4,0,0.0,63,3.8,0,49,0,244470
2020-21,Timo Werner,FWD,Chelsea,2,7,2.4,0,3.9,0,32.0,90,4.3,0,92,0,982688
2020-21,Kai Havertz,MID,Chelsea,4,15,16.6,0,4.7,0,18.0,13,12.2,1,82,0,218820
2020-21,Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,1,18,18.0,0,10.2,0,55.0,90,29.0,0,74,0,40691
2020-21,Wilfred Ndidi,MID,Leicester,2,20,23.8,0,2.6,0,0.0,90,1.8,0,48,0,47990
2020-21,Jacob Murphy,MID,Newcastle,1,5,5.4,0,0.8,0,2.0,26,0.3,0,49,0,4271
2020-21,Youri Tielemans,MID,Leicester,7,24,42.0,1,5.7,1,10.0,90,5.1,0,64,0,163768
2020-21,James Maddison,MID,Leicester,10,27,36.6,1,9.5,2,21.0,78,37.3,0,72,1,404886
2020-21,Sean Longstaff,MID,Newcastle,2,13,5.2,0,1.8,0,10.0,90,2.8,0,47,0,7004
2020-21,Marc Albrighton,MID,Leicester,5,17,31.8,0,5.5,0,10.0,90,13.1,1,53,0,9123
2020-21,Miguel Almirón,MID,Newcastle,2,4,0.0,0,0.5,0,1.0,63,3.9,0,56,0,30506
2020-21,Matthew Longstaff,MID,Newcastle,2,14,9.0,0,1.8,0,2.0,90,7.3,0,49,0,1487
2020-21,Jonjo Shelvey,MID,Newcastle,1,3,0.8,0,0.5,0,4.0,25,0.2,0,53,0,10276
2020-21,Joelinton Cássio Apolinário de Lira,FWD,Newcastle,2,5,8.6,0,3.0,0,17.0,64,3.9,0,57,0,37919
2020-21,Harvey Barnes,MID,Leicester,2,0,6.4,0,4.3,0,33.0,90,3.8,0,67,0,339816
2020-21,Jamie Vardy,FWD,Leicester,5,17,22.0,0,5.0,0,6.0,90,21.9,1,102,0,2242578
2020-21,Andy Carroll,FWD,Newcastle,8,29,38.0,1,8.2,3,43.0,11,1.3,0,52,0,20697
2020-21,Callum Wilson,FWD,Newcastle,2,5,3.8,0,1.0,0,4.0,90,1.8,0,65,0,1104459
2020-21,Matt Ritchie,MID,Newcastle,2,9,15.8,0,5.6,0,0.0,90,39.7,0,49,0,3422
2020-21,Grady Diangana,MID,West Brom,1,3,0.0,0,0.2,0,2.0,45,0.5,0,51,0,17603
2020-21,Conor Gallagher,MID,Crystal Palace,1,10,17.8,0,3.2,0,9.0,90,4.8,0,55,0,9071
2020-21,Alexandre Lacazette,FWD,Arsenal,12,53,87.6,2,21.5,2,95.0,90,32.3,0,82,1,256906
2020-21,Romaine Sawyers,MID,West Brom,2,17,15.4,0,2.0,0,0.0,90,4.8,0,48,0,2636
2020-21,Matt Phillips,MID,West Brom,2,9,12.8,0,5.8,0,19.0,80,26.6,0,51,0,3944
2020-21,Daniel Ceballos Fernández,MID,Arsenal,2,20,25.0,0,6.2,0,1.0,90,36.3,0,47,1,70937
2020-21,Charlie Austin,FWD,West Brom,1,-2,2.4,0,2.0,0,16.0,45,1.8,0,51,0,15683
2020-21,Joseph Willock,MID,Newcastle,1,0,0.0,0,0.4,0,6.0,13,0.3,0,47,0,5698
2020-21,Granit Xhaka,MID,Arsenal,3,14,7.8,0,1.2,0,0.0,90,4.4,0,52,1,33959
2020-21,Bukayo Saka,MID,Arsenal,8,23,42.6,1,13.9,0,78.0,70,17.9,0,52,1,424772
2020-21,Willian Borges Da Silva,MID,Arsenal,1,9,9.6,0,5.7,0,21.0,19,26.4,0,76,0,236445
2020-21,Emile Smith Rowe,MID,Arsenal,9,32,25.6,0,7.6,0,26.0,76,23.9,2,44,1,36415
2020-21,Matheus Pereira,MID,West Brom,2,17,13.4,0,4.8,0,2.0,90,33.0,0,56,0,52215
2020-21,Rekeem Harper,MID,West Brom,1,4,4.2,0,1.2,0,7.0,9,0.5,0,43,0,43953
2020-21,Callum Robinson,FWD,West Brom,2,15,17.2,0,5.4,0,2.0,90,34.6,0,54,0,33298
2020-21,Pierre-Emerick Aubameyang,MID,Arsenal,3,8,7.6,0,4.5,0,32.0,90,5.5,0,114,1,569293
2020-21,Neal Maupay,FWD,Brighton,7,30,35.8,1,7.7,1,39.0,90,2.3,0,61,0,152478
2020-21,Vitor Ferreira,MID,Wolves,2,13,1.6,0,3.3,0,18.0,63,13.8,0,48,0,2416
2020-21,Yves Bissouma,MID,Brighton,0,1,6.4,0,0.8,0,0.0,45,1.2,0,45,0,228627
2020-21,Adam Lallana,MID,Brighton,1,5,5.2,0,0.6,0,0.0,21,0.6,0,62,0,22915
2020-21,Aaron Connolly,FWD,Brighton,5,27,37.0,1,8.7,0,50.0,45,0.0,0,52,0,28722
2020-21,Andi Zeqiri,FWD,Brighton,1,0,0.4,0,5.0,0,49.0,45,0.8,0,50,0,3883
2020-21,Solomon March,MID,Brighton,2,7,16.4,0,8.4,0,22.0,90,45.9,0,50,0,115849
2020-21,Owen Otasowie,MID,Wolves,1,0,0.2,0,0.4,0,4.0,3,0.0,0,45,0,2075
2020-21,Davy Pröpper,MID,Brighton,1,7,6.8,0,0.9,0,0.0,45,2.2,0,48,0,2558
2020-21,Rúben Diogo da Silva Neves,MID,Wolves,10,32,49.4,1,8.8,3,27.0,90,11.7,0,52,0,91261
2020-21,Adama Traoré,MID,Wolves,5,28,22.0,0,5.8,0,6.0,90,30.2,1,61,0,429615
2020-21,João Filipe Iria Santos Moutinho,MID,Wolves,2,11,13.4,0,5.0,0,9.0,90,27.2,0,52,0,73196
2020-21,Pedro Lomba Neto,MID,Wolves,5,20,8.2,0,3.9,0,23.0,90,8.1,1,60,0,1204316
2020-21,Fabio Silva,FWD,Wolves,2,7,3.2,0,3.3,0,18.0,86,11.3,0,52,0,72231
2020-21,Leandro Trossard,MID,Brighton,11,32,48.2,0,11.4,3,20.0,90,45.3,2,57,0,49833
2020-21,Wilfried Zaha,MID,Crystal Palace,3,14,13.0,0,8.3,0,45.0,90,25.3,0,74,1,1718216
2020-21,Lys Mousset,FWD,Sheffield Utd,2,-1,0.0,0,0.0,0,0.0,60,0.3,0,58,0,5302
2020-21,Jairo Riedewald,MID,Crystal Palace,1,3,0.0,0,0.0,0,0.0,1,0.0,0,44,0,129013
2020-21,Jordan Ayew,FWD,Crystal Palace,1,1,1.6,0,1.5,0,10.0,42,3.3,0,56,0,115517
2020-21,John Fleck,MID,Sheffield Utd,1,5,7.0,0,3.3,0,11.0,90,15.0,0,56,0,9123
2020-21,Antwoine Hackford,FWD,Sheffield Utd,1,3,0.0,0,1.8,0,18.0,10,0.1,0,45,0,0
2020-21,Eberechi Eze,MID,Crystal Palace,5,20,37.8,1,5.8,0,7.0,50,13.3,0,58,0,68649
2020-21,David McGoldrick,FWD,Sheffield Utd,2,3,7.2,0,4.3,0,29.0,90,7.2,0,52,0,102195
2020-21,Oliver Norwood,MID,Sheffield Utd,1,10,14.6,0,3.1,0,6.0,90,10.6,0,46,0,11653
2020-21,Christian Benteke,FWD,Crystal Palace,4,9,0.0,0,0.9,0,7.0,47,3.3,1,55,0,57924
2020-21,Luka Milivojevic,MID,Crystal Palace,3,20,16.8,0,4.3,0,0.0,90,26.0,0,56,1,17450
2020-21,Cheikhou Kouyaté,MID,Crystal Palace,3,11,29.4,0,3.2,0,2.0,90,0.2,0,50,1,34310
2020-21,Andros Townsend,MID,Everton,3,11,13.2,0,6.8,0,33.0,90,21.6,0,57,1,112240
2020-21,Ben Osborn,MID,Sheffield Utd,2,16,17.8,0,2.8,0,4.0,79,5.7,0,48,0,2137
2020-21,James McArthur,MID,Crystal Palace,9,28,43.0,0,6.8,3,2.0,90,23.3,1,52,1,8673
2020-21,Rhian Brewster,FWD,Sheffield Utd,1,1,0.2,0,0.1,0,0.0,29,0.9,0,45,0,525179
2020-21,Jeffrey Schlupp,MID,Crystal Palace,6,20,34.0,1,5.2,0,17.0,39,1.3,0,54,0,7799
2020-21,Raphael Dias Belloli,MID,Leeds,2,16,20.8,0,7.9,0,11.0,90,46.8,0,55,0,161316
2020-21,Harry Winks,MID,Spurs,2,10,15.8,0,2.8,0,1.0,75,11.3,0,52,1,7977
2020-21,Patrick Bamford,FWD,Leeds,2,-3,5.4,0,7.7,0,70.0,90,1.1,0,66,0,3834706
2020-21,Tanguy Ndombele,MID,Spurs,3,7,12.8,0,4.8,0,33.0,77,2.3,0,59,1,38852
2020-21,Ian Carlo Poveda-Ocampo,MID,Leeds,1,2,2.0,0,0.7,0,4.0,29,1.1,0,43,0,26213
2020-21,Steven Bergwijn,MID,Spurs,6,10,8.0,0,6.8,0,26.0,90,33.6,1,70,1,30712
2020-21,Pablo Hernández Domínguez,MID,Leeds,1,11,10.8,0,6.1,0,28.0,25,22.5,0,57,0,20660
2020-21,Lucas Rodrigues Moura da Silva,MID,Spurs,1,3,2.4,0,0.4,0,0.0,12,1.7,0,67,0,87133
2020-21,Harry Kane,FWD,Spurs,12,47,56.2,1,13.0,3,56.0,86,17.5,1,110,1,3264888
2020-21,Pierre-Emile Højbjerg,MID,Spurs,2,17,29.6,0,6.7,0,24.0,90,13.7,0,49,1,75471
2020-21,Rodrigo Moreno,FWD,Leeds,2,11,6.6,0,6.0,0,29.0,64,24.0,0,57,0,215627
2020-21,Kalvin Phillips,MID,Leeds,1,15,25.8,0,3.8,0,8.0,90,4.0,0,49,0,104096
2020-21,Moussa Sissoko,MID,Watford,1,2,0.8,0,0.2,0,0.0,14,0.9,0,48,0,38244
2020-21,Carlos Vinicius Alves Morais,FWD,Spurs,1,5,3.2,0,0.3,0,0.0,3,0.1,0,69,0,3656
2020-21,Mateusz Klich,MID,Leeds,2,11,9.8,0,6.9,0,12.0,90,47.6,0,55,0,455630
2020-21,Heung-Min Son,MID,Spurs,13,41,64.2,1,15.1,2,31.0,90,55.8,1,97,1,4863090
2020-21,Jamie Shackleton,MID,Leeds,1,5,7.8,0,1.0,0,2.0,26,0.3,0,48,0,2236
2020-21,Jack Harrison,MID,Leeds,2,6,5.6,0,2.2,0,5.0,60,11.5,0,54,0,222209
2020-21,Ollie Watkins,FWD,Aston Villa,2,3,7.8,0,9.5,0,59.0,90,28.3,0,61,0,615466
2020-21,Bruno Miguel Borges Fernandes,MID,Man Utd,10,34,47.4,1,15.5,3,52.0,86,55.7,0,112,0,3869250
2020-21,Douglas Luiz Soares de Paulo,MID,Aston Villa,2,15,18.4,0,2.2,0,0.0,90,3.4,0,49,0,17761
2020-21,Frederico Rodrigues de Paula Santos,MID,Man Utd,2,13,7.6,0,1.1,0,1.0,90,2.6,0,53,0,15961
2020-21,Daniel James,MID,Leeds,1,3,5.2,0,2.5,0,19.0,3,0.3,0,62,0,18634
2020-21,Jack Grealish,MID,Man City,7,33,36.2,0,10.0,2,6.0,90,57.8,1,77,0,2990913
2020-21,Scott McTominay,MID,Man Utd,2,1,8.2,0,1.0,0,0.0,64,1.3,0,49,0,69928
2020-21,John McGinn,MID,Aston Villa,2,15,13.0,0,3.6,0,17.0,90,6.3,0,55,0,114091
2020-21,Anthony Martial,FWD,Man Utd,6,29,45.8,1,11.2,0,53.0,90,13.0,0,87,0,337430
2020-21,Keinan Davis,FWD,Aston Villa,1,3,0.0,0,4.3,0,44.0,6,0.0,0,43,0,601214
2020-21,Anwar El Ghazi,MID,Aston Villa,2,11,9.6,0,4.5,0,33.0,83,2.8,0,58,0,307695
2020-21,Marcus Rashford,MID,Man Utd,2,4,10.8,0,6.7,0,53.0,90,3.3,0,95,0,796276
2020-21,Nemanja Matic,MID,Man Utd,0,-3,1.0,0,1.3,0,0.0,25,11.7,0,48,0,15680
2020-21,Bertrand Traoré,MID,Aston Villa,7,25,38.6,1,9.5,0,34.0,78,22.0,0,59,0,27790
2020-21,Jacob Ramsey,MID,Aston Villa,1,3,0.4,0,0.1,0,0.0,11,0.4,0,45,0,7023
2020-21,Paul Pogba,MID,Man Utd,5,17,12.2,0,9.5,0,58.0,90,24.3,1,77,0,100097
2020-21,André Filipe Tavares Gomes,MID,Everton,1,4,1.0,0,1.1,0,8.0,26,2.1,0,53,0,17565
2020-21,Michail Antonio,FWD,West Ham,1,2,8.6,0,4.1,0,21.0,31,11.3,0,62,0,145386
2020-21,Sébastien Haller,FWD,West Ham,1,-3,0.0,0,1.9,0,15.0,58,4.3,0,61,0,38341
2020-21,Cenk Tosun,FWD,Everton,1,3,0.0,0,0.3,0,2.0,11,0.8,0,60,0,2353
2020-21,Tomas Soucek,MID,West Ham,11,34,49.8,1,8.9,3,38.0,90,1.5,0,52,1,914010
2020-21,James Rodríguez,MID,Everton,1,1,1.0,0,0.4,0,0.0,26,2.8,0,77,0,686522
2020-21,Pablo Fornals,MID,West Ham,3,9,15.6,0,4.4,0,15.0,72,13.0,0,61,1,73921
2020-21,Abdoulaye Doucouré,MID,Everton,2,16,10.8,0,3.3,0,11.0,90,11.6,0,53,0,77942
2020-21,Declan Rice,MID,West Ham,3,25,16.8,0,2.5,0,2.0,90,6.3,0,48,1,201922
2020-21,Jarrod Bowen,MID,West Ham,3,14,10.0,0,4.4,0,14.0,72,19.9,0,64,1,309376
2020-21,Manuel Lanzini,MID,West Ham,1,3,0.0,0,0.4,0,4.0,17,0.8,0,64,0,7220
2020-21,Richarlison de Andrade,FWD,Everton,2,8,9.6,0,5.0,0,20.0,90,20.8,0,78,0,298967
2020-21,Bernard Anício Caldeira Duarte,MID,Everton,3,2,7.4,0,3.3,0,11.0,63,14.6,0,58,1,9855
2020-21,Tom Davies,MID,Everton,1,9,14.2,0,2.1,0,1.0,90,5.8,0,52,0,7087
2020-21,Andriy Yarmolenko,MID,West Ham,1,4,2.2,0,1.3,0,0.0,17,10.3,0,55,0,5754
2020-21,Saïd Benrahma,MID,West Ham,3,8,9.8,0,3.1,0,6.0,90,15.3,0,60,1,17267
2020-21,Dominic Calvert-Lewin,FWD,Everton,2,4,0.0,0,1.3,0,12.0,78,3.5,0,79,1,4431270
2020-21,Gylfi Sigurdsson,MID,Everton,3,13,4.8,0,2.9,0,2.0,63,22.5,0,68,1,160351
2020-21,Xherdan Shaqiri,MID,Liverpool,1,3,0.0,0,0.0,0,0.0,1,0.0,0,64,0,3908
2020-21,Roberto Firmino,FWD,Liverpool,2,9,15.4,0,8.1,0,49.0,90,16.7,0,93,1,387249
2020-21,Miguel Almirón,MID,Newcastle,1,5,5.4,0,0.8,0,2.0,23,0.3,0,56,0,31203
2020-21,Callum Wilson,FWD,Newcastle,2,2,0.4,0,5.5,0,42.0,90,12.9,0,66,1,1108095
2020-21,Matt Ritchie,MID,Newcastle,3,17,18.4,0,5.4,0,2.0,85,33.7,0,49,1,3286
2020-21,Joelinton Cássio Apolinário de Lira,FWD,Newcastle,2,10,7.2,0,3.5,0,16.0,90,11.8,0,57,1,40060
2020-21,Fabio Henrique Tavares,MID,Liverpool,2,14,24.0,0,2.6,0,0.0,90,1.8,0,54,1,80450
2020-21,James Milner,MID,Liverpool,2,12,11.6,0,3.4,0,15.0,72,7.3,0,53,1,8805
2020-21,Thiago Alcántara do Nascimento,MID,Liverpool,1,4,7.4,0,1.8,0,8.0,17,2.1,0,57,0,57516
2020-21,Curtis Jones,MID,Liverpool,3,9,3.4,0,0.9,0,2.0,67,4.0,0,44,1,132195
2020-21,Jordan Henderson,MID,Liverpool,3,13,12.2,0,3.1,0,1.0,90,18.2,0,54,1,130990
2020-21,Isaac Hayden,MID,Newcastle,2,1,7.4,0,1.1,0,3.0,90,0.6,0,47,1,4227
2020-21,Sadio Mané,MID,Liverpool,3,3,10.8,0,5.3,0,22.0,90,19.9,0,119,1,623292
2020-21,Jacob Murphy,MID,Newcastle,3,6,8.4,0,3.0,0,7.0,66,14.5,0,49,1,4235
2020-21,Mohamed Salah,MID,Liverpool,3,-5,1.6,0,3.3,0,27.0,90,3.9,0,126,1,3544294
2020-21,Matthew Longstaff,MID,Newcastle,3,16,9.8,0,2.1,0,0.0,90,11.2,0,49,1,1434
2020-21,Georginio Wijnaldum,MID,Liverpool,1,3,3.0,0,2.2,0,6.0,22,12.5,0,53,0,137235
2020-21,Anthony Martial,FWD,Man Utd,1,2,1.4,0,1.4,0,9.0,26,3.9,0,87,0,320948
2020-21,Bruno Miguel Borges Fernandes,MID,Man Utd,6,16,35.6,0,13.6,0,55.0,90,45.2,1,111,1,3644822
2020-21,João Filipe Iria Santos Moutinho,MID,Wolves,2,15,16.0,0,4.2,0,0.0,90,26.4,0,52,0,73877
2020-21,Mason Greenwood,MID,Man Utd,3,11,9.2,0,4.5,0,8.0,63,27.4,0,71,1,165722
2020-21,Pedro Lomba Neto,MID,Wolves,3,11,5.4,0,6.7,0,41.0,67,20.1,0,59,1,1033047
2020-21,Edinson Cavani,FWD,Man Utd,2,-4,0.0,0,1.5,0,15.0,90,3.0,0,78,1,107749
2020-21,Paul Pogba,MID,Man Utd,3,11,16.2,0,4.5,0,11.0,90,17.4,0,77,1,99754
2020-21,Rúben Diogo da Silva Neves,MID,Wolves,2,16,37.8,0,6.1,0,7.0,90,16.5,0,52,0,91623
2020-21,Fabio Silva,FWD,Wolves,1,-1,0.0,0,0.3,0,0.0,22,3.5,0,52,0,63122
2020-21,Daniel Castelo Podence,MID,Wolves,1,3,0.8,0,0.5,0,2.0,35,1.9,0,55,0,408438
2020-21,Vitor Ferreira,MID,Wolves,1,6,3.4,0,1.3,0,7.0,54,2.7,0,48,0,2348
2020-21,Adama Traoré,MID,Wolves,2,6,7.0,0,5.4,0,24.0,90,23.1,0,61,0,433719
2020-21,Scott McTominay,MID,Man Utd,1,3,0.0,0,0.0,0,0.0,1,0.0,0,49,0,61356
2020-21,Marcus Rashford,MID,Man Utd,7,21,32.6,1,8.1,0,38.0,90,10.0,0,95,1,654312
2020-21,Nemanja Matic,MID,Man Utd,3,20,22.2,0,4.2,0,0.0,90,19.8,0,48,1,15625
2020-21,Alexandre Lacazette,FWD,Arsenal,7,30,33.6,1,5.1,2,17.0,24,0.4,0,82,0,210136
2020-21,Yves Bissouma,MID,Brighton,2,20,22.6,0,4.2,0,0.0,90,19.0,0,45,0,236812
2020-21,Tomas Soucek,MID,West Ham,3,13,24.2,0,4.8,0,21.0,90,2.4,0,51,1,828013
2020-21,Jamie Shackleton,MID,Leeds,1,6,4.6,0,0.9,0,2.0,32,2.7,0,48,0,2224
2020-21,Stuart Armstrong,MID,Southampton,1,2,0.8,0,0.2,0,0.0,12,1.3,0,55,0,47067
2020-21,Sébastien Haller,FWD,West Ham,2,0,3.6,0,2.1,0,6.0,76,11.7,0,61,1,39194
2020-21,Dale Stephens,MID,Burnley,1,2,0.2,0,0.0,0,0.0,11,0.0,0,43,0,373178
2020-21,Solomon March,MID,Brighton,1,8,6.0,0,0.6,0,0.0,22,0.4,0,50,0,118433
2020-21,Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,1,2,2.0,0,0.5,0,2.0,9,0.5,0,52,0,252210
2020-21,Rodrigo Moreno,FWD,Leeds,8,37,46.0,1,10.1,2,17.0,69,38.0,0,57,1,189107
2020-21,Raphael Dias Belloli,MID,Leeds,8,25,37.6,1,6.4,0,22.0,80,4.8,0,54,1,123824
2020-21,James Ward-Prowse,MID,Southampton,3,15,9.6,0,3.2,0,1.0,90,21.8,0,63,1,1346373
2020-21,Ashley Westwood,MID,Burnley,3,12,5.2,0,1.4,0,2.0,90,6.9,0,53,1,44481
2020-21,Danny Ings,FWD,Aston Villa,2,-1,0.0,0,0.1,0,0.0,90,1.5,0,83,1,423045
2020-21,Jarrod Bowen,MID,West Ham,1,2,1.2,0,0.7,0,2.0,18,3.3,0,64,0,370132
2020-21,Che Adams,FWD,Southampton,1,0,4.2,0,4.5,0,39.0,57,1.3,0,61,0,738740
2020-21,Oliver Norwood,MID,Sheffield Utd,1,10,4.4,0,2.0,0,0.0,23,15.8,0,46,0,11900
2020-21,Manuel Lanzini,MID,West Ham,1,1,0.0,0,0.4,0,4.0,59,1.6,0,64,0,6981
2020-21,Bukayo Saka,MID,Arsenal,6,28,28.8,0,12.9,0,56.0,80,44.4,1,51,1,290455
2020-21,Pablo Hernández Domínguez,MID,Leeds,1,4,1.4,0,0.5,0,2.0,20,1.6,0,57,0,20845
2020-21,Josh Benson,MID,Burnley,3,6,1.8,0,0.4,0,0.0,81,2.4,0,45,1,1773
2020-21,Granit Xhaka,MID,Arsenal,3,16,11.6,0,3.2,0,18.0,90,2.5,0,52,1,32591
2020-21,Declan Rice,MID,West Ham,3,16,15.0,0,3.7,0,2.0,90,19.8,0,48,1,203034
2020-21,Ashley Barnes,FWD,Burnley,2,-3,2.2,0,2.3,0,19.0,78,2.2,0,60,1,16453
2020-21,John Fleck,MID,Sheffield Utd,1,10,3.4,0,1.0,0,0.0,33,6.2,0,56,0,9285
2020-21,Mohamed Naser El Sayed Elneny,MID,Arsenal,3,11,6.0,0,0.8,0,0.0,90,2.2,0,44,1,108519
2020-21,Jack Harrison,MID,Leeds,8,30,40.6,1,9.8,0,29.0,90,28.0,0,54,1,179323
2020-21,Mateusz Klich,MID,Leeds,4,21,24.6,0,6.5,0,0.0,57,40.6,1,55,0,540737
2020-21,Pablo Fornals,MID,West Ham,3,9,12.8,0,4.1,0,12.0,90,16.6,0,62,1,82108
2020-21,Davy Pröpper,MID,Brighton,2,7,4.0,0,4.8,0,43.0,67,1.0,0,48,0,2573
2020-21,Emile Smith Rowe,MID,Arsenal,3,13,9.0,0,3.5,0,2.0,88,23.7,0,44,1,25098
